# Section	Page	Header	Code	Locale	Old	New	Level
#Section	Page	Header	Code	Locale	Old	New	Level
Locale Display Names	Languages (O-S)	O	Odia ► or	af	Oriya	Odia	modern
Locale Display Names	Scripts	Major Use	Orya	af	Oriya	Odia	modern
Locale Display Names	Territories (North America)	Central America-Subdivisions	mxmex	af	▷missing◁	Staat Meksiko	modern
Locale Display Names	Territories (Europe)	Northern Europe	CQ	af	▷missing◁	Sark	moderate
Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	pl08	af	▷missing◁	Woiwodskap Lebus	modern
Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	esgi	af	▷missing◁	Provinsie Girona	modern
Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	esnc	af	▷missing◁	Navarra	modern
Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	ital	af	▷missing◁	Provinsie Alessandria	modern
Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	vn26	af	▷missing◁	Huế	modern
Locale Display Names	Keys	calendar	calendar-buddhist-core	af	▷missing◁	Boeddhis	modern
Locale Display Names	Keys	calendar	calendar-chinese-core	af	▷missing◁	Chinees	modern
Locale Display Names	Keys	calendar	calendar-coptic-core	af	▷missing◁	Kopties	modern
Locale Display Names	Keys	calendar	calendar-dangi-core	af	▷missing◁	Dangi	modern
Locale Display Names	Keys	calendar	calendar-ethiopic-amete-alem-core	af	▷missing◁	Etiopiese Amete Alem	modern
Locale Display Names	Keys	calendar	calendar-ethiopic-core	af	▷missing◁	Etiopies	modern
Locale Display Names	Keys	calendar	calendar-gregorian-core	af	▷missing◁	Gregoriaans	moderate
Locale Display Names	Keys	calendar	calendar-hebrew-core	af	▷missing◁	Hebreeus	modern
Locale Display Names	Keys	calendar	calendar-islamic-civil-core	af	▷missing◁	Hijri (tabelvormige burgerlike kalender)	modern
Locale Display Names	Keys	calendar	calendar-islamic-core	af	▷missing◁	Hijri	modern
Locale Display Names	Keys	calendar	calendar-islamic-umalqura-core	af	▷missing◁	Hijri (Umm al-Qura)	modern
Locale Display Names	Keys	calendar	calendar-japanese-core	af	▷missing◁	Japannees	modern
Locale Display Names	Keys	calendar	calendar-persian-core	af	▷missing◁	Persies	modern
Locale Display Names	Keys	calendar	calendar-roc-core	af	▷missing◁	Minguo	modern
Locale Display Names	Keys	collation	collation-big5han	af	Tradisionele Chinese sorteervolgorde - Groot5	▷removed◁	comprehensive
Locale Display Names	Keys	collation	collation-ducet-core	af	▷missing◁	Verstek Unicode	modern
Locale Display Names	Keys	collation	collation-gb2312han	af	Vereenvoudigde Chinese sorteervolgorde - GB2312	▷removed◁	comprehensive
Locale Display Names	Keys	collation	collation-search-core	af	▷missing◁	Soektog	modern
Locale Display Names	Keys	collation	collation-standard-core	af	▷missing◁	Standaard	moderate
Locale Display Names	Keys	Currency Format	cf-account-core	af	▷missing◁	Rekeningkunde	modern
Locale Display Names	Keys	Currency Format	cf-standard-core	af	▷missing◁	Standaard	modern
Locale Display Names	Keys	Emoji Presentation	em	af	▷missing◁	Emoji-voorstelling	modern
Locale Display Names	Keys	Emoji Presentation	em-default-core	af	▷missing◁	Verstek	modern
Locale Display Names	Keys	Emoji Presentation	em-emoji-core	af	▷missing◁	Emoji	modern
Locale Display Names	Keys	Emoji Presentation	em-text-core	af	▷missing◁	Teks	modern
Locale Display Names	Keys	Hour Cycle	hc	af	Uursiklus (12 vs 24)	Uursiklus (12 vs. 24)	modern
Locale Display Names	Keys	Hour Cycle	hc-h11-core	af	▷missing◁	12 (0–11)	modern
Locale Display Names	Keys	Hour Cycle	hc-h12-core	af	▷missing◁	12 (1–12)	modern
Locale Display Names	Keys	Hour Cycle	hc-h23-core	af	▷missing◁	24 (0–23)	modern
Locale Display Names	Keys	Hour Cycle	hc-h24-core	af	▷missing◁	24 (1–24)	modern
Locale Display Names	Keys	Line Break	lb-loose-core	af	▷missing◁	Los	modern
Locale Display Names	Keys	Line Break	lb-normal-core	af	▷missing◁	Normaal	modern
Locale Display Names	Keys	Line Break	lb-strict-core	af	▷missing◁	Streng	modern
Locale Display Names	Keys	lw	lw	af	▷missing◁	Lynafbrekingsteken in woorde	modern
Locale Display Names	Keys	lw	lw-breakall-core	af	▷missing◁	Breek als	modern
Locale Display Names	Keys	lw	lw-keepall-core	af	▷missing◁	Hou als	modern
Locale Display Names	Keys	lw	lw-normal-core	af	▷missing◁	Normaal	modern
Locale Display Names	Keys	lw	lw-phrase-core	af	▷missing◁	Hou in frases	modern
Locale Display Names	Keys	Measurement System	ms-metric-core	af	▷missing◁	Metriek	modern
Locale Display Names	Keys	Measurement System	ms-uksystem-core	af	▷missing◁	VK	modern
Locale Display Names	Keys	Measurement System	ms-ussystem-core	af	▷missing◁	VSA	modern
Locale Display Names	Keys	Sentence Break Suppressions	ss	af	▷missing◁	Afbrekingsteken ná afkorting	modern
Locale Display Names	Keys	Sentence Break Suppressions	ss-none-core	af	▷missing◁	Af	modern
Locale Display Names	Keys	Sentence Break Suppressions	ss-standard-core	af	▷missing◁	Aan	modern
Date & Time	Gregorian	Day Periods - narrow - Formatting	morning1	af	o	die oggend	moderate
Date & Time	Gregorian	Day Periods - narrow - Formatting	afternoon1	af	m	in die middag	moderate
Date & Time	Gregorian	Day Periods - narrow - Formatting	evening1	af	a	in die aand	moderate
Date & Time	Gregorian	Day Periods - narrow - Formatting	night1	af	n	in die nag	moderate
Date & Time	Gregorian	Day Periods - narrow - Standalone	am	af	v	vm.	moderate
Date & Time	Gregorian	Day Periods - narrow - Standalone	pm	af	n	nm.	moderate
Date & Time	Gregorian	Day Periods - narrow - Standalone	midnight	af	mn	middernag	moderate
Date & Time	Gregorian	Day Periods - narrow - Standalone	morning1	af	o	oggend	moderate
Date & Time	Gregorian	Day Periods - narrow - Standalone	afternoon1	af	m	middag	moderate
Date & Time	Gregorian	Day Periods - narrow - Standalone	evening1	af	a	aand	moderate
Date & Time	Gregorian	Day Periods - narrow - Standalone	night1	af	n	nag	moderate
Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	full-relative	af	▷missing◁	{1} 'om' {0}	moderate
Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	long-relative	af	▷missing◁	{1} 'om' {0}	moderate
Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	full-relative	af	▷missing◁	{1} 'om' {0}	moderate
Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	long-relative	af	▷missing◁	{1} 'om' {0}	moderate
Date & Time	Generic	Formats - Flexible - Date Formats	GyM	af	▷missing◁	MM-y G	moderate
Date & Time	Generic	Formats - Flexible - Date Formats	GyMEd	af	▷missing◁	E, dd-MM-y G	moderate
Date & Time	Generic	Formats - Flexible - Date Formats	MEd	af	E M/d	E, d/M	moderate
Date & Time	Generic	Formats - Flexible - 12 Hour Time Formats	Ehm	af	E hh:mm a	E h:mm a	moderate
Date & Time	Generic	Formats - Flexible - 12 Hour Time Formats	Ehms	af	E hh:mm:ss a	E h:mm:ss a	moderate
Timezones	North America	Hawaii	standard-long	af	▷missing◁	Hawaii-Aleoete-standaardtyd	moderate
Timezones	North America	Cities and Regions	Bahia_Banderas	af	Bahia Banderas	Bahía de Banderas	moderate
Timezones	South America	Cities and Regions	Easter	af	Paas	Paaseiland	moderate
Timezones	Africa	Africa_Western	generic-long	af	Wes-Afrika-tyd	▷removed◁	comprehensive
Timezones	Africa	Africa_Western	generic-short	af	WAT	▷removed◁	comprehensive
Timezones	Africa	Africa_Western	standard-long	af	Wes-Afrika-standaardtyd	Wes-Afrika-tyd	moderate
Timezones	Africa	Africa_Western	daylight-long	af	Wes-Afrika-somertyd	▷removed◁	comprehensive
Timezones	Africa	Africa_Western	daylight-short	af	WAST	▷removed◁	comprehensive
Timezones	Western Asia	Azerbaijan	generic-long	af	Aserbeidjan-tyd	Azerbeidjan-tyd	moderate
Timezones	Western Asia	Azerbaijan	standard-long	af	Aserbeidjan-standaardtyd	Azerbeidjan-standaardtyd	moderate
Timezones	Western Asia	Azerbaijan	daylight-long	af	Aserbeidjan-somertyd	Azerbeidjan-somertyd	moderate
Timezones	Antarctica	DumontDUrville	standard-long	af	Dumont-d’Urville-tyd	Dumont d’Urville-tyd	moderate
Timezones	Antarctica	Cities and Regions	Casey	af	Casey	Casey-stasie	moderate
Timezones	Antarctica	Cities and Regions	Davis	af	Davis	Davis-stasie	moderate
Timezones	Antarctica	Cities and Regions	DumontDUrville	af	Dumont-d’Urville	Dumont d’Urville-stasie	moderate
Timezones	Antarctica	Cities and Regions	Mawson	af	Mawson	Mawson-stasie	moderate
Timezones	Antarctica	Cities and Regions	McMurdo	af	McMurdo	McMurdo-stasie	moderate
Timezones	Antarctica	Cities and Regions	Rothera	af	Rothera	Rothera-navorsingstasie	moderate
Timezones	Antarctica	Cities and Regions	Syowa	af	Syowa	Syowa-stasie	moderate
Timezones	Antarctica	Cities and Regions	Troll	af	Troll	Troll-stasie	moderate
Timezones	Antarctica	Cities and Regions	Vostok	af	Wostok	Wostok-stasie	moderate
Timezones	Oceania	Cities and Regions	Enderbury	af	Enderbury	Kantoneiland	moderate
Timezones	Oceania	Cities and Regions	Kwajalein	af	Kwajalein	Kwajalein Atoll	moderate
Timezones	Oceania	Cities and Regions	Marquesas	af	Marquesas	Marquesas-eilande	moderate
Timezones	Oceania	Cities and Regions	Pitcairn	af	Pitcairn	Pitcairn-eilande	moderate
Timezones	Oceania	Cities and Regions	Wake	af	Wake	Wake-eiland	moderate
Timezones	Oceania	Cities and Regions	Wallis	af	Mata-Utu	Wallis &amp; Futuna	moderate
Timezones	Unknown Region	Cities and Regions	Unknown	af	Onbekende stad	Onbekende ligging	moderate
Numbers	Symbols	Symbols using Tolong Siki Digits (tols)	decimal	af	▷missing◁	,	comprehensive
Numbers	Symbols	Symbols using Tolong Siki Digits (tols)	group	af	▷missing◁	 	comprehensive
Numbers	Number Formatting Patterns	Standard Patterns using Tolong Siki Digits (tols)	standard-currency	af	▷missing◁	¤#,##0.00	comprehensive
Numbers	Number Formatting Patterns	Standard Patterns using Tolong Siki Digits (tols)	accounting-currency	af	▷missing◁	¤#,##0.00;(¤#,##0.00)	comprehensive
Numbers	Number Formatting Patterns	Miscellaneous Patterns using Tolong Siki Digits (tols)	atLeast	af	▷missing◁	{0}+	comprehensive
Numbers	Compact Decimal Formatting	Short Currency 	4-digits-short-one-alphaNextToNumber	af	¤0 k	¤ 0 k	modern
Numbers	Compact Decimal Formatting	Short Currency 	4-digits-short-other-alphaNextToNumber	af	¤0 k	¤ 0 k	modern
Numbers	Compact Decimal Formatting	Short Currency 	5-digits-short-one-alphaNextToNumber	af	¤00 k	¤ 00 k	modern
Numbers	Compact Decimal Formatting	Short Currency 	5-digits-short-other-alphaNextToNumber	af	¤00 k	¤ 00 k	modern
Numbers	Compact Decimal Formatting	Short Currency 	6-digits-short-one-alphaNextToNumber	af	¤000 k	¤ 000 k	modern
Numbers	Compact Decimal Formatting	Short Currency 	6-digits-short-other-alphaNextToNumber	af	¤000 k	¤ 000 k	modern
Numbers	Compact Decimal Formatting	Short Currency 	7-digits-short-one-alphaNextToNumber	af	¤0 m	¤ 0 m	modern
Numbers	Compact Decimal Formatting	Short Currency 	7-digits-short-other-alphaNextToNumber	af	¤0 m	¤ 0 m	modern
Numbers	Compact Decimal Formatting	Short Currency 	8-digits-short-one-alphaNextToNumber	af	¤00 m	¤ 00 m	modern
Numbers	Compact Decimal Formatting	Short Currency 	8-digits-short-other-alphaNextToNumber	af	¤00 m	¤ 00 m	modern
Numbers	Compact Decimal Formatting	Short Currency 	10-digits-short-one-alphaNextToNumber	af	¤0 mjd	¤ 0 mjd	modern
Numbers	Compact Decimal Formatting	Short Currency 	10-digits-short-other-alphaNextToNumber	af	¤0 mjd	¤ 0 mjd	modern
Numbers	Compact Decimal Formatting	Short Currency 	11-digits-short-one-alphaNextToNumber	af	¤00 mjd	¤ 00 mjd	modern
Numbers	Compact Decimal Formatting	Short Currency 	11-digits-short-other-alphaNextToNumber	af	¤00 mjd	¤ 00 mjd	modern
Numbers	Compact Decimal Formatting	Short Currency 	13-digits-short-one-alphaNextToNumber	af	¤0 bn	¤ 0 bn	modern
Numbers	Compact Decimal Formatting	Short Currency 	13-digits-short-other-alphaNextToNumber	af	¤0 bn	¤ 0 bn	modern
Numbers	Compact Decimal Formatting	Short Currency 	14-digits-short-one-alphaNextToNumber	af	¤00 bn	¤ 00 bn	modern
Numbers	Compact Decimal Formatting	Short Currency 	14-digits-short-other-alphaNextToNumber	af	¤00 bn	¤ 00 bn	modern
Numbers	Compact Decimal Formatting	Short Currency 	15-digits-short-other	af	¤ 000 bn	¤000 bn	moderate
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Tolong Siki Digits (tols)	4-digits-short-other	af	▷missing◁	¤0 k	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Tolong Siki Digits (tols)	5-digits-short-other	af	▷missing◁	¤00 k	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Tolong Siki Digits (tols)	6-digits-short-other	af	▷missing◁	¤000 k	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Tolong Siki Digits (tols)	7-digits-short-other	af	▷missing◁	¤0 m	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Tolong Siki Digits (tols)	8-digits-short-other	af	▷missing◁	¤00 m	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Tolong Siki Digits (tols)	9-digits-short-other	af	▷missing◁	¤000 m	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Tolong Siki Digits (tols)	10-digits-short-other	af	▷missing◁	¤0 mjd	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Tolong Siki Digits (tols)	11-digits-short-other	af	▷missing◁	¤00 mjd	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Tolong Siki Digits (tols)	12-digits-short-other	af	▷missing◁	¤000 mjd	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Tolong Siki Digits (tols)	13-digits-short-other	af	▷missing◁	¤0 bn	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Tolong Siki Digits (tols)	14-digits-short-other	af	▷missing◁	¤00 bn	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Tolong Siki Digits (tols)	15-digits-short-other	af	▷missing◁	¤000 bn	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Long Formats using Tolong Siki Digits (tols)	4-digits-long-other	af	▷missing◁	0 duisend	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Long Formats using Tolong Siki Digits (tols)	5-digits-long-other	af	▷missing◁	00 duisend	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Long Formats using Tolong Siki Digits (tols)	6-digits-long-other	af	▷missing◁	000 duisend	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Long Formats using Tolong Siki Digits (tols)	7-digits-long-other	af	▷missing◁	0 miljoen	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Long Formats using Tolong Siki Digits (tols)	8-digits-long-other	af	▷missing◁	00 miljoen	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Long Formats using Tolong Siki Digits (tols)	9-digits-long-other	af	▷missing◁	000 miljoen	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Long Formats using Tolong Siki Digits (tols)	10-digits-long-other	af	▷missing◁	0 miljard	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Long Formats using Tolong Siki Digits (tols)	11-digits-long-other	af	▷missing◁	00 miljard	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Long Formats using Tolong Siki Digits (tols)	12-digits-long-other	af	▷missing◁	000 miljard	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Long Formats using Tolong Siki Digits (tols)	13-digits-long-other	af	▷missing◁	0 biljoen	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Long Formats using Tolong Siki Digits (tols)	14-digits-long-other	af	▷missing◁	00 biljoen	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Long Formats using Tolong Siki Digits (tols)	15-digits-long-other	af	▷missing◁	000 biljoen	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Formats using Tolong Siki Digits (tols)	4-digits-short-other	af	▷missing◁	0 k	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Formats using Tolong Siki Digits (tols)	5-digits-short-other	af	▷missing◁	00 k	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Formats using Tolong Siki Digits (tols)	6-digits-short-other	af	▷missing◁	000 k	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Formats using Tolong Siki Digits (tols)	7-digits-short-other	af	▷missing◁	0 m	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Formats using Tolong Siki Digits (tols)	8-digits-short-other	af	▷missing◁	00 m	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Formats using Tolong Siki Digits (tols)	9-digits-short-other	af	▷missing◁	000 m	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Formats using Tolong Siki Digits (tols)	10-digits-short-other	af	▷missing◁	0 mjd	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Formats using Tolong Siki Digits (tols)	11-digits-short-other	af	▷missing◁	00 mjd	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Formats using Tolong Siki Digits (tols)	12-digits-short-other	af	▷missing◁	000 mjd	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Formats using Tolong Siki Digits (tols)	13-digits-short-other	af	▷missing◁	0 bn	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Formats using Tolong Siki Digits (tols)	14-digits-short-other	af	▷missing◁	00 bn	comprehensive
Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Formats using Tolong Siki Digits (tols)	15-digits-short-other	af	▷missing◁	000 bn	comprehensive
Currencies	North America (C)	Caribbean: Curaçao	XCG-name-one	af	XCG	Karibiese gulde	moderate
Currencies	North America (C)	Caribbean: Curaçao	XCG-name-other	af	XCG	Karibiese gulde	moderate
Currencies	North America (C)	Caribbean: Curaçao	XCG-name	af	XCG	Karibiese gulde	moderate
Currencies	Southern/Eastern Europe	Eastern Europe: Belarus	BYN-name-one	af	Belarusiese roebel	Belarussiese roebel	moderate
Currencies	Southern/Eastern Europe	Eastern Europe: Belarus	BYN-name-other	af	Belarusiese roebel	Belarussiese roebel	moderate
Currencies	Southern/Eastern Europe	Eastern Europe: Belarus	BYN-name	af	Belarusiese roebel	Belarussiese roebel	moderate
Currencies	Western Africa	Western Africa: Sierra Leone: SLL (old)	SLL-name-one	af	Sierra Leoniese leone (1964—2022)	Sierra Leoniese leone (1964–2022)	moderate
Currencies	Western Africa	Western Africa: Sierra Leone: SLL (old)	SLL-name-other	af	Sierra Leoniese leone (1964—2022)	Sierra Leoniese leone (1964–2022)	moderate
Currencies	Western Africa	Western Africa: Sierra Leone: SLL (old)	SLL-name	af	Sierra Leoniese leone (1964—2022)	Sierra Leoniese leone (1964–2022)	moderate
Currencies	Eastern Africa	Eastern Africa: Zimbabwe	ZWG-name-one	af	ZWG	Zimbabwiese goud	moderate
Currencies	Eastern Africa	Eastern Africa: Zimbabwe	ZWG-name-other	af	ZWG	Zimbabwiese goud	moderate
Currencies	Eastern Africa	Eastern Africa: Zimbabwe	ZWG-name	af	ZWG	Zimbabwiese goud	moderate
Currencies	Southern Africa	Southern Africa: Lesotho	LSL-name-one	af	Lesotho loti	Lesotho-loti	moderate
Currencies	Southern Africa	Southern Africa: Lesotho	LSL-name-other	af	Lesotho loti	Lesotho-loti	moderate
Currencies	Southern Africa	Southern Africa: Lesotho	LSL-name	af	Lesotho loti	Lesotho-loti	moderate
Currencies	Southern Asia (C)	Southern Asia: India	INR-name-one	af	Indiese rupee	Indiese roepee	moderate
Currencies	Southern Asia (C)	Southern Asia: India	INR-name-other	af	Indiese rupee	Indiese roepee	moderate
Currencies	Unknown Region (C)	Unknown Region: EUR	EUR-name	af	Euro	euro	moderate
Units	Graphics	dot	short-one-nominative	af	{0} px	{0} stippel	modern
Units	Graphics	dot	short-other-nominative	af	{0} px	{0} stippels	modern
Units	Graphics	dot	narrow-one-nominative	af	{0}stippel	{0} stippel	modern
Units	Graphics	dot	narrow-other-nominative	af	{0}stippel	{0} stippels	modern
Units	Length Metric	nanometer	narrow-one-nominative	af	{0}nm	{0} nm	modern
Units	Length Metric	nanometer	narrow-other-nominative	af	{0}nm	{0} nm	modern
Units	Length Metric	picometer	narrow-one-nominative	af	{0}pm	{0} pm	modern
Units	Length Metric	picometer	narrow-other-nominative	af	{0}pm	{0} pm	modern
Units	Length Metric	mile-scandinavian	narrow-one-nominative	af	{0}smi	{0} smi	modern
Units	Length Metric	mile-scandinavian	narrow-other-nominative	af	{0}smi	{0} smi	modern
Units	Length Metric	point	narrow-one-nominative	af	{0}pt.	{0} pt.	modern
Units	Length Metric	point	narrow-other-nominative	af	{0}pt.	{0} pt.	modern
Units	Length Other	mile	narrow-one-nominative	af	{0}myl	{0} myl	modern
Units	Length Other	mile	narrow-other-nominative	af	{0}myl	{0} myl	modern
Units	Length Other	yard	narrow-displayName	af	jaart	jt.	modern
Units	Length Other	yard	narrow-one-nominative	af	{0}jt.	{0} jt.	modern
Units	Length Other	yard	narrow-other-nominative	af	{0}jt.	{0} jt.	modern
Units	Length Other	foot	narrow-one-nominative	af	{0}vt.	{0} vt.	modern
Units	Length Other	foot	narrow-other-nominative	af	{0}vt.	{0} vt.	modern
Units	Length Other	parsec	narrow-one-nominative	af	{0}pc	{0} pc	modern
Units	Length Other	parsec	narrow-other-nominative	af	{0}pc	{0} pc	modern
Units	Length Other	light-year	narrow-one-nominative	af	{0} lj	{0} lj.	modern
Units	Length Other	light-year	narrow-other-nominative	af	{0} lj	{0} lj.	modern
Units	Length Other	furlong	narrow-one-nominative	af	{0}fur	{0} fur.	comprehensive
Units	Length Other	furlong	narrow-other-nominative	af	{0}fur	{0} fur.	comprehensive
Units	Length Other	fathom	narrow-one-nominative	af	{0}vaam	{0} vaam	comprehensive
Units	Length Other	fathom	narrow-other-nominative	af	{0}vaam	{0} vaam	comprehensive
Units	Length Other	nautical-mile	narrow-one-nominative	af	{0}sm.	{0} sm.	modern
