#Language	English Name	Native Name	Script	Default Region	№ Locales	Target Level	≟	Computed Level	ICU	Confirmed	🄼%	ⓜ%	ⓑ%	ⓒ%	Missing Features
ro	Romanian	română	Latn	RO	2	modern	 ≡	modern	ICU	1.0	1.0	1.0	1.0	1.0	
ru	Russian	русский	Cyrl	RU	6	modern	 ≡	modern	ICU	1.0	1.0	1.0	1.0	1.0	
si	Sinhala	සිංහල	Sinh	LK	1	modern	 ≡	modern	ICU	1.0	1.0	1.0	1.0	1.0	
sk	Slovak	slovenčina	Latn	SK	1	modern	 ≡	modern	ICU	1.0	1.0	1.0	1.0	1.0	
sl	Slovenian	slovenščina	Latn	SI	1	modern	 ≡	modern	ICU	1.0	1.0	1.0	1.0	1.0	
sr	Serbian	српски	Cyrl	RS	4	modern	 ≡	modern	ICU	1.0	1.0	1.0	1.0	1.0	
sv	Swedish	svenska	Latn	SE	3	modern	 ≡	modern	ICU	1.0	1.0	1.0	1.0	1.0	
ta	Tamil	தமிழ்	Taml	IN	4	modern	 ≡	modern	ICU	1.0	1.0	1.0	1.0	1.0	
te	Telugu	తెలుగు	Telu	IN	1	modern	 ≡	modern	ICU	1.0	1.0	1.0	1.0	1.0	
th	Thai	ไทย	Thai	TH	1	modern	 ≡	modern	ICU	1.0	1.0	1.0	1.0	1.0	
tr	Turkish	Türkçe	Latn	TR	2	modern	 ≡	modern	ICU	1.0	1.0	1.0	1.0	1.0	
uk	Ukrainian	українська	Cyrl	UA	1	modern	 ≡	modern	ICU	1.0	1.0	1.0	1.0	1.0	
ur	Urdu	‫اردو‬	Arab	PK	2	modern	 ≡	modern	ICU	1.0	1.0	1.0	1.0	1.0	
uz	Uzbek	o‘zbek	Latn	UZ	1	modern	 ≡	modern	ICU	1.0	1.0	1.0	1.0	1.0	
vi	Vietnamese	Tiếng Việt	Latn	VN	1	modern	 ≡	modern	ICU	1.0	1.0	1.0	1.0	1.0	
zh	Chinese	中文	Hans	CN	4	modern	 ≡	modern	ICU	1.0	1.0	1.0	1.0	1.0	
cy	Welsh	Cymraeg	Latn	GB	1	modern	 ≡	modern	ICU	1.0	0.9999346661439958	1.0	1.0	1.0	🄼 grammar
ga	Irish	Gaeilge	Latn	IE	2	modern	 ≡	modern	ICU	1.0	0.999929711112673	1.0	1.0	1.0	🄼 grammar
sr_Latn	Serbian (Latin)	srpski (latinica)	Latn	RS	4	‡modern	 ≡	modern	ICU	1.0	0.9999264056520459	1.0	1.0	1.0	🄼 grammar
be	Belarusian	беларуская	Cyrl	BY	1	modern	 ≡	modern	ICU	1.0	0.9999238211320179	1.0	1.0	1.0	🄼 grammar
hsb	Upper Sorbian	hornjoserbšćina	Latn	DE	1	‡modern	 ≡	modern	ICU	1.0	0.9999227620298139	1.0	1.0	1.0	🄼 grammar
dsb	Lower Sorbian	dolnoserbšćina	Latn	DE	1	‡modern	 ≡	modern	ICU	1.0	0.999921758860809	1.0	1.0	1.0	🄼 grammar
nn	Norwegian Nynorsk	norsk nynorsk	Latn	NO	1	modern	 ≡	modern	ICU	1.0	0.9999138005344367	1.0	1.0	1.0	🄼 ordinals
pt	Portuguese	português	Latn	BR	12	modern	 ≡	modern	ICU	1.0	0.9999135994470365	1.0	1.0	1.0	
es	Spanish	español	Latn	ES	28	modern	 ≡	modern	ICU	1.0	0.9999129299085764	1.0	1.0	1.0	
sq	Albanian	shqip	Latn	AL	3	modern	 ≡	modern	ICU	1.0	0.9999121959785758	1.0	1.0	1.0	🄼 grammar
nl	Dutch	Nederlands	Latn	NL	7	modern	 ≡	modern	ICU	1.0	0.9999121728438433	1.0	1.0	1.0	
mn	Mongolian	монгол	Cyrl	MN	1	modern	 ≡	modern	ICU	1.0	0.9999119718309859	1.0	1.0	1.0	🄼 grammar
bg	Bulgarian	български	Cyrl	BG	1	modern	 ≡	modern	ICU	1.0	0.9999114730878187	1.0	1.0	1.0	🄼 grammar
as	Assamese	অসমীয়া	Beng	IN	1	modern	 ≡	modern	ICU	1.0	0.9999113867966327	1.0	1.0	1.0	🄼 grammar
or	Odia	ଓଡ଼ିଆ	Orya	IN	1	modern	 ≡	modern	ICU	1.0	0.9999113396577711	1.0	1.0	1.0	🄼 grammar
gl	Galician	galego	Latn	ES	1	modern	 ≡	modern	ICU	1.0	0.9999111821653788	1.0	1.0	1.0	🄼 grammar
sw	Swahili	Kiswahili	Latn	TZ	4	modern	 ≡	modern	ICU	1.0	0.9999108416547788	1.0	1.0	1.0	🄼 grammar
et	Estonian	eesti	Latn	EE	1	modern	 ≡	modern	ICU	1.0	0.9999108257535224	1.0	1.0	1.0	🄼 grammar
mk	Macedonian	македонски	Cyrl	MK	1	modern	 ≡	modern	ICU	1.0	0.9999108018909999	1.0	1.0	1.0	🄼 grammar
ka	Georgian	ქართული	Geor	GE	1	modern	 ≡	modern	ICU	1.0	0.9999074588191745	1.0	1.0	1.0	🄼 grammar
zh_Hant	Traditional Chinese	繁體中文	Hant	TW	0	modern	 ≡	modern	ICU	1.0	0.9999060856498873	1.0	1.0	1.0	🄼 grammar
km	Khmer	ខ្មែរ	Khmr	KH	1	modern	 ≡	modern	ICU	1.0	0.9999018934562935	1.0	1.0	1.0	🄼 grammar
ig	Igbo	Igbo	Latn	NG	1	modern	 ≡	modern	ICU	1.0	0.9998026445628577	1.0	1.0	1.0	🄼 grammar, 🄼 ordinals
chr	Cherokee	ᏣᎳᎩ	Cher	US	1	‡modern	 ≡	modern	ICU	1.0	0.9997313994090787	1.0	1.0	1.0	🄼 grammar, 🄼 ordinals, 🄼 romanization
el	Greek	Ελληνικά	Grek	GR	2	modern	 ≡	modern	ICU	1.0	0.9995768449559919	1.0	1.0	1.0	
tk	Turkmen	türkmen dili	Latn	TM	1	modern	 ≡	modern	ICU	0.9995559995559996	0.9995584209131856	1.0	1.0	1.0	🄼 grammar
ps	Pashto	‫پښتو‬	Arab	AF	2	modern	 ≡	modern	ICU	0.9994361750112765	0.9994671403197158	1.0	1.0	1.0	🄼 grammar
de	German	Deutsch	Latn	DE	7	modern	 ≡	modern	ICU	1.0	0.9994344805299725	1.0	1.0	1.0	
yo	Yoruba	Èdè Yorùbá	Latn	NG	2	modern	 ≡	modern	ICU	1.0	0.9990138067061144	1.0	1.0	1.0	🄼 grammar, 🄼 ordinals
ha	Hausa	Hausa	Latn	NG	3	modern	 ≡	modern	ICU	1.0	0.9987648875165417	1.0	1.0	1.0	🄼 grammar, 🄼 ordinals
zu	Zulu	isiZulu	Latn	ZA	1	modern	 ≡	modern	ICU	1.0	0.9975057901300552	1.0	1.0	1.0	🄼 grammar
gd	Scottish Gaelic	Gàidhlig	Latn	GB	1	modern	 ≡	modern	ICU	1.0	0.9997729680641744	0.9996087636932708	1.0	1.0	ⓜ collation, 🄼 grammar
so	Somali	Soomaali	Latn	SO	4	modern	 ≡	modern	ICU	1.0	0.9996521436646665	0.9995819397993311	1.0	1.0	ⓜ collation, 🄼 grammar, 🄼 ordinals
sd	Sindhi	‫سنڌي‬	Arab	PK	1	modern	 ≡	modern	ICU	1.0	0.9997384481255449	0.9995798319327731	1.0	1.0	ⓜ collation, 🄼 grammar
eu	Basque	euskara	Latn	ES	1	modern	 ≡	modern	ICU	1.0	0.9997332622032542	0.9995629370629371	1.0	1.0	ⓜ collation, 🄼 grammar
yue	Cantonese	粵語	Hant	HK	1	modern	 ≡	modern	ICU	1.0	0.9997116770783278	0.9995450409463148	1.0	1.0	ⓜ collation, 🄼 grammar
yue_Hans	Cantonese (Simplified)	粤语 (简体)	Hans	CN	0	‡modern	 ≡	modern	ICU	1.0	0.9993272465160981	0.9995450409463148	1.0	1.0	ⓜ collation, 🄼 grammar
bs	Bosnian	bosanski	Latn	BA	1	modern	 ≡	modern	ICU	0.9997944501541624	0.9995886466474702	0.9991749174917491	1.0	1.0	🄼 grammar
hi_Latn	Hindi [Latin]	Hindi [Latin]	Latn	IN	1	modern	 ≡	modern	ICU	0.9997811097734486	0.9996524157108099	0.9991564740615774	1.0	1.0	
hi	Hindi	हिन्दी	Deva	IN	1	modern	 ≡	modern	ICU	0.9997902904477299	0.9996637242538882	0.9991518235793045	1.0	1.0	
jv	Javanese	Jawa	Latn	ID	1	modern	 ≡	modern	ICU	1.0	0.9994170795686389	0.9990645463049579	1.0	1.0	ⓜ casing, ⓜ collation, 🄼 grammar, 🄼 ordinals
kok	Konkani	कोंकणी	Deva	IN	1	modern	 ≡	modern	ICU	0.9997541487400123	0.998639455782313	0.9986020503261882	1.0	1.0	ⓜ plurals, 🄼 grammar, 🄼 ordinals
fo	Faroese	føroyskt	Latn	FO	2	‡moderate	 ≡	moderate	ICU	0.9947025264873676	0.8974383034625129	1.0	1.0	1.0	
xh	Xhosa	IsiXhosa	Latn	ZA	1	moderate	 ≡	moderate	ICU	0.9840302584576591	0.6617773943054357	1.0	1.0	1.0	
ceb	Cebuano	Cebuano	Latn	PH	1	moderate	 ≡	moderate	ICU	0.9929680632874304	0.5310044494935151	1.0	1.0	1.0	
sc	Sardinian	sardu	Latn	IT	1	‡moderate	 ≡	moderate	ICU	1.0	0.8516419253261358	0.9995517705064993	1.0	1.0	ⓜ collation
qu	Quechua	Runasimi	Latn	PE	3	‡moderate	 ≡	moderate	ICU	1.0	0.9836212030970816	0.9990295972828724	1.0	1.0	ⓜ plurals, ⓜ collation
mi	Māori	Māori	Latn	NZ	1	moderate	 ≡	moderate	ICU	1.0	0.8027910767036773	0.9985380116959064	1.0	1.0	ⓜ casing, ⓜ plurals, ⓜ collation
pcm	Nigerian Pidgin	Naijíriá Píjin	Latn	NG	1	moderate	 ≡	moderate	ICU	0.9952290076335878	0.9491510196747821	0.9977538185085355	1.0	1.0	ⓜ casing, ⓜ collation
br	Breton	brezhoneg	Latn	FR	1	‡moderate	 ≡	moderate	ICU	0.984317049909929	0.8479337673365411	0.9966703662597114	1.0	1.0	
ku	Kurdish	kurdî [kurmancî]	Latn	TR	1		 <	moderate	ICU	0.999650471862985	0.48487126479984965	0.9995654063450674	1.0	1.0	ⓜ casing
ia	Interlingua	interlingua	Latn	001	1	‡basic	 <	moderate	ICU	0.997412119905111	0.6251598757537	0.9995493465525012	1.0	1.0	ⓜ collation
blo	Anii	anii kagɩja	Latn	BJ	1		 <	moderate	ICU	1.0	0.42800247809540665	0.9991725279271825	1.0	1.0	ⓜ casing, ⓜ collation
vec	Venetian	veneto	Latn	IT	1		 <	moderate	ICU	1.0	0.45809788334450724	0.9991031390134529	1.0	1.0	ⓜ casing, ⓜ collation
cv	Chuvash	чӑваш	Cyrl	RU	1	basic	 <	moderate	ICU	0.9072117593017914	0.4178779069767442	0.9965969859017987	1.0	1.0	ⓜ casing, ⓜ plurals, ⓜ collation
bs_Cyrl	Bosnian (Cyrillic)	босански (ћирилица)	Cyrl	BA	1	‡basic	 ≡	basic	ICU	0.9949279231179925	0.532994032994033	0.9726481558226274	1.0	1.0	
brx	Bodo	बर’	Deva	IN	1	basic	 ≡	basic	ICU	0.9938165578838887	0.47821978644996693	0.9483814523184602	1.0	1.0	
ks	Kashmiri	‫کٲشُر‬	Arab	IN	1	basic	 ≡	basic	ICU	0.967391304347826	0.3818027210884354	0.8297038327526133	1.0	1.0	
rm	Romansh	rumantsch	Latn	CH	1	‡basic	 ≡	basic	ICU	0.9836065573770492	0.37676969092721835	0.8135678391959799	1.0	1.0	
mai	Maithili	मैथिली	Deva	IN	1	basic	 ≡	basic	ICU	0.9981768459434822	0.39528903517794695	0.7860199714693296	1.0	1.0	
kea	Kabuverdianu	kabuverdianu	Latn	CV	1	‡basic	 ≡	basic	ICU	0.986697965571205	0.4219982471516214	0.7569721115537849	1.0	1.0	
ti	Tigrinya	ትግርኛ	Ethi	ET	2	basic	 ≡	basic	ICU	0.995614747441936	0.6781679656712497	0.6753138075313807	1.0	1.0	
wo	Wolof	Wolof	Latn	SN	1	basic	 ≡	basic	ICU	0.9996160491457093	0.674080503417598	0.6130408287629494	1.0	1.0	
uz_Cyrl	Uzbek (Cyrillic)	ўзбекча (Кирил)	Cyrl	UZ	1	‡basic	 ≡	basic	ICU	0.9351485148514852	0.2953026279644721	0.5571309424520434	1.0	1.0	
tg	Tajik	тоҷикӣ	Cyrl	TJ	1	basic	 ≡	basic	ICU	0.9989891331817033	0.5085058413609346	0.4784257942152679	1.0	1.0	
tt	Tatar	татар	Cyrl	RU	1	basic	 ≡	basic	ICU	0.9982920580700256	0.21782281654826577	0.4518993586581154	1.0	1.0	
su	Sundanese	Basa Sunda	Latn	ID	1	basic	 ≡	basic	ICU	0.9930875576036866	0.10226133452155509	0.2839650145772595	1.0	1.0	
sa	Sanskrit	संस्कृत भाषा	Deva	IN	1	basic	 ≡	basic	ICU	0.9546351084812623	0.10530645824763472	0.25677603423680456	1.0	1.0	
doi	Dogri	डोगरी	Deva	IN	1	basic	 ≡	basic	ICU	1.0	0.10445351818440794	0.25154457193292146	1.0	1.0	
mni	Manipuri	মৈতৈলোন্	Beng	IN	1	basic	 ≡	basic	ICU	1.0	0.09044087350638648	0.22365283738674296	1.0	1.0	
ks_Deva	Kashmiri (Devanagari)	कॉशुर (देवनागरी)	Deva	IN	1	basic	 ≡	basic	ICU	1.0	0.08939022087974326	0.2199043893959148	1.0	1.0	
sat	Santali	ᱥᱟᱱᱛᱟᱲᱤ	Olck	IN	1	basic	 ≡	basic	ICU	0.22993197278911565	0.08939727232732073	0.2076703386372909	1.0	1.0	
sd_Deva	Sindhi (Devanagari)	सिन्धी (देवनागिरी)	Deva	IN	0	basic	 ≡	basic	ICU	1.0	0.08098262656454325	0.20059625212947188	1.0	1.0	
bgc	Haryanvi	हरियाणवी	Deva	IN	1	basic	 ≡	basic	ICU	1.0	0.026887812918512412	0.07971360381861575	1.0	1.0	
raj	Rajasthani	राजस्थानी	Deva	IN	1	basic	 ≡	basic	ICU	1.0	0.026887812918512412	0.07971360381861575	1.0	1.0	
bho	Bhojpuri	भोजपुरी	Deva	IN	1	basic	 ≡	basic	ICU	1.0	0.02323145767875845	0.06911829862649535	1.0	1.0	
kgp	Kaingang	kanhgág	Latn	BR	1	‡moderate	 >	basic	ICU	0.9946474284384454	0.6085495613216353	0.9916114790286976	1.0	1.0	
yrl	Nheengatu	nheẽgatu	Latn	BR	3	‡moderate	 >	basic	ICU	0.9946399440689816	0.6082204577300327	0.9916003536693192	1.0	1.0	
ff_Adlm	Fula (Adlam)	‫𞤆𞤵𞤤𞤢𞤪 (𞤀𞤁𞤂𞤢𞤃)‬	Adlm	GN	12	‡moderate	 >	basic	ICU	0.9919513152728701	0.649667994687915	0.9827956989247312	1.0	1.0	
ast	Asturian	asturianu	Latn	ES	1	‡moderate	 >	basic	ICU	0.9949591934709554	0.5759830944505696	0.954177897574124	1.0	1.0	
to	Tongan	lea fakatonga	Latn	TO	1	‡moderate	 >	basic	ICU	0.9244381296822527	0.8826959185690285	0.857487922705314	1.0	1.0	
lb	Luxembourgish	Lëtzebuergesch	Latn	LU	1		 <	basic	ICU	0.9938260716175692	0.7365575247822169	0.9082278481012658	1.0	1.0	
fy	Western Frisian	Frysk	Latn	NL	1		 <	basic	ICU	0.9810276679841897	0.4245140497532481	0.9078051335777895	1.0	1.0	
xnr	Kangri	कांगड़ी	Deva	IN	1		 <	basic	ICU	1.0	0.3701345383588374	0.7976303317535545	1.0	1.0	
kxv	Kuvi	kuvi	Latn	IN	1		 <	basic	ICU	1.0	0.31219161184210525	0.7387387387387387	1.0	1.0	
syr	Syriac	‫ܣܘܪܝܝܐ‬	Syrc	IQ	2		 <	basic	ICU	0.9776234567901234	0.48889681619548736	0.7308695652173913	1.0	1.0	
ug	Uyghur	‫ئۇيغۇرچە‬	Arab	CN	1		 <	basic	ICU	0.971032231742146	0.5957307368223949	0.7036874451273046	1.0	1.0	
mt	Maltese	Malti	Latn	MT	1		 <	basic	ICU	0.9617151607963247	0.4416465268574101	0.47760632292058713	1.0	1.0	
nqo	N’Ko	‫ߒߞߏ‬	Nkoo	GN	1		 <	basic	ICU	0.9979591836734694	0.18463780183180684	0.3921182266009852	1.0	1.0	
sah	Yakut	саха тыла	Cyrl	RU	1		 <	basic	ICU	0.939453125	0.16375545851528384	0.30122850122850126	1.0	1.0	
eo	Esperanto	Esperanto	Latn	001	1		 <	basic	ICU	0.19076065312624452	0.088996138996139	0.20671955202986467	1.0	1.0	
oc	Occitan	occitan	Latn	FR	2		 <	basic	ICU	0.07066741446999439	0.058564231738035266	0.15540883697308278	1.0	1.0	
vmw	Makhuwa	emakhuwa	Latn	MZ	1		 <	basic	ICU	1.0	0.02545579635362917	0.09306683322923173	1.0	1.0	
nds	Low German	Neddersass’sch	Latn	DE	2		 <	basic	ICU	0.06602254428341385	0.02652159129547773	0.09273947528981086	1.0	1.0	
lmo	Lombard	Lombard	Latn	IT	1		 <	basic	ICU	0.9012345679012346	0.025423728813559324	0.0924317617866005	1.0	1.0	
csw	Swampy Cree	ᓀᐦᐃᓇᐍᐏᐣ	Cans	CA	1		 <	basic	ICU	1.0	0.030303030303030304	0.08957415565345081	1.0	1.0	
za	Zhuang	Vahcuengh	Latn	CN	1		 <	basic	ICU	0.1462925851703407	0.024960647627614123	0.08837485172004746	1.0	1.0	
prg	Prussian	prūsiskan	Latn	PL	1		 <	basic	ICU	0.14528301886792452	0.022074416811258917	0.07818930041152264	1.0	1.0	
szl	Silesian	ślōnski	Latn	PL	1		 <	basic	ICU	0.029314767314034446	0.024309847548413678	0.07543520309477757	1.0	1.0	
lij	Ligurian	ligure	Latn	IT	1		 <	basic	ICU	0.011763233637842574	0.02359167563688554	0.07454786060873402	1.0	1.0	
kxv_Deva	Kuvi (Devanagari)	कुवि (देवनागरी)	Deva	IN	1		 <	basic	ICU	1.0	0.023985999588223183	0.07421503330161751	1.0	1.0	
kxv_Orya	Kuvi (Odia)	କୁୱି (ଅଡ଼ିଆ)	Orya	IN	1		 <	basic	ICU	1.0	0.023985999588223183	0.07421503330161751	1.0	1.0	
kxv_Telu	Kuvi (Telugu)	కువి (తెలుగు)	Telu	IN	1		 <	basic	ICU	1.0	0.023985999588223183	0.07421503330161751	1.0	1.0	
ie	Interlingue	Interlingue	Latn	EE	1		 <	basic	ICU	0.023612388837779823	0.022889986891196933	0.07285089849441477	1.0	1.0	
ccp	Chakma	𑄌𑄋𑄴𑄟𑄳𑄦	Cakm	BD	2		 ≡		ICU	0.883846696449565	0.5439469320066335	0.8885666942833471	0.9746835443037974	1.0	
ee	Ewe	Eʋegbe	Latn	GH	2		 ≡		ICU	0.9507667473769169	0.4183566600019042	0.9163669064748201	0.9736842105263158	1.0	
ksh	Colognian	Kölsch	Latn	DE	1		 ≡		ICU	0.9645790554414785	0.27855075170417404	0.5406464250734574	0.948051948051948	1.0	
dz	Dzongkha	རྫོང་ཁ	Tibt	BT	1		 ≡		ICU	0.8921852387843705	0.24265087773969046	0.5393643031784842	0.948051948051948	1.0	
se	Northern Sami	davvisámegiella	Latn	NO	3		 ≡		ICU	0.830367734282325	0.20453263118299794	0.39460285132382894	0.9240506329113924	1.0	
os	Ossetic	ирон	Cyrl	GE	2		 ≡		ICU	0.944558521560575	0.0873917228103946	0.20382165605095542	0.922077922077922	1.0	
ckb	Central Kurdish	‫کوردیی ناوەندی‬	Arab	IQ	2		 ≡		ICU	0.8530973451327434	0.15737735324121302	0.308242220353238	0.8481012658227848	1.0	
gsw	Swiss German	Schwiizertüütsch	Latn	CH	3		 ≡		ICU	0.8103802672147996	0.2841127158872841	0.6477987421383647	0.8441558441558441	1.0	
pis	Pijin	Pijin	Latn	SB	1		 ≡			1.0	0.021327829377364983	0.07807620237351655	0.8441558441558441	1.0	
fur	Friulian	furlan	Latn	IT	1		 ≡		ICU	0.9726720647773279	0.1865149775597537	0.4593993325917686	0.84	1.0	
smn	Inari Sami	anarâškielâ	Latn	FI	1		 ≡		ICU	0.9619238476953907	0.1632534775888717	0.37628865979381443	0.8266666666666667	1.0	
tpi	Tok Pisin	Tok Pisin	Latn	PG	1		 ≡			0.7394957983193278	0.02706422018348624	0.0924422236102436	0.8051948051948052	1.0	
ce	Chechen	нохчийн	Cyrl	RU	1		 ≡		ICU	0.9987878787878788	0.41021701555598233	0.823045267489712	0.8	1.0	
rw	Kinyarwanda	Kinyarwanda	Latn	RW	1		 ≡		ICU	0.9955872369314325	0.3801397319894628	0.24049844236760123	0.8	1.0	
mgo	Metaʼ	metaʼ	Latn	CM	1		 ≡		ICU	0.8831615120274914	0.056801509117585414	0.16056338028169015	0.7792207792207793	1.0	
en_Dsrt	English (Deseret)	𐐀𐑍𐑊𐐮𐑇 (𐐔𐐯𐑆𐐲𐑉𐐯𐐻)	Dsrt	US	1		 ≡			0.99830220713073	0.10907629087010899	0.2395005675368899	0.7759562841530054	1.0	
sn	Shona	chiShona	Latn	ZW	1		 ≡		ICU	0.9284712482468443	0.1416631842875052	0.3905458638154192	0.7733333333333333	1.0	
mg	Malagasy	Malagasy	Latn	MG	1		 ≡		ICU	0.9275568181818182	0.13966597077244258	0.38461538461538464	0.7733333333333333	1.0	
zgh	Standard Moroccan Tamazight	ⵜⴰⵎⴰⵣⵉⵖⵜ	Tfng	MA	1		 ≡		ICU	0.9759398496240601	0.13594422800902195	0.3216152019002375	0.7733333333333333	1.0	
ii	Sichuan Yi	ꆈꌠꉙ	Yiii	CN	1		 ≡		ICU	0.96	0.06990850210753573	0.17515468824369348	0.7733333333333333	1.0	
om	Oromo	Oromoo	Latn	ET	2		 ≡		ICU	0.8915401301518439	0.08386433710174718	0.21797631862217437	0.7692307692307693	1.0	
lrc	Northern Luri	‫لۊری شومالی‬	Arab	IR	2		 ≡		ICU	1.0	0.08305647840531562	0.17046490428441202	0.7692307692307693	1.0	ⓑ own_regions
jgo	Ngomba	Ndaꞌa	Latn	CM	1		 ≡		ICU	0.9065934065934066	0.07142108023072889	0.19808126410835214	0.7662337662337663	1.0	
yi	Yiddish	‫ייִדיש‬	Hebr	UA	1		 ≡		ICU	0.8424908424908425	0.12578676330345223	0.27980427046263345	0.7532467532467533	1.0	
haw	Hawaiian	ʻŌlelo Hawaiʻi	Latn	US	1		 ≡		ICU	0.8521939953810623	0.07967377666248432	0.22228506787330315	0.7466666666666667	1.0	
wae	Walser	Walser	Latn	CH	1		 ≡		ICU	0.9735729386892178	0.17735220649458786	0.4335548172757475	0.7066666666666667	1.0	
ln	Lingala	lingála	Latn	CD	4		 ≡		ICU	0.5903030303030303	0.10493827160493827	0.2910321489001692	0.7051282051282052	1.0	
az_Cyrl	Azerbaijani (Cyrillic)	азәрбајҹан (Кирил)	Cyrl	AZ	1		 ≡		ICU	0.9693181818181819	0.14004822852902987	0.27524088814411396	0.7037037037037037	1.0	
nso	Northern Sotho	Sesotho sa Leboa	Latn	ZA	1		 ≡			0.9982338396326387	0.33368321612259894	0.19977362761743067	0.6933333333333334	1.0	
tn	Tswana	Setswana	Latn	ZA	2		 ≡			0.9718116191130973	0.33385810243492864	0.2002262443438914	0.6842105263157895	1.0	
ewo	Ewondo	ewondo	Latn	CM	1		 ≡		ICU	0.9734693877551021	0.11196248856358645	0.31141439205955335	0.68	1.0	
mua	Mundang	MUNDAŊ	Latn	CM	1		 ≡		ICU	0.9463220675944334	0.1115296803652968	0.3104089219330855	0.68	1.0	
