#Dir	Code	English Name	Native Name	Script	CLDR Target	Sublocales	Fields	UC	Missing	Modern	Miss +UC	Moderate	Miss +UC	Basic	Miss +UC	Core	Miss +UC	Core-Missing
common	ta	Tamil	தமிழ்	Taml	modern	4	7135	1	0	7135	1	3323	0	477	0	9	0	
common	te	Telugu	తెలుగు	Telu	modern	1	7035	0	0	7035	0	3221	0	389	0	9	0	
common	th	Thai	ไทย	Thai	modern	1	6451	0	0	6451	0	2738	0	392	0	9	0	
common	tk	Turkmen	türkmen dili	Latn	modern	1	6977	6	0	6977	6	3185	4	393	0	9	0	
common	tr	Turkish	Türkçe	Latn	modern	2	7145	0	0	7145	0	3317	0	469	0	9	0	
common	uk	Ukrainian	українська	Cyrl	modern	1	8209	88	0	8209	88	4145	86	416	0	9	0	
common	ur	Urdu	اردو	Arab	modern	2	7139	0	2	7139	2	3301	1	473	1	8	1	orientation
common	uz	Uzbek	o‘zbek	Latn	modern	1	7124	1	0	7124	1	3301	1	475	0	9	0	
common	vi	Vietnamese	Tiếng Việt	Latn	modern	1	6553	0	0	6553	0	2714	0	383	0	9	0	
common	yo	Yoruba	Èdè Yorùbá	Latn	moderate	2	2756	12	3579	2756	3591	2649	31	379	0	8	0	ordinals*
common	yue	Cantonese	粵語	Hant	modern	1	6416	0	1	6416	1	2728	1	379	1	8	1	collation
common	zh	Chinese	中文	Hans	modern	4	6681	2	0	6681	2	2831	0	488	0	9	0	
common	zh_Hant	Traditional Chinese	繁體中文	Hant	modern	0	6684	0	0	6684	0	2833	0	488	0	9	0	
common	zu	Zulu	isiZulu	Latn	modern	1	7006	0	21	7006	21	3216	0	385	0	9	0	
