#Version	Dtd Type	Intermediate Path	Element	Attributes
1.2	ldml	​/dates​/calendars​/calendar/	eras	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar/	dateFormats	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar/	timeFormats	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar/	dateTimeFormats	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar/	+fields	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar​/dateFormats/	dateFormatLength	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar​/dateFormats​/dateFormatLength/	dateFormat	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar​/dateTimeFormats/	dateTimeFormatLength	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar​/dateTimeFormats​/dateTimeFormatLength/	dateTimeFormat	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar​/days/	dayContext	<div>type ➠⟨format, stand-alone⟩</div><div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar​/days​/dayContext/	dayWidth	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar​/eras/	eraNames	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar​/eras/	eraAbbr	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar​/fields/	+field	<div>+type §d ⟨era, year, month, week, day, weekday, dayperiod, hour, minute, second, zone⟩</div><div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar​/fields​/field/	+displayName	<div>⊕</div>
1.2	ldml	​/dates​/calendars​/calendar​/fields​/field/	+relative	<div>+type §d </div>
1.2	ldml	​/dates​/calendars​/calendar​/months/	monthContext	<div>type ➠⟨format, stand-alone⟩</div><div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar​/months​/monthContext/	monthWidth	<div>type ➠⟨abbreviated, narrow, wide⟩</div><div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar​/timeFormats/	timeFormatLength	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar​/timeFormats​/timeFormatLength/	timeFormat	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar​/week/	weekendStart	<div>day ➠⟨sun, mon, tue, wed, thu, fri, sat⟩</div>
1.2	ldml	​/dates​/calendars​/calendar​/week/	weekendEnd	<div>day ➠⟨sun, mon, tue, wed, thu, fri, sat⟩</div>
1.2	ldml	​/dates​/timeZoneNames/	+hourFormat	 
1.2	ldml	​/dates​/timeZoneNames/	+hoursFormat	 
1.2	ldml	​/dates​/timeZoneNames/	+gmtFormat	 
1.2	ldml	​/dates​/timeZoneNames/	+regionFormat	 
1.2	ldml	​/dates​/timeZoneNames/	+fallbackFormat	 
1.2	ldml	​/dates​/timeZoneNames/	+abbreviationFallback	<div>+type §d ⟨GMT, standard⟩</div>
1.2	ldml	​/dates​/timeZoneNames/	+preferenceOrdering	<div>+type §d </div>
1.2	ldml	​/dates​/timeZoneNames/	zone	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/timeZoneNames​/zone/	long	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/timeZoneNames​/zone/	short	<div>+validSubLocales §d </div>
1.2	ldml	​/localeDisplayNames/	languages	<div>+validSubLocales §d </div>
1.2	ldml	​/localeDisplayNames/	scripts	<div>+validSubLocales §d </div>
1.2	ldml	​/localeDisplayNames/	territories	<div>+validSubLocales §d </div>
1.2	ldml	​/localeDisplayNames/	variants	<div>+validSubLocales §d </div>
1.2	ldml	​/localeDisplayNames/	keys	<div>+validSubLocales §d </div>
1.2	ldml	​/localeDisplayNames/	types	<div>+validSubLocales §d </div>
1.2	ldml	​/measurement/	measurementSystem	<div>+validSubLocales §d </div>
1.2	ldml	​/measurement/	paperSize	<div>+validSubLocales §d </div>
1.2	ldml	​/numbers/	symbols	<div>+validSubLocales §d </div>
1.2	ldml	​/numbers/	decimalFormats	<div>+validSubLocales §d </div>
1.2	ldml	​/numbers/	scientificFormats	<div>+validSubLocales §d </div>
1.2	ldml	​/numbers/	percentFormats	<div>+validSubLocales §d </div>
1.2	ldml	​/numbers/	currencyFormats	<div>+validSubLocales §d </div>
1.2	ldml	​/numbers/	currencies	<div>+validSubLocales §d </div>
1.2	ldml	​/numbers​/currencies/	currency	<div>+validSubLocales §d </div>
1.2	ldml	​/numbers​/currencyFormats/	currencyFormatLength	<div>+validSubLocales §d </div>
1.2	ldml	​/numbers​/currencyFormats​/currencyFormatLength/	currencyFormat	<div>+validSubLocales §d </div>
1.2	ldml	​/numbers​/decimalFormats/	decimalFormatLength	<div>+validSubLocales §d </div>
1.2	ldml	​/numbers​/decimalFormats​/decimalFormatLength/	decimalFormat	<div>+validSubLocales §d </div>
1.2	ldml	​/numbers​/percentFormats/	percentFormatLength	<div>+validSubLocales §d </div>
1.2	ldml	​/numbers​/percentFormats​/percentFormatLength/	percentFormat	<div>+validSubLocales §d </div>
1.2	ldml	​/numbers​/scientificFormats/	scientificFormatLength	<div>+validSubLocales §d </div>
1.2	ldml	​/numbers​/scientificFormats​/scientificFormatLength/	scientificFormat	<div>+validSubLocales §d </div>
1.1	ldml		+ldml	<div>+version §d </div>
1.1	ldml	/	+localeDisplayNames	 
1.1	ldml	/	+layout	 
1.1	ldml	/	+characters	 
1.1	ldml	/	+delimiters	 
1.1	ldml	/	+measurement	 
1.1	ldml	/	+dates	 
1.1	ldml	/	+numbers	 
1.1	ldml	/	+collations	<div>+version §d </div>
1.1	ldml	/	+posix	 
1.1	ldml	​/characters/	+exemplarCharacters	 
1.1	ldml	​/characters/	+mapping	<div>+registry §d </div><div>+type §d </div>
1.1	ldml	​/characters​/exemplarCharacters/	+cp	<div>+hex §d </div>
1.1	ldml	​/collations/	+default	<div>⊕</div>
1.1	ldml	​/collations/	+collation	<div>+type §d </div>
1.1	ldml	​/collations​/collation/	+base	 
1.1	ldml	​/collations​/collation/	+settings	<div>+strength §d ⟨primary, secondary, tertiary, quaternary, identical⟩</div><div>+alternate §d ⟨non-ignorable, shifted⟩</div><div>+backwards §d ⟨on, off⟩</div><div>+normalization §d ⟨on, off⟩</div><div>+caseLevel §d ⟨on, off⟩</div><div>+caseFirst §d ⟨upper, lower, off⟩</div><div>+hiraganaQuarternary §d ⟨on, off⟩</div><div>+numeric §d ⟨on, off⟩</div>
1.1	ldml	​/collations​/collation/	+suppress_contractions	 
1.1	ldml	​/collations​/collation/	+optimize	 
1.1	ldml	​/collations​/collation/	+rules	 
1.1	ldml	​/collations​/collation​/optimize/	+cp	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules/	+reset	<div>+before §d </div>
1.1	ldml	​/collations​/collation​/rules/	+p	 
1.1	ldml	​/collations​/collation​/rules/	+pc	 
1.1	ldml	​/collations​/collation​/rules/	+s	 
1.1	ldml	​/collations​/collation​/rules/	+sc	 
1.1	ldml	​/collations​/collation​/rules/	+t	 
1.1	ldml	​/collations​/collation​/rules/	+tc	 
1.1	ldml	​/collations​/collation​/rules/	+q	 
1.1	ldml	​/collations​/collation​/rules/	+qc	 
1.1	ldml	​/collations​/collation​/rules/	+i	 
1.1	ldml	​/collations​/collation​/rules/	+ic	 
1.1	ldml	​/collations​/collation​/rules/	+x	 
1.1	ldml	​/collations​/collation​/rules​/i/	+cp	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/i/	+last_variable	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/ic/	+cp	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/ic/	+last_variable	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/p/	+cp	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/p/	+last_variable	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/pc/	+cp	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/pc/	+last_variable	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/q/	+cp	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/q/	+last_variable	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/qc/	+cp	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/qc/	+last_variable	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/reset/	+cp	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/reset/	+first_variable	 
1.1	ldml	​/collations​/collation​/rules​/reset/	+last_variable	 
1.1	ldml	​/collations​/collation​/rules​/reset/	+first_tertiary_ignorable	 
1.1	ldml	​/collations​/collation​/rules​/reset/	+last_tertiary_ignorable	 
1.1	ldml	​/collations​/collation​/rules​/reset/	+first_secondary_ignorable	 
1.1	ldml	​/collations​/collation​/rules​/reset/	+last_secondary_ignorable	 
1.1	ldml	​/collations​/collation​/rules​/reset/	+first_primary_ignorable	 
1.1	ldml	​/collations​/collation​/rules​/reset/	+last_primary_ignorable	 
1.1	ldml	​/collations​/collation​/rules​/reset/	+first_non_ignorable	 
1.1	ldml	​/collations​/collation​/rules​/reset/	+last_non_ignorable	 
1.1	ldml	​/collations​/collation​/rules​/reset/	+first_trailing	 
1.1	ldml	​/collations​/collation​/rules​/reset/	+last_trailing	 
1.1	ldml	​/collations​/collation​/rules​/s/	+cp	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/s/	+last_variable	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/sc/	+cp	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/sc/	+last_variable	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/t/	+cp	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/t/	+last_variable	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/tc/	+cp	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/tc/	+last_variable	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/x/	+context	 
1.1	ldml	​/collations​/collation​/rules​/x/	+p	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/x/	+pc	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/x/	+s	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/x/	+sc	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/x/	+t	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/x/	+tc	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/x/	+q	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/x/	+qc	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/x/	+i	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/x/	+ic	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/x/	+extend	 
1.1	ldml	​/collations​/collation​/rules​/x​/context/	+cp	<div>⊕</div>
1.1	ldml	​/collations​/collation​/rules​/x​/extend/	+cp	<div>⊕</div>
1.1	ldml	​/collations​/collation​/suppress_contractions/	+cp	<div>⊕</div>
1.1	ldml	​/dates/	+localizedPatternChars	 
1.1	ldml	​/dates/	+calendars	 
1.1	ldml	​/dates/	+timeZoneNames	 
1.1	ldml	​/dates​/calendars/	+default	<div>+type §d </div>
1.1	ldml	​/dates​/calendars/	+calendar	<div>+type §d </div>
1.1	ldml	​/dates​/calendars​/calendar/	+months	 
1.1	ldml	​/dates​/calendars​/calendar/	+monthNames	<div>+type §d </div>
1.1	ldml	​/dates​/calendars​/calendar/	+monthAbbr	 
1.1	ldml	​/dates​/calendars​/calendar/	+days	 
1.1	ldml	​/dates​/calendars​/calendar/	+dayNames	 
1.1	ldml	​/dates​/calendars​/calendar/	+dayAbbr	 
1.1	ldml	​/dates​/calendars​/calendar/	+week	 
1.1	ldml	​/dates​/calendars​/calendar/	+am	 
1.1	ldml	​/dates​/calendars​/calendar/	+pm	 
1.1	ldml	​/dates​/calendars​/calendar/	+eras	 
1.1	ldml	​/dates​/calendars​/calendar/	+dateFormats	 
1.1	ldml	​/dates​/calendars​/calendar/	+timeFormats	 
1.1	ldml	​/dates​/calendars​/calendar/	+dateTimeFormats	 
1.1	ldml	​/dates​/calendars​/calendar​/dateFormats/	+default	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/dateFormats/	+dateFormatLength	<div>+type §d ⟨full, long, medium, short⟩</div>
1.1	ldml	​/dates​/calendars​/calendar​/dateFormats​/dateFormatLength/	+default	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/dateFormats​/dateFormatLength/	+dateFormat	<div>+type §d </div>
1.1	ldml	​/dates​/calendars​/calendar​/dateFormats​/dateFormatLength​/dateFormat/	+pattern	<div>+type §d </div>
1.1	ldml	​/dates​/calendars​/calendar​/dateFormats​/dateFormatLength​/dateFormat/	+displayName	 
1.1	ldml	​/dates​/calendars​/calendar​/dateTimeFormats/	+default	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/dateTimeFormats/	+dateTimeFormatLength	<div>+type §d ⟨full, long, medium, short⟩</div>
1.1	ldml	​/dates​/calendars​/calendar​/dateTimeFormats​/dateTimeFormatLength/	+default	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/dateTimeFormats​/dateTimeFormatLength/	+dateTimeFormat	<div>+type §d </div>
1.1	ldml	​/dates​/calendars​/calendar​/dateTimeFormats​/dateTimeFormatLength​/dateTimeFormat/	+pattern	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/dateTimeFormats​/dateTimeFormatLength​/dateTimeFormat/	+displayName	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/dayAbbr/	+day	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/dayNames/	+day	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/days/	+default	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/days/	+dayContext	<div>+type §d </div>
1.1	ldml	​/dates​/calendars​/calendar​/days​/dayContext/	+default	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/days​/dayContext/	+dayWidth	<div>+type §d </div>
1.1	ldml	​/dates​/calendars​/calendar​/days​/dayContext​/dayWidth/	+day	<div>+type §d ⟨sun, mon, tue, wed, thu, fri, sat⟩</div>
1.1	ldml	​/dates​/calendars​/calendar​/eras/	+eraNames	 
1.1	ldml	​/dates​/calendars​/calendar​/eras/	+eraAbbr	 
1.1	ldml	​/dates​/calendars​/calendar​/eras​/eraAbbr/	+era	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/eras​/eraNames/	+era	<div>+type §d </div>
1.1	ldml	​/dates​/calendars​/calendar​/monthAbbr/	+month	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/monthNames/	+month	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/months/	+default	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/months/	+monthContext	<div>+type §d </div>
1.1	ldml	​/dates​/calendars​/calendar​/months​/monthContext/	+default	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/months​/monthContext/	+monthWidth	<div>+type §d </div>
1.1	ldml	​/dates​/calendars​/calendar​/months​/monthContext​/monthWidth/	+month	<div>+type §d ⟨1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13⟩</div>
1.1	ldml	​/dates​/calendars​/calendar​/months​/monthContext​/monthWidth​/month/	+cp	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/timeFormats/	+default	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/timeFormats/	+timeFormatLength	<div>+type §d ⟨full, long, medium, short⟩</div>
1.1	ldml	​/dates​/calendars​/calendar​/timeFormats​/timeFormatLength/	+default	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/timeFormats​/timeFormatLength/	+timeFormat	<div>+type §d </div>
1.1	ldml	​/dates​/calendars​/calendar​/timeFormats​/timeFormatLength​/timeFormat/	+pattern	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/timeFormats​/timeFormatLength​/timeFormat/	+displayName	<div>⊕</div>
1.1	ldml	​/dates​/calendars​/calendar​/week/	+minDays	<div>+count §d ⟨1, 2, 3, 4, 5, 6, 7⟩</div>
1.1	ldml	​/dates​/calendars​/calendar​/week/	+firstDay	<div>+day §d </div>
1.1	ldml	​/dates​/calendars​/calendar​/week/	+weekendStart	<div>+day §d </div><div>+time §d </div>
1.1	ldml	​/dates​/calendars​/calendar​/week/	+weekendEnd	<div>+day §d </div><div>+time §d </div>
1.1	ldml	​/dates​/localizedPatternChars/	+cp	<div>⊕</div>
1.1	ldml	​/dates​/timeZoneNames/	+default	<div>⊕</div>
1.1	ldml	​/dates​/timeZoneNames/	+zone	<div>+type §d </div>
1.1	ldml	​/dates​/timeZoneNames​/zone/	+long	 
1.1	ldml	​/dates​/timeZoneNames​/zone/	+short	 
1.1	ldml	​/dates​/timeZoneNames​/zone/	+exemplarCity	 
1.1	ldml	​/dates​/timeZoneNames​/zone​/long/	+generic	 
1.1	ldml	​/dates​/timeZoneNames​/zone​/long/	+standard	 
1.1	ldml	​/dates​/timeZoneNames​/zone​/long/	+daylight	 
1.1	ldml	​/dates​/timeZoneNames​/zone​/short/	+generic	<div>⊕</div>
1.1	ldml	​/dates​/timeZoneNames​/zone​/short/	+standard	<div>⊕</div>
1.1	ldml	​/dates​/timeZoneNames​/zone​/short/	+daylight	<div>⊕</div>
1.1	ldml	​/delimiters/	+quotationStart	 
1.1	ldml	​/delimiters/	+quotationEnd	 
1.1	ldml	​/delimiters/	+alternateQuotationStart	 
1.1	ldml	​/delimiters/	+alternateQuotationEnd	 
1.1	ldml	​/delimiters​/alternateQuotationEnd/	+cp	<div>⊕</div>
1.1	ldml	​/delimiters​/alternateQuotationStart/	+cp	<div>⊕</div>
1.1	ldml	​/delimiters​/quotationEnd/	+cp	<div>⊕</div>
1.1	ldml	​/delimiters​/quotationStart/	+cp	<div>⊕</div>
1.1	ldml	​/layout/	+orientation	<div>+characters §d ⟨left-to-right, right-to-left, top-to-bottom, bottom-to-top⟩</div><div>+lines §d ⟨left-to-right, right-to-left, top-to-bottom, bottom-to-top⟩</div>
1.1	ldml	​/localeDisplayNames/	+languages	 
1.1	ldml	​/localeDisplayNames/	+scripts	 
1.1	ldml	​/localeDisplayNames/	+territories	 
1.1	ldml	​/localeDisplayNames/	+variants	 
1.1	ldml	​/localeDisplayNames/	+keys	 
1.1	ldml	​/localeDisplayNames/	+types	 
1.1	ldml	​/localeDisplayNames​/keys/	+key	<div>+type §d </div>
1.1	ldml	​/localeDisplayNames​/languages/	+language	<div>+type §d </div>
1.1	ldml	​/localeDisplayNames​/scripts/	+script	<div>+type §d </div>
1.1	ldml	​/localeDisplayNames​/territories/	+territory	<div>+type §d </div>
1.1	ldml	​/localeDisplayNames​/types/	+type	<div>+type §d </div><div>+key §d </div>
1.1	ldml	​/localeDisplayNames​/variants/	+variant	<div>+type §d </div>
1.1	ldml	​/measurement/	+measurementSystem	<div>+type §d ⟨metric, US, UK⟩</div>
1.1	ldml	​/measurement/	+paperSize	 
1.1	ldml	​/measurement​/paperSize/	+height	 
1.1	ldml	​/measurement​/paperSize/	+width	 
1.1	ldml	​/numbers/	+symbols	 
1.1	ldml	​/numbers/	+decimalFormats	 
1.1	ldml	​/numbers/	+scientificFormats	 
1.1	ldml	​/numbers/	+percentFormats	 
1.1	ldml	​/numbers/	+currencyFormats	 
1.1	ldml	​/numbers/	+currencies	 
1.1	ldml	​/numbers​/currencies/	+default	<div>⊕</div>
1.1	ldml	​/numbers​/currencies/	+currency	<div>+id §d </div><div>+type §d </div>
1.1	ldml	​/numbers​/currencies​/currency/	+displayName	<div>⊕</div>
1.1	ldml	​/numbers​/currencies​/currency/	+symbol	 
1.1	ldml	​/numbers​/currencies​/currency/	+pattern	<div>⊕</div>
1.1	ldml	​/numbers​/currencies​/currency/	+decimal	<div>⊕</div>
1.1	ldml	​/numbers​/currencies​/currency/	+group	<div>⊕</div>
1.1	ldml	​/numbers​/currencyFormats/	+default	<div>⊕</div>
1.1	ldml	​/numbers​/currencyFormats/	+currencyFormatLength	<div>+type §d ⟨full, long, medium, short⟩</div>
1.1	ldml	​/numbers​/currencyFormats​/currencyFormatLength/	+default	<div>⊕</div>
1.1	ldml	​/numbers​/currencyFormats​/currencyFormatLength/	+currencyFormat	<div>+type §d </div>
1.1	ldml	​/numbers​/currencyFormats​/currencyFormatLength​/currencyFormat/	+pattern	<div>⊕</div>
1.1	ldml	​/numbers​/decimalFormats/	+default	<div>⊕</div>
1.1	ldml	​/numbers​/decimalFormats/	+decimalFormatLength	<div>+type §d ⟨full, long, medium, short⟩</div>
1.1	ldml	​/numbers​/decimalFormats​/decimalFormatLength/	+default	<div>⊕</div>
1.1	ldml	​/numbers​/decimalFormats​/decimalFormatLength/	+decimalFormat	<div>+type §d </div>
1.1	ldml	​/numbers​/decimalFormats​/decimalFormatLength​/decimalFormat/	+pattern	<div>⊕</div>
1.1	ldml	​/numbers​/percentFormats/	+default	<div>⊕</div>
1.1	ldml	​/numbers​/percentFormats/	+percentFormatLength	<div>+type §d ⟨full, long, medium, short⟩</div>
1.1	ldml	​/numbers​/percentFormats​/percentFormatLength/	+default	<div>⊕</div>
1.1	ldml	​/numbers​/percentFormats​/percentFormatLength/	+percentFormat	<div>+type §d </div>
1.1	ldml	​/numbers​/percentFormats​/percentFormatLength​/percentFormat/	+pattern	<div>⊕</div>
1.1	ldml	​/numbers​/scientificFormats/	+default	<div>⊕</div>
1.1	ldml	​/numbers​/scientificFormats/	+scientificFormatLength	<div>+type §d ⟨full, long, medium, short⟩</div>
1.1	ldml	​/numbers​/scientificFormats​/scientificFormatLength/	+default	<div>⊕</div>
1.1	ldml	​/numbers​/scientificFormats​/scientificFormatLength/	+scientificFormat	<div>+type §d </div>
1.1	ldml	​/numbers​/scientificFormats​/scientificFormatLength​/scientificFormat/	+pattern	<div>⊕</div>
1.1	ldml	​/numbers​/symbols/	+decimal	 
1.1	ldml	​/numbers​/symbols/	+group	 
1.1	ldml	​/numbers​/symbols/	+list	 
1.1	ldml	​/numbers​/symbols/	+percentSign	 
1.1	ldml	​/numbers​/symbols/	+nativeZeroDigit	 
1.1	ldml	​/numbers​/symbols/	+patternDigit	 
1.1	ldml	​/numbers​/symbols/	+plusSign	 
1.1	ldml	​/numbers​/symbols/	+minusSign	 
1.1	ldml	​/numbers​/symbols/	+exponential	 
1.1	ldml	​/numbers​/symbols/	+perMille	 
1.1	ldml	​/numbers​/symbols/	+infinity	 
1.1	ldml	​/numbers​/symbols/	+nan	 
1.1	ldml	​/posix/	+messages	 
1.1	ldml	​/posix​/messages/	+yesstr	 
1.1	ldml	​/posix​/messages/	+nostr	 
1.1	ldml	​/posix​/messages/	+yesexpr	 
1.1	ldml	​/posix​/messages/	+noexpr	 
1.1	supplementalData		+supplementalData	<div>+version §d </div>
1.1	supplementalData	/	+currencyData	 
1.1	supplementalData	​/currencyData/	+fractions	 
1.1	supplementalData	​/currencyData/	+region	<div>+iso3166 §d </div>
1.1	supplementalData	​/currencyData​/fractions/	+info	<div>+iso4217 §d </div><div>+digits §d </div><div>+rounding §d </div>
1.1	supplementalData	​/currencyData​/region/	+currency	<div>+before §d </div><div>+iso4217 §d </div>
1.1	supplementalData	​/currencyData​/region​/currency/	+alternate	<div>+iso4217 §d </div>
