#LCode	English Name	Script	Locale Level	Path Level	STStatus	Bailey	Section	Page	Header	Code	ST Link
tg	Tajik	Cyrillic	moderate	moderate	n/a	00 ҳзр'.' ¤	Numbers	Compact Decimal Formatting	Short Currency 	5-digits-short-one	https://st.unicode.org/v#/tg//4846a01a46664e5f
tg	Tajik	Cyrillic	moderate	moderate	n/a	000 ҳзр'.' ¤	Numbers	Compact Decimal Formatting	Short Currency 	6-digits-short-one	https://st.unicode.org/v#/tg//8c603ab4b7debd9
tg	Tajik	Cyrillic	moderate	moderate	n/a	0 млн'.' ¤	Numbers	Compact Decimal Formatting	Short Currency 	7-digits-short-one	https://st.unicode.org/v#/tg//6ececfcb96e2cda8
tg	Tajik	Cyrillic	moderate	moderate	n/a	00 млн'.' ¤	Numbers	Compact Decimal Formatting	Short Currency 	8-digits-short-one	https://st.unicode.org/v#/tg//581fdd56485770ef
tg	Tajik	Cyrillic	moderate	moderate	n/a	000 млн'.' ¤	Numbers	Compact Decimal Formatting	Short Currency 	9-digits-short-one	https://st.unicode.org/v#/tg//76dcd8fde3f4fc49
tg	Tajik	Cyrillic	moderate	moderate	n/a	0 млрд'.' ¤	Numbers	Compact Decimal Formatting	Short Currency 	10-digits-short-one	https://st.unicode.org/v#/tg//25c68f50dbcb3dcf
tg	Tajik	Cyrillic	moderate	moderate	n/a	00 млрд'.' ¤	Numbers	Compact Decimal Formatting	Short Currency 	11-digits-short-one	https://st.unicode.org/v#/tg//24df51af8d7b431d
tg	Tajik	Cyrillic	moderate	moderate	n/a	000 млрд'.' ¤	Numbers	Compact Decimal Formatting	Short Currency 	12-digits-short-one	https://st.unicode.org/v#/tg//57be61ba25da1b2c
tg	Tajik	Cyrillic	moderate	moderate	n/a	0 трлн'.' ¤	Numbers	Compact Decimal Formatting	Short Currency 	13-digits-short-one	https://st.unicode.org/v#/tg//47e87b093d9817b5
tg	Tajik	Cyrillic	moderate	moderate	n/a	00 трлн'.' ¤	Numbers	Compact Decimal Formatting	Short Currency 	14-digits-short-one	https://st.unicode.org/v#/tg//2f54b308c8cbe23a
tg	Tajik	Cyrillic	moderate	moderate	n/a	000 трлн'.' ¤	Numbers	Compact Decimal Formatting	Short Currency 	15-digits-short-one	https://st.unicode.org/v#/tg//720166794eb8b123
tg	Tajik	Cyrillic	moderate	moderate	n/a	{0} {1}	Numbers	Number Formatting Patterns	Currency Unit Patterns 	currencies-one	https://st.unicode.org/v#/tg//49cf846af4916d32
tg	Tajik	Cyrillic	moderate	moderate	n/a	дирҳами АМА	Currencies	Western Asia (C)	Western Asia: United Arab Emirates	AED-name-one	https://st.unicode.org/v#/tg//685b834a47d080d
tg	Tajik	Cyrillic	moderate	moderate	n/a	афғонии Афғонистон	Currencies	Southern Asia (C)	Southern Asia: Afghanistan	AFN-name-one	https://st.unicode.org/v#/tg//4fc9189675fa7e9a
tg	Tajik	Cyrillic	moderate	moderate	n/a	леки албанӣ	Currencies	Southern/Eastern Europe	Southern Europe: Albania	ALL-name-one	https://st.unicode.org/v#/tg//32adb935a43a4705
tg	Tajik	Cyrillic	moderate	moderate	n/a	драми Арманистон	Currencies	Western Asia (C)	Western Asia: Armenia	AMD-name-one	https://st.unicode.org/v#/tg//7f17e5372d756067
tg	Tajik	Cyrillic	moderate	moderate	n/a	гулдени Антилии Нидерланд	Currencies	North America (C)	Caribbean: Netherlands Antilles: ANG (old)	ANG-name-one	https://st.unicode.org/v#/tg//1ea1030005e0b8a6
tg	Tajik	Cyrillic	moderate	moderate	n/a	кванзаи Ангола	Currencies	Middle Africa	Middle Africa: Angola	AOA-name-one	https://st.unicode.org/v#/tg//f64a9e4e6bc50b3
tg	Tajik	Cyrillic	moderate	moderate	n/a	песои Аргентина	Currencies	South America (C)	South America: Argentina	ARS-name-one	https://st.unicode.org/v#/tg//70a2549e75225e15
tg	Tajik	Cyrillic	moderate	moderate	n/a	доллари Австралия	Currencies	Oceania (C)	Australasia: Australia	AUD-name-one	https://st.unicode.org/v#/tg//59a8d091cb3b8fec
tg	Tajik	Cyrillic	moderate	moderate	n/a	флорини Арубан	Currencies	North America (C)	Caribbean: Aruba	AWG-name-one	https://st.unicode.org/v#/tg//19de0cc16f9aed71
tg	Tajik	Cyrillic	moderate	moderate	n/a	манати Озарбойҷон	Currencies	Western Asia (C)	Western Asia: Azerbaijan	AZN-name-one	https://st.unicode.org/v#/tg//2e1b4633be05ea9
tg	Tajik	Cyrillic	moderate	moderate	n/a	Маркаҳои конвертатсияшавандаи Босния-Герсеговина	Currencies	Southern/Eastern Europe	Southern Europe: Bosnia & Herzegovina	BAM-name-one	https://st.unicode.org/v#/tg//6656fc9ba67866b7
tg	Tajik	Cyrillic	moderate	moderate	n/a	доллари Барбад	Currencies	North America (C)	Caribbean: Barbados	BBD-name-one	https://st.unicode.org/v#/tg//17f4212ee7a814ca
tg	Tajik	Cyrillic	moderate	moderate	n/a	такаси Бангладеши	Currencies	Southern Asia (C)	Southern Asia: Bangladesh	BDT-name-one	https://st.unicode.org/v#/tg//f1c21eccc0576a
tg	Tajik	Cyrillic	moderate	moderate	n/a	леви Болгария	Currencies	Southern/Eastern Europe	Eastern Europe: Bulgaria: BGN (old)	BGN-name-one	https://st.unicode.org/v#/tg//5c150a364a0116b1
tg	Tajik	Cyrillic	moderate	moderate	n/a	динори Баҳрайн	Currencies	Western Asia (C)	Western Asia: Bahrain	BHD-name-one	https://st.unicode.org/v#/tg//1fd61848e7d8cccd
tg	Tajik	Cyrillic	moderate	moderate	n/a	франки Бурунди	Currencies	Eastern Africa	Eastern Africa: Burundi	BIF-name-one	https://st.unicode.org/v#/tg//5bfa7e812bd80bd7
tg	Tajik	Cyrillic	moderate	moderate	n/a	доллари Бермуд	Currencies	North America (C)	Northern America: Bermuda	BMD-name-one	https://st.unicode.org/v#/tg//16a337a837347a8f
tg	Tajik	Cyrillic	moderate	moderate	n/a	доллари Бруней	Currencies	Southeast Asia (C)	Southeast Asia: Brunei	BND-name-one	https://st.unicode.org/v#/tg//7bc51d6fb130df29
tg	Tajik	Cyrillic	moderate	moderate	n/a	боливянои Боливия	Currencies	South America (C)	South America: Bolivia	BOB-name-one	https://st.unicode.org/v#/tg//538c629769b0bfd1
tg	Tajik	Cyrillic	moderate	moderate	n/a	реали бразилиягӣ	Currencies	South America (C)	South America: Brazil	BRL-name-one	https://st.unicode.org/v#/tg//9cb733c228e7de2
tg	Tajik	Cyrillic	moderate	moderate	n/a	доллари Багама	Currencies	North America (C)	Caribbean: Bahamas	BSD-name-one	https://st.unicode.org/v#/tg//758f263a61188813
tg	Tajik	Cyrillic	moderate	moderate	n/a	нгултруми Бутан	Currencies	Southern Asia (C)	Southern Asia: Bhutan	BTN-name-one	https://st.unicode.org/v#/tg//32b3e6e968c5cb5c
tg	Tajik	Cyrillic	moderate	moderate	n/a	пулаи Ботсвана	Currencies	Southern Africa	Southern Africa: Botswana	BWP-name-one	https://st.unicode.org/v#/tg//37074d2c9e52d256
tg	Tajik	Cyrillic	moderate	moderate	n/a	рубли Беларус	Currencies	Southern/Eastern Europe	Eastern Europe: Belarus	BYN-name-one	https://st.unicode.org/v#/tg//74779865b65c4c05
tg	Tajik	Cyrillic	moderate	moderate	n/a	доллари Белиз	Currencies	North America (C)	Central America: Belize	BZD-name-one	https://st.unicode.org/v#/tg//ed0f537bd64f807
tg	Tajik	Cyrillic	moderate	moderate	n/a	доллари Канада	Currencies	North America (C)	Northern America: Canada	CAD-name-one	https://st.unicode.org/v#/tg//28f9d954c0818b1f
tg	Tajik	Cyrillic	moderate	moderate	n/a	франки Конго	Currencies	Middle Africa	Middle Africa: Congo - Kinshasa	CDF-name-one	https://st.unicode.org/v#/tg//6c795d1b6dba5871
tg	Tajik	Cyrillic	moderate	moderate	n/a	франки Швейтсария	Currencies	Northern/Western Europe	Western Europe: Switzerland	CHF-name-one	https://st.unicode.org/v#/tg//27563721bb1a8b66
tg	Tajik	Cyrillic	moderate	moderate	n/a	песои Чили	Currencies	South America (C)	South America: Chile	CLP-name-one	https://st.unicode.org/v#/tg//1b84138a9ba93beb
tg	Tajik	Cyrillic	moderate	moderate	n/a	юани Хитой (офшорӣ)	Currencies	Eastern Asia (C)	Eastern Asia: China: CNH (offshore)	CNH-name-one	https://st.unicode.org/v#/tg//33614e4fbb0dde2f
tg	Tajik	Cyrillic	moderate	moderate	n/a	иенаи хитоӣ	Currencies	Eastern Asia (C)	Eastern Asia: China	CNY-name-one	https://st.unicode.org/v#/tg//78bbb62447fe781
tg	Tajik	Cyrillic	moderate	moderate	n/a	песои Колумбия	Currencies	South America (C)	South America: Colombia	COP-name-one	https://st.unicode.org/v#/tg//58591d2ea8cea9c4
tg	Tajik	Cyrillic	moderate	moderate	n/a	Колони Коста-Рика	Currencies	North America (C)	Central America: Costa Rica	CRC-name-one	https://st.unicode.org/v#/tg//7b5127ee13ef5a1d
tg	Tajik	Cyrillic	moderate	moderate	n/a	песои конвертшавандаи Куба	Currencies	North America (C)	Caribbean: Cuba: CUC (old)	CUC-name-one	https://st.unicode.org/v#/tg//27e3d2dfb0183194
tg	Tajik	Cyrillic	moderate	moderate	n/a	песои Куба	Currencies	North America (C)	Caribbean: Cuba	CUP-name-one	https://st.unicode.org/v#/tg//29cf1e90466075e1
tg	Tajik	Cyrillic	moderate	moderate	n/a	эскудои Кабо Верде	Currencies	Western Africa	Western Africa: Cape Verde	CVE-name-one	https://st.unicode.org/v#/tg//4928a9585004cd84
tg	Tajik	Cyrillic	moderate	moderate	n/a	крони Чехия	Currencies	Southern/Eastern Europe	Eastern Europe: Czechia	CZK-name-one	https://st.unicode.org/v#/tg//57cc4ef0958f5229
tg	Tajik	Cyrillic	moderate	moderate	n/a	франки Ҷибутӣ	Currencies	Eastern Africa	Eastern Africa: Djibouti	DJF-name-one	https://st.unicode.org/v#/tg//f66e9ac3113b2d3
tg	Tajik	Cyrillic	moderate	moderate	n/a	крони Дания	Currencies	Northern/Western Europe	Northern Europe: Denmark	DKK-name-one	https://st.unicode.org/v#/tg//2b079cec617c2102
tg	Tajik	Cyrillic	moderate	moderate	n/a	песои Доминикан	Currencies	North America (C)	Caribbean: Dominican Republic	DOP-name-one	https://st.unicode.org/v#/tg//bd380664d067ddc
tg	Tajik	Cyrillic	moderate	moderate	n/a	динори Алҷазоир	Currencies	Northern Africa	Northern Africa: Algeria	DZD-name-one	https://st.unicode.org/v#/tg//3210e9e68a571d4
tg	Tajik	Cyrillic	moderate	moderate	n/a	фунти мисрӣ	Currencies	Northern Africa	Northern Africa: Egypt	EGP-name-one	https://st.unicode.org/v#/tg//63613a358aa88475
tg	Tajik	Cyrillic	moderate	moderate	n/a	накфаи Эритрея	Currencies	Eastern Africa	Eastern Africa: Eritrea	ERN-name-one	https://st.unicode.org/v#/tg//3f9423f30fadd056
tg	Tajik	Cyrillic	moderate	moderate	n/a	бирри Эфиопия	Currencies	Eastern Africa	Eastern Africa: Ethiopia	ETB-name-one	https://st.unicode.org/v#/tg//9dcde8f9d97a02d
tg	Tajik	Cyrillic	moderate	moderate	n/a	евро	Currencies	Unknown Region (C)	Unknown Region: EUR	EUR-name-one	https://st.unicode.org/v#/tg//587701992d6f6a8d
tg	Tajik	Cyrillic	moderate	moderate	n/a	доллари Фиҷи	Currencies	Oceania (C)	Melanesia: Fiji	FJD-name-one	https://st.unicode.org/v#/tg//1b03fc9c77fd2bd0
tg	Tajik	Cyrillic	moderate	moderate	n/a	фунти Ҷазираҳои Фолкленд	Currencies	South America (C)	South America: Falkland Islands	FKP-name-one	https://st.unicode.org/v#/tg//7167d44b1db45b26
tg	Tajik	Cyrillic	moderate	moderate	n/a	фунт стерлинги британӣ	Currencies	Northern/Western Europe	Northern Europe: United Kingdom	GBP-name-one	https://st.unicode.org/v#/tg//64ba6ca6424327e1
tg	Tajik	Cyrillic	moderate	moderate	n/a	лариси гурҷӣ	Currencies	Western Asia (C)	Western Asia: Georgia	GEL-name-one	https://st.unicode.org/v#/tg//6b9b6df9f340d137
tg	Tajik	Cyrillic	moderate	moderate	n/a	седи Гана	Currencies	Western Africa	Western Africa: Ghana	GHS-name-one	https://st.unicode.org/v#/tg//4d0d34f079d357c2
tg	Tajik	Cyrillic	moderate	moderate	n/a	фунти Гибралтар	Currencies	Southern/Eastern Europe	Southern Europe: Gibraltar	GIP-name-one	https://st.unicode.org/v#/tg//14c72a29ffc0f24b
tg	Tajik	Cyrillic	moderate	moderate	n/a	даласи Гамбия	Currencies	Western Africa	Western Africa: Gambia	GMD-name-one	https://st.unicode.org/v#/tg//13c34ae8d3e7be19
tg	Tajik	Cyrillic	moderate	moderate	n/a	франки Гвинея	Currencies	Western Africa	Western Africa: Guinea	GNF-name-one	https://st.unicode.org/v#/tg//864424c1fbd6fe8
tg	Tajik	Cyrillic	moderate	moderate	n/a	кветзали Гватемала	Currencies	North America (C)	Central America: Guatemala	GTQ-name-one	https://st.unicode.org/v#/tg//e60a264720135c1
tg	Tajik	Cyrillic	moderate	moderate	n/a	доллари Гайана	Currencies	South America (C)	South America: Guyana	GYD-name-one	https://st.unicode.org/v#/tg//4ddf21453acab30a
tg	Tajik	Cyrillic	moderate	moderate	n/a	доллари Гонконг	Currencies	Eastern Asia (C)	Eastern Asia: Hong Kong SAR China	HKD-name-one	https://st.unicode.org/v#/tg//52c878dbc6dd1a44
tg	Tajik	Cyrillic	moderate	moderate	n/a	лемпираи Гондурас	Currencies	North America (C)	Central America: Honduras	HNL-name-one	https://st.unicode.org/v#/tg//3ab0a594bf2c7c8d
tg	Tajik	Cyrillic	moderate	moderate	n/a	кунаи Хорватия	Currencies	Southern/Eastern Europe	Southern Europe: Croatia: HRK (old)	HRK-name-one	https://st.unicode.org/v#/tg//183aff91b593f28d
tg	Tajik	Cyrillic	moderate	moderate	n/a	гурди Ҳаити	Currencies	North America (C)	Caribbean: Haiti	HTG-name-one	https://st.unicode.org/v#/tg//3953b748806c63d4
tg	Tajik	Cyrillic	moderate	moderate	n/a	форинти Венгрия	Currencies	Southern/Eastern Europe	Eastern Europe: Hungary	HUF-name-one	https://st.unicode.org/v#/tg//5ec18022cd91bcce
tg	Tajik	Cyrillic	moderate	moderate	n/a	рупияи Индонезия	Currencies	Southeast Asia (C)	Southeast Asia: Indonesia	IDR-name-one	https://st.unicode.org/v#/tg//493a476cc2d3fd59
tg	Tajik	Cyrillic	moderate	moderate	n/a	шекелҳои нави Исроил	Currencies	Western Asia (C)	Western Asia: Israel	ILS-name-one	https://st.unicode.org/v#/tg//232a75e0ecb37019
tg	Tajik	Cyrillic	moderate	moderate	n/a	рупияи ҳиндустонӣ	Currencies	Southern Asia (C)	Southern Asia: India	INR-name-one	https://st.unicode.org/v#/tg//3d794fb60215ba8
tg	Tajik	Cyrillic	moderate	moderate	n/a	динори Ироқ	Currencies	Western Asia (C)	Western Asia: Iraq	IQD-name-one	https://st.unicode.org/v#/tg//3c1922ff0ee37783
tg	Tajik	Cyrillic	moderate	moderate	n/a	риёли Эрон	Currencies	Southern Asia (C)	Southern Asia: Iran	IRR-name-one	https://st.unicode.org/v#/tg//2bbd095600fe1b97
tg	Tajik	Cyrillic	moderate	moderate	n/a	кронури Исландия	Currencies	Northern/Western Europe	Northern Europe: Iceland	ISK-name-one	https://st.unicode.org/v#/tg//350484aef3f487c2
tg	Tajik	Cyrillic	moderate	moderate	n/a	доллари Ямайка	Currencies	North America (C)	Caribbean: Jamaica	JMD-name-one	https://st.unicode.org/v#/tg//72a07528dddac03f
tg	Tajik	Cyrillic	moderate	moderate	n/a	динори Иордания	Currencies	Western Asia (C)	Western Asia: Jordan	JOD-name-one	https://st.unicode.org/v#/tg//44b4ff658246e6fb
tg	Tajik	Cyrillic	moderate	moderate	n/a	иенаи японӣ	Currencies	Eastern Asia (C)	Eastern Asia: Japan	JPY-name-one	https://st.unicode.org/v#/tg//52154e3c65e5566a
tg	Tajik	Cyrillic	moderate	moderate	n/a	шиллинги Кения	Currencies	Eastern Africa	Eastern Africa: Kenya	KES-name-one	https://st.unicode.org/v#/tg//65af3a4779cd5b67
tg	Tajik	Cyrillic	moderate	moderate	n/a	соми Қирғизистон	Currencies	Central Asia (C)	Central Asia: Kyrgyzstan	KGS-name-one	https://st.unicode.org/v#/tg//733e01210318f710
tg	Tajik	Cyrillic	moderate	moderate	n/a	риэли Камбоҷа	Currencies	Southeast Asia (C)	Southeast Asia: Cambodia	KHR-name-one	https://st.unicode.org/v#/tg//36e2e5c8347dd152
tg	Tajik	Cyrillic	moderate	moderate	n/a	франки Комория	Currencies	Eastern Africa	Eastern Africa: Comoros	KMF-name-one	https://st.unicode.org/v#/tg//4677995df24514e1
tg	Tajik	Cyrillic	moderate	moderate	n/a	вони Кореяи Шимолӣ	Currencies	Eastern Asia (C)	Eastern Asia: North Korea	KPW-name-one	https://st.unicode.org/v#/tg//6145e120de604e9f
tg	Tajik	Cyrillic	moderate	moderate	n/a	вони Кореяи Ҷанубӣ	Currencies	Eastern Asia (C)	Eastern Asia: South Korea	KRW-name-one	https://st.unicode.org/v#/tg//7e55df86d118dfc8
tg	Tajik	Cyrillic	moderate	moderate	n/a	динори Кувайт	Currencies	Western Asia (C)	Western Asia: Kuwait	KWD-name-one	https://st.unicode.org/v#/tg//7e3a87997132fc
tg	Tajik	Cyrillic	moderate	moderate	n/a	доллари Ҷазираҳои Кайман	Currencies	North America (C)	Caribbean: Cayman Islands	KYD-name-one	https://st.unicode.org/v#/tg//ad406cc2d69112
tg	Tajik	Cyrillic	moderate	moderate	n/a	тангаи Казокистон	Currencies	Central Asia (C)	Central Asia: Kazakhstan	KZT-name-one	https://st.unicode.org/v#/tg//7270ceed75e9e4ba
tg	Tajik	Cyrillic	moderate	moderate	n/a	кипи Лаос	Currencies	Southeast Asia (C)	Southeast Asia: Laos	LAK-name-one	https://st.unicode.org/v#/tg//5bf072388470b913
tg	Tajik	Cyrillic	moderate	moderate	n/a	фунти Лубнон	Currencies	Western Asia (C)	Western Asia: Lebanon	LBP-name-one	https://st.unicode.org/v#/tg//59764b2fd7c23874
tg	Tajik	Cyrillic	moderate	moderate	n/a	рупи Шри-Ланка	Currencies	Southern Asia (C)	Southern Asia: Sri Lanka	LKR-name-one	https://st.unicode.org/v#/tg//d3d70b791f25873
tg	Tajik	Cyrillic	moderate	moderate	n/a	доллари Либерия	Currencies	Western Africa	Western Africa: Liberia	LRD-name-one	https://st.unicode.org/v#/tg//7ac06fbf9e2ef83f
tg	Tajik	Cyrillic	moderate	moderate	n/a	лотиси Лесото	Currencies	Southern Africa	Southern Africa: Lesotho	LSL-name-one	https://st.unicode.org/v#/tg//5b2f89143722a9fd
tg	Tajik	Cyrillic	moderate	moderate	n/a	динори Либия	Currencies	Northern Africa	Northern Africa: Libya	LYD-name-one	https://st.unicode.org/v#/tg//7a7ca7ff64f6082d
tg	Tajik	Cyrillic	moderate	moderate	n/a	дирхами Марокаш	Currencies	Northern Africa	Northern Africa: Morocco	MAD-name-one	https://st.unicode.org/v#/tg//41d133035df12908
tg	Tajik	Cyrillic	moderate	moderate	n/a	лейи Молдова	Currencies	Southern/Eastern Europe	Eastern Europe: Moldova	MDL-name-one	https://st.unicode.org/v#/tg//3bbe0250bdb1aac1
tg	Tajik	Cyrillic	moderate	moderate	n/a	ариарии Малагасий	Currencies	Eastern Africa	Eastern Africa: Madagascar	MGA-name-one	https://st.unicode.org/v#/tg//4343ef2c3c0dd7f7
tg	Tajik	Cyrillic	moderate	moderate	n/a	денори Македония	Currencies	Southern/Eastern Europe	Southern Europe: North Macedonia	MKD-name-one	https://st.unicode.org/v#/tg//5ae3cf12b958b257
tg	Tajik	Cyrillic	moderate	moderate	n/a	киати Мянмар	Currencies	Southeast Asia (C)	Southeast Asia: Myanmar (Burma)	MMK-name-one	https://st.unicode.org/v#/tg//66f028a81381346a
tg	Tajik	Cyrillic	moderate	moderate	n/a	тугрики Муғулистон	Currencies	Eastern Asia (C)	Eastern Asia: Mongolia	MNT-name-one	https://st.unicode.org/v#/tg//664b5967d31fd393
tg	Tajik	Cyrillic	moderate	moderate	n/a	патакаи Макао	Currencies	Eastern Asia (C)	Eastern Asia: Macao SAR China	MOP-name-one	https://st.unicode.org/v#/tg//763d9c7600b37a97
tg	Tajik	Cyrillic	moderate	moderate	n/a	Огуияи Мавритания	Currencies	Western Africa	Western Africa: Mauritania	MRU-name-one	https://st.unicode.org/v#/tg//7223c93798f71812
tg	Tajik	Cyrillic	moderate	moderate	n/a	рупияи Маврикий	Currencies	Eastern Africa	Eastern Africa: Mauritius	MUR-name-one	https://st.unicode.org/v#/tg//5060751abe547639
tg	Tajik	Cyrillic	moderate	moderate	n/a	руфияи Малдив	Currencies	Southern Asia (C)	Southern Asia: Maldives	MVR-name-one	https://st.unicode.org/v#/tg//457e8c5e1bf0f8df
tg	Tajik	Cyrillic	moderate	moderate	n/a	квачаи Малавия	Currencies	Eastern Africa	Eastern Africa: Malawi	MWK-name-one	https://st.unicode.org/v#/tg//5e629b155cad38b6
tg	Tajik	Cyrillic	moderate	moderate	n/a	песои Мексика	Currencies	North America (C)	Central America: Mexico	MXN-name-one	https://st.unicode.org/v#/tg//4f3d5c5e87555937
tg	Tajik	Cyrillic	moderate	moderate	n/a	ринггити Малайзия	Currencies	Southeast Asia (C)	Southeast Asia: Malaysia	MYR-name-one	https://st.unicode.org/v#/tg//e03dbc995bfe51e
tg	Tajik	Cyrillic	moderate	moderate	n/a	метикали Мозамбик	Currencies	Eastern Africa	Eastern Africa: Mozambique	MZN-name-one	https://st.unicode.org/v#/tg//1aea73ab211acaf0
tg	Tajik	Cyrillic	moderate	moderate	n/a	доллари Намибия	Currencies	Southern Africa	Southern Africa: Namibia	NAD-name-one	https://st.unicode.org/v#/tg//46052def0228a4f7
tg	Tajik	Cyrillic	moderate	moderate	n/a	Найраи Нигерия	Currencies	Western Africa	Western Africa: Nigeria	NGN-name-one	https://st.unicode.org/v#/tg//6f9af1088c46c80f
tg	Tajik	Cyrillic	moderate	moderate	n/a	кордобаи Никарагуа	Currencies	North America (C)	Central America: Nicaragua	NIO-name-one	https://st.unicode.org/v#/tg//710d4dd04628a90b
tg	Tajik	Cyrillic	moderate	moderate	n/a	кронаи Норвегия	Currencies	Northern/Western Europe	Northern Europe: Norway	NOK-name-one	https://st.unicode.org/v#/tg//520040b2c5973be4
tg	Tajik	Cyrillic	moderate	moderate	n/a	рупияи Непал	Currencies	Southern Asia (C)	Southern Asia: Nepal	NPR-name-one	https://st.unicode.org/v#/tg//3507067cabdc6c08
tg	Tajik	Cyrillic	moderate	moderate	n/a	доллари Зеландияи Нав	Currencies	Oceania (C)	Australasia: New Zealand	NZD-name-one	https://st.unicode.org/v#/tg//75f674238b1ac8a3
tg	Tajik	Cyrillic	moderate	moderate	n/a	риёли Уммон	Currencies	Western Asia (C)	Western Asia: Oman	OMR-name-one	https://st.unicode.org/v#/tg//53214c910e6a5f5f
tg	Tajik	Cyrillic	moderate	moderate	n/a	балбоаи Панама	Currencies	North America (C)	Central America: Panama	PAB-name-one	https://st.unicode.org/v#/tg//58de9d530f5ced8a
tg	Tajik	Cyrillic	moderate	moderate	n/a	соли Перу	Currencies	South America (C)	South America: Peru	PEN-name-one	https://st.unicode.org/v#/tg//7e5820616cf19a4f
tg	Tajik	Cyrillic	moderate	moderate	n/a	кинаи Гвинеяи Папуа	Currencies	Oceania (C)	Melanesia: Papua New Guinea	PGK-name-one	https://st.unicode.org/v#/tg//7cc5b284ddfdf740
tg	Tajik	Cyrillic	moderate	moderate	n/a	песои Филиппин	Currencies	Southeast Asia (C)	Southeast Asia: Philippines	PHP-name-one	https://st.unicode.org/v#/tg//56fb6c0d50762ef1
tg	Tajik	Cyrillic	moderate	moderate	n/a	рупияи Покистон	Currencies	Southern Asia (C)	Southern Asia: Pakistan	PKR-name-one	https://st.unicode.org/v#/tg//6ffe004fa4ebaff1
tg	Tajik	Cyrillic	moderate	moderate	n/a	злотии Польша	Currencies	Southern/Eastern Europe	Eastern Europe: Poland	PLN-name-one	https://st.unicode.org/v#/tg//32b5bc2eb357ddc8
tg	Tajik	Cyrillic	moderate	moderate	n/a	гуарании Парагвай	Currencies	South America (C)	South America: Paraguay	PYG-name-one	https://st.unicode.org/v#/tg//5a20744b8998e336
tg	Tajik	Cyrillic	moderate	moderate	n/a	риёли Қатар	Currencies	Western Asia (C)	Western Asia: Qatar	QAR-name-one	https://st.unicode.org/v#/tg//74cf939e369d0a03
tg	Tajik	Cyrillic	moderate	moderate	n/a	лейи Руминия	Currencies	Southern/Eastern Europe	Eastern Europe: Romania	RON-name-one	https://st.unicode.org/v#/tg//7679689ffb1dc063
tg	Tajik	Cyrillic	moderate	moderate	n/a	динори Сербия	Currencies	Southern/Eastern Europe	Southern Europe: Serbia	RSD-name-one	https://st.unicode.org/v#/tg//215270ec7e4bf2a4
tg	Tajik	Cyrillic	moderate	moderate	n/a	рубли русӣ	Currencies	Southern/Eastern Europe	Eastern Europe: Russia	RUB-name-one	https://st.unicode.org/v#/tg//c73fb7c71831786
tg	Tajik	Cyrillic	moderate	moderate	n/a	франки Руанда	Currencies	Eastern Africa	Eastern Africa: Rwanda	RWF-name-one	https://st.unicode.org/v#/tg//54316d28d7d3fbe4
tg	Tajik	Cyrillic	moderate	moderate	n/a	риёли Саудӣ	Currencies	Western Asia (C)	Western Asia: Saudi Arabia	SAR-name-one	https://st.unicode.org/v#/tg//2df5ddd117a97e3b
tg	Tajik	Cyrillic	moderate	moderate	n/a	доллари Ҷазираҳои Соломон	Currencies	Oceania (C)	Melanesia: Solomon Islands	SBD-name-one	https://st.unicode.org/v#/tg//537ad5eb220e0dd9
tg	Tajik	Cyrillic	moderate	moderate	n/a	рупии Сейшел	Currencies	Eastern Africa	Eastern Africa: Seychelles	SCR-name-one	https://st.unicode.org/v#/tg//ce7f676e4475736
tg	Tajik	Cyrillic	moderate	moderate	n/a	фунти Судон	Currencies	Northern Africa	Northern Africa: Sudan	SDG-name-one	https://st.unicode.org/v#/tg//46e0c17fba78b239
tg	Tajik	Cyrillic	moderate	moderate	n/a	крони шведӣ	Currencies	Northern/Western Europe	Northern Europe: Sweden	SEK-name-one	https://st.unicode.org/v#/tg//4980d19020097c2
tg	Tajik	Cyrillic	moderate	moderate	n/a	доллари Сингапур	Currencies	Southeast Asia (C)	Southeast Asia: Singapore	SGD-name-one	https://st.unicode.org/v#/tg//2c83ef33aed20403
tg	Tajik	Cyrillic	moderate	moderate	n/a	фунти Сент Елена	Currencies	Western Africa	Western Africa: St. Helena, Ascension & Tristan da Cunha	SHP-name-one	https://st.unicode.org/v#/tg//7e23d1bdde7c0674
tg	Tajik	Cyrillic	moderate	moderate	n/a	леони Серра-Леоне	Currencies	Western Africa	Western Africa: Sierra Leone	SLE-name-one	https://st.unicode.org/v#/tg//1a2b5bee83093524
tg	Tajik	Cyrillic	moderate	moderate	n/a	леони Серра-Леоне (1964—2022)	Currencies	Western Africa	Western Africa: Sierra Leone: SLL (old)	SLL-name-one	https://st.unicode.org/v#/tg//208985c6135fb58e
tg	Tajik	Cyrillic	moderate	moderate	n/a	шиллинги Сомали	Currencies	Eastern Africa	Eastern Africa: Somalia	SOS-name-one	https://st.unicode.org/v#/tg//52c96957933c76fc
tg	Tajik	Cyrillic	moderate	moderate	n/a	доллари Суринам	Currencies	South America (C)	South America: Suriname	SRD-name-one	https://st.unicode.org/v#/tg//4727ff6279539520
tg	Tajik	Cyrillic	moderate	moderate	n/a	фунти Судони Ҷанубӣ	Currencies	Eastern Africa	Eastern Africa: South Sudan	SSP-name-one	https://st.unicode.org/v#/tg//2c8e5cdf80615dcb
