#Dir	Code	English Name	Native Name	Script	CLDR Target	Sublocales	Fields	UC	Missing	Modern	Miss +UC	Moderate	Miss +UC	Basic	Miss +UC	Core	Miss +UC	Core-Missing
common	pl	Polish	polski	Latn	modern	1	8482	0	28	8482	28	4320	22	418	0	9	0	
common	ps	Pashto	پښتو	Arab	modern	2	7341	15	1	7341	16	3411	13	550	1	8	1	orientation
common	pt	Portuguese	português	Latn	modern	12	7305	0	0	7305	0	3389	0	532	0	9	0	
common	ro	Romanian	română	Latn	modern	2	7862	0	1	7862	1	3823	0	410	0	9	0	
common	ru	Russian	русский	Cyrl	modern	6	8503	0	0	8503	0	4323	0	499	0	9	0	
common	sat	Santali	ᱥᱟᱱᱛᱟᱲᱤ	Olck	basic	1	439	0	7305	439	7305	430	3315	393	1	6	1	ordinals*, romanization*, collation
common	sd	Sindhi	سنڌي	Arab	modern	1	7162	0	2	7162	2	3258	2	386	2	7	2	orientation, collation
common	sd_Deva	Sindhi (Devanagari)	सिन्धी (देवनागिरी)	Deva	basic	1	432	0	6689	432	6689	424	2812	387	1	8	1	collation
common	si	Sinhala	සිංහල	Sinh	modern	1	7215	0	0	7215	0	3307	0	391	0	8	0	romanization*
common	sk	Slovak	slovenčina	Latn	modern	1	8512	0	0	8512	0	4345	0	411	0	9	0	
common	sl	Slovenian	slovenščina	Latn	modern	1	8505	0	0	8505	0	4338	0	408	0	9	0	
common	so	Somali	Soomaali	Latn	modern	4	7277	0	4	7277	4	3340	1	462	1	7	1	ordinals*, collation
common	sq	Albanian	shqip	Latn	modern	3	7210	2	0	7210	2	3305	0	393	0	9	0	
common	sr	Serbian	српски	Cyrl	modern	4	7863	0	0	7863	0	3813	0	415	0	9	0	
common	su	Sundanese	Basa Sunda	Latn	basic	1	449	5	5641	449	5646	441	1877	370	4	6	2	ordinals*, casing, collation
common	sv	Swedish	svenska	Latn	modern	3	7223	2	0	7223	2	3311	0	399	0	9	0	
common	sw	Swahili	Kiswahili	Latn	modern	4	7225	0	0	7225	0	3302	0	401	0	9	0	
common	ta	Tamil	தமிழ்	Taml	modern	4	7328	0	0	7328	0	3403	0	477	0	9	0	
common	te	Telugu	తెలుగు	Telu	modern	1	7227	0	0	7227	0	3301	0	389	0	9	0	
common	th	Thai	ไทย	Thai	modern	1	6637	0	0	6637	0	2812	0	392	0	9	0	
common	tk	Turkmen	türkmen dili	Latn	modern	1	7174	1	0	7174	1	3269	0	393	0	9	0	
common	tr	Turkish	Türkçe	Latn	modern	2	7338	0	0	7338	0	3397	0	469	0	9	0	
common	uk	Ukrainian	українська	Cyrl	modern	1	8500	2	0	8500	2	4323	0	416	0	9	0	
common	ur	Urdu	اردو	Arab	modern	2	7332	0	1	7332	1	3381	1	473	1	8	1	orientation
common	uz	Uzbek	o‘zbek	Latn	modern	1	7317	0	0	7317	0	3382	0	475	0	9	0	
common	vi	Vietnamese	Tiếng Việt	Latn	modern	1	6739	0	0	6739	0	2788	0	383	0	9	0	
common	yo	Yoruba	Èdè Yorùbá	Latn	moderate	2	3508	12	3013	3508	3025	2754	0	379	0	8	0	ordinals*
common	yue	Cantonese	粵語	Hant	modern	1	6602	0	1	6602	1	2802	1	379	1	8	1	collation
common	zh	Chinese	中文	Hans	modern	4	6869	1	0	6869	1	2905	0	488	0	9	0	
common	zh_Hant	Traditional Chinese	繁體中文	Hant	modern	0	6871	0	0	6871	0	2907	0	488	0	9	0	
common	zu	Zulu	isiZulu	Latn	modern	1	7217	0	2	7217	2	3294	2	385	0	9	0	
