# Count	Section	Page	Subhead	Code

72	Currencies	Western Asia (C)	Western Asia: Georgia	GEL-symbol-variant
1	Units	Energy and Power	megawatt	long-one-ergative
1	Units	Energy and Power	megawatt	long-other-ergative
1	Units	Energy and Power	kilowatt	long-one-ergative
1	Units	Energy and Power	kilowatt	long-other-ergative
1	Units	Energy and Power	milliwatt	long-one-ergative
1	Units	Energy and Power	milliwatt	long-other-ergative
1	Units	Electrical and Frequency	milliampere	long-one-ergative
1	Units	Electrical and Frequency	milliampere	long-other-ergative
1	Units	Electrical and Frequency	gigahertz	long-one-ergative
1	Units	Electrical and Frequency	gigahertz	long-other-ergative
1	Units	Electrical and Frequency	megahertz	long-one-ergative
1	Units	Electrical and Frequency	megahertz	long-other-ergative
1	Units	Electrical and Frequency	kilohertz	long-one-ergative
1	Units	Electrical and Frequency	kilohertz	long-other-ergative
1	Units	Weather	millibar	long-one-ergative
1	Units	Weather	millibar	long-other-ergative
1	Units	Weather	hectopascal	long-one-ergative
1	Units	Weather	hectopascal	long-other-ergative
1	Units	Weather	kilopascal	long-one-ergative
1	Units	Weather	kilopascal	long-other-ergative
1	Units	Weather	megapascal	long-one-ergative
1	Units	Weather	megapascal	long-other-ergative
1	Units	Digital	petabyte	long-one-ergative
1	Units	Digital	petabyte	long-other-ergative
1	Units	Digital	terabyte	long-one-ergative
1	Units	Digital	terabyte	long-other-ergative
1	Units	Digital	terabit	long-one-ergative
1	Units	Digital	terabit	long-other-ergative
1	Units	Digital	gigabyte	long-one-ergative
1	Units	Digital	gigabyte	long-other-ergative
1	Units	Digital	gigabit	long-one-ergative
1	Units	Digital	gigabit	long-other-ergative
1	Units	Digital	megabyte	long-one-ergative
1	Units	Digital	megabyte	long-other-ergative
1	Units	Digital	megabit	long-one-ergative
1	Units	Digital	megabit	long-other-ergative
1	Units	Digital	kilobyte	long-one-ergative
1	Units	Digital	kilobyte	long-other-ergative
1	Units	Digital	kilobit	long-one-ergative
1	Units	Digital	kilobit	long-other-ergative
1	Units	Other Units	millimole-per-liter	long-one-ergative
1	Units	Other Units	millimole-per-liter	long-other-ergative
1	Units	Other Units	item	long-one-ergative
1	Units	Other Units	item	long-other-ergative
1	Units	Other Units	liter-per-kilometer	long-one-ergative
1	Units	Other Units	liter-per-kilometer	long-other-ergative
1	Units	Other Units	liter-per-100-kilometer	long-one-ergative
1	Units	Other Units	liter-per-100-kilometer	long-other-ergative
1	Units	Other Units	kilowatt-hour-per-100-kilometer	long-one-ergative
1	Units	Other Units	kilowatt-hour-per-100-kilometer	long-other-ergative
1	Units	Other Units	newton-meter	long-one-ergative
1	Units	Other Units	newton-meter	long-other-ergative
1	Miscellaneous	Minimal Pairs	Case (for measurement units)	ablative
1	Miscellaneous	Minimal Pairs	Case (for measurement units)	ergative
1	Units	Mass and Weight	kilogram	long-gender
1	Units	Mass and Weight	gram	long-gender
1	Units	Mass and Weight	grain	long-gender
1	Units	Other Units	percent	long-gender
1	Units	Duration	century	short-displayName
1	Units	Duration	century	narrow-displayName
1	Units	Duration	century	short-one-nominative
1	Units	Duration	century	short-other-nominative
1	Units	Duration	century	narrow-one-nominative
1	Units	Duration	century	narrow-other-nominative
1	Units	Duration	week	long-gender
1	Units	Length	mile-scandinavian	long-gender
1	Units	Area	square-mile	long-gender
1	Units	Volume	cubic-mile	long-gender
1	Units	Volume	fluid-ounce-imperial	long-gender
1	Units	Volume	tablespoon	long-gender
1	Units	Volume	teaspoon	long-gender
1	Units	Volume	dessert-spoon	long-gender
1	Units	Volume	dessert-spoon-imperial	long-gender
1	Units	Volume	pinch	long-gender
1	Units	Speed and Acceleration	g-force	long-gender
1	Units	Speed and Acceleration	mile-per-hour	long-gender
1	Units	Other Units	revolution	long-gender
1	Units	Other Units	item	long-other-nominative
1	Units	Other Units	mile-per-gallon	long-gender
1	Units	Other Units	mile-per-gallon-imperial	long-gender
1	Currencies	Southern/Eastern Europe	Eastern Europe: Russia: RUR (old)	RUR-symbol-narrow
1	Units	Compound Units	10p-6	long
1	Units	Compound Units	10p15	long
1	Units	Digital	byte	long-one-nominative
1	Units	Digital	bit	long-one-nominative
1	Units	Weather	generic	long-few-nominative
1	Units	Other Units	permille	long-few-nominative
1	Units	Duration	millisecond	long-one-prepositional
1	Units	Duration	millisecond	long-few-prepositional
1	Units	Duration	millisecond	long-many-prepositional
1	Units	Duration	microsecond	long-one-prepositional
1	Units	Duration	microsecond	long-few-prepositional
1	Units	Duration	microsecond	long-many-prepositional
1	Units	Duration	nanosecond	long-one-prepositional
1	Units	Duration	nanosecond	long-few-prepositional
1	Units	Duration	nanosecond	long-many-prepositional
1	Units	Graphics	megapixel	long-one-prepositional
1	Units	Graphics	megapixel	long-few-prepositional
1	Units	Graphics	megapixel	long-many-prepositional
1	Units	Graphics	pixel-per-centimeter	long-one-prepositional
1	Units	Graphics	pixel-per-centimeter	long-few-prepositional
1	Units	Graphics	pixel-per-centimeter	long-many-prepositional
1	Units	Length	decimeter	long-one-prepositional
1	Units	Length	decimeter	long-few-prepositional
1	Units	Length	decimeter	long-many-prepositional
1	Units	Length	micrometer	long-one-prepositional
1	Units	Length	micrometer	long-few-prepositional
1	Units	Length	micrometer	long-many-prepositional
1	Units	Length	nanometer	long-one-prepositional
1	Units	Length	nanometer	long-few-prepositional
1	Units	Length	nanometer	long-many-prepositional
1	Units	Area	square-meter	long-one-prepositional
1	Units	Area	square-meter	long-few-prepositional
1	Units	Area	square-meter	long-many-prepositional
1	Units	Volume	cubic-kilometer	long-one-prepositional
1	Units	Volume	cubic-kilometer	long-few-prepositional
1	Units	Volume	cubic-kilometer	long-many-prepositional
1	Units	Volume	cubic-meter	long-one-prepositional
1	Units	Volume	cubic-meter	long-few-prepositional
1	Units	Volume	cubic-meter	long-many-prepositional
1	Units	Volume	megaliter	long-one-prepositional
1	Units	Volume	megaliter	long-few-prepositional
1	Units	Volume	megaliter	long-many-prepositional
1	Units	Volume	hectoliter	long-one-prepositional
1	Units	Volume	hectoliter	long-few-prepositional
1	Units	Volume	hectoliter	long-many-prepositional
1	Units	Mass and Weight	microgram	long-one-prepositional
1	Units	Mass and Weight	microgram	long-few-prepositional
1	Units	Mass and Weight	microgram	long-many-prepositional
1	Units	Energy and Power	kilojoule	long-one-prepositional
1	Units	Energy and Power	kilojoule	long-few-prepositional
1	Units	Energy and Power	kilojoule	long-many-prepositional
1	Units	Energy and Power	kilowatt-hour	long-one-prepositional
1	Units	Energy and Power	kilowatt-hour	long-few-prepositional
1	Units	Energy and Power	kilowatt-hour	long-many-prepositional
1	Units	Energy and Power	gigawatt	long-one-prepositional
1	Units	Energy and Power	gigawatt	long-few-prepositional
1	Units	Energy and Power	gigawatt	long-many-prepositional
1	Units	Energy and Power	megawatt	long-one-prepositional
1	Units	Energy and Power	megawatt	long-few-prepositional
1	Units	Energy and Power	megawatt	long-many-prepositional
1	Units	Energy and Power	kilowatt	long-one-prepositional
1	Units	Energy and Power	kilowatt	long-few-prepositional
1	Units	Energy and Power	kilowatt	long-many-prepositional
1	Units	Energy and Power	milliwatt	long-one-prepositional
1	Units	Energy and Power	milliwatt	long-few-prepositional
1	Units	Energy and Power	milliwatt	long-many-prepositional
1	Units	Electrical and Frequency	milliampere	long-one-prepositional
1	Units	Electrical and Frequency	milliampere	long-few-prepositional
1	Units	Electrical and Frequency	milliampere	long-many-prepositional
1	Units	Electrical and Frequency	gigahertz	long-one-prepositional
1	Units	Electrical and Frequency	gigahertz	long-few-prepositional
1	Units	Electrical and Frequency	gigahertz	long-many-prepositional
1	Units	Electrical and Frequency	megahertz	long-one-prepositional
1	Units	Electrical and Frequency	megahertz	long-few-prepositional
1	Units	Electrical and Frequency	megahertz	long-many-prepositional
1	Units	Electrical and Frequency	kilohertz	long-one-prepositional
1	Units	Electrical and Frequency	kilohertz	long-few-prepositional
1	Units	Electrical and Frequency	kilohertz	long-many-prepositional
1	Units	Weather	millibar	long-one-prepositional
1	Units	Weather	millibar	long-few-prepositional
1	Units	Weather	millibar	long-many-prepositional
1	Units	Weather	hectopascal	long-one-prepositional
1	Units	Weather	hectopascal	long-few-prepositional
1	Units	Weather	hectopascal	long-many-prepositional
1	Units	Weather	megapascal	long-one-prepositional
1	Units	Weather	megapascal	long-few-prepositional
1	Units	Weather	megapascal	long-many-prepositional
1	Units	Digital	petabyte	long-one-prepositional
1	Units	Digital	petabyte	long-few-prepositional
1	Units	Digital	petabyte	long-many-prepositional
1	Units	Other Units	millimole-per-liter	long-one-prepositional
1	Units	Other Units	millimole-per-liter	long-few-prepositional
1	Units	Other Units	millimole-per-liter	long-many-prepositional
1	Units	Other Units	item	long-one-prepositional
1	Units	Other Units	item	long-few-prepositional
1	Units	Other Units	item	long-many-prepositional
1	Units	Other Units	liter-per-kilometer	long-one-prepositional
1	Units	Other Units	liter-per-kilometer	long-few-prepositional
1	Units	Other Units	liter-per-kilometer	long-many-prepositional
1	Units	Other Units	kilowatt-hour-per-100-kilometer	long-one-prepositional
1	Units	Other Units	kilowatt-hour-per-100-kilometer	long-few-nominative
1	Units	Other Units	kilowatt-hour-per-100-kilometer	long-few-prepositional
1	Units	Other Units	kilowatt-hour-per-100-kilometer	long-many-nominative
1	Units	Other Units	kilowatt-hour-per-100-kilometer	long-many-accusative
1	Units	Other Units	kilowatt-hour-per-100-kilometer	long-many-genitive
1	Units	Other Units	kilowatt-hour-per-100-kilometer	long-many-prepositional
1	Units	Other Units	kilowatt-hour-per-100-kilometer	long-other-prepositional
1	Units	Other Units	lux	long-few-genitive
1	Units	Other Units	lumen	long-many-nominative
1	Units	Other Units	newton-meter	long-one-prepositional
1	Units	Other Units	newton-meter	long-few-prepositional
1	Units	Other Units	newton-meter	long-many-prepositional
1	Locale Display Names	Languages (A-D)	A	Arabic ► ar
1	Locale Display Names	Languages (A-D)	A	Arabic ► ar_001
1	Locale Display Names	Languages (A-D)	D	Dutch ► nl
1	Locale Display Names	Languages (A-D)	D	Dutch ► nl_BE
1	Locale Display Names	Languages (E-J)	H	Hindi ► hi
1	Locale Display Names	Languages (E-J)	I	Indonesian ► id
1	Locale Display Names	Languages (K-N)	K	Korean ► ko
1	Locale Display Names	Languages (O-S)	P	Polish ► pl
1	Locale Display Names	Languages (T-Z)	T	Thai ► th
1	Locale Display Names	Languages (T-Z)	T	Turkish ► tr
1	Locale Display Names	Scripts	Major Use	Jpan
1	Locale Display Names	Scripts	Major Use	Kore
1	Locale Display Names	Geographic Regions	world	001
1	Locale Display Names	Geographic Regions	world	019
1	Locale Display Names	Geographic Regions	world	002
1	Locale Display Names	Geographic Regions	world	150
1	Locale Display Names	Geographic Regions	world	142
1	Locale Display Names	Geographic Regions	world	009
1	Locale Display Names	Geographic Regions	world	EU
1	Locale Display Names	Geographic Regions	world	EZ
1	Locale Display Names	Geographic Regions	world	UN
1	Locale Display Names	Geographic Regions	Americas	003
1	Locale Display Names	Geographic Regions	Americas	021
1	Locale Display Names	Geographic Regions	Americas	013
1	Locale Display Names	Geographic Regions	Americas	029
1	Locale Display Names	Geographic Regions	Americas	005
1	Locale Display Names	Geographic Regions	Americas	419
1	Locale Display Names	Geographic Regions	Africa	015
1	Locale Display Names	Geographic Regions	Africa	011
1	Locale Display Names	Geographic Regions	Africa	017
1	Locale Display Names	Geographic Regions	Africa	014
1	Locale Display Names	Geographic Regions	Africa	018
1	Locale Display Names	Geographic Regions	Africa	202
1	Locale Display Names	Geographic Regions	Europe	154
1	Locale Display Names	Geographic Regions	Europe	155
1	Locale Display Names	Geographic Regions	Europe	151
1	Locale Display Names	Geographic Regions	Europe	039
1	Locale Display Names	Geographic Regions	Asia	145
1	Locale Display Names	Geographic Regions	Asia	143
1	Locale Display Names	Geographic Regions	Asia	030
1	Locale Display Names	Geographic Regions	Asia	034
1	Locale Display Names	Geographic Regions	Asia	035
1	Locale Display Names	Geographic Regions	Oceania	053
1	Locale Display Names	Geographic Regions	Oceania	054
1	Locale Display Names	Geographic Regions	Oceania	057
1	Locale Display Names	Geographic Regions	Oceania	061
1	Locale Display Names	Geographic Regions	Oceania	QO
1	Locale Display Names	Geographic Regions	Unknown Region	XA
1	Locale Display Names	Territories (North America)	Northern America	BM
1	Locale Display Names	Territories (North America)	Northern America	CA
1	Locale Display Names	Territories (North America)	Northern America	GL
1	Locale Display Names	Territories (North America)	Northern America	PM
1	Locale Display Names	Territories (North America)	Central America	BZ
1	Locale Display Names	Territories (North America)	Central America	CR
1	Locale Display Names	Territories (North America)	Central America	GT
1	Locale Display Names	Territories (North America)	Central America	HN
1	Locale Display Names	Territories (North America)	Central America	MX
1	Locale Display Names	Territories (North America)	Central America	NI
1	Locale Display Names	Territories (North America)	Central America	PA
1	Locale Display Names	Territories (North America)	Central America	SV
1	Locale Display Names	Territories (North America)	Caribbean	AG
1	Locale Display Names	Territories (North America)	Caribbean	AI
1	Locale Display Names	Territories (North America)	Caribbean	AW
1	Locale Display Names	Territories (North America)	Caribbean	BB
1	Locale Display Names	Territories (North America)	Caribbean	BL
1	Locale Display Names	Territories (North America)	Caribbean	BQ
1	Locale Display Names	Territories (North America)	Caribbean	BS
1	Locale Display Names	Territories (North America)	Caribbean	CU
1	Locale Display Names	Territories (North America)	Caribbean	CW
1	Locale Display Names	Territories (North America)	Caribbean	DM
1	Locale Display Names	Territories (North America)	Caribbean	DO
1	Locale Display Names	Territories (North America)	Caribbean	GD
1	Locale Display Names	Territories (North America)	Caribbean	GP
1	Locale Display Names	Territories (North America)	Caribbean	HT
1	Locale Display Names	Territories (North America)	Caribbean	JM
1	Locale Display Names	Territories (North America)	Caribbean	KN
1	Locale Display Names	Territories (North America)	Caribbean	KY
1	Locale Display Names	Territories (North America)	Caribbean	LC
1	Locale Display Names	Territories (North America)	Caribbean	MF
1	Locale Display Names	Territories (North America)	Caribbean	MQ
1	Locale Display Names	Territories (North America)	Caribbean	MS
1	Locale Display Names	Territories (North America)	Caribbean	PR
1	Locale Display Names	Territories (North America)	Caribbean	SX
1	Locale Display Names	Territories (North America)	Caribbean	TC
1	Locale Display Names	Territories (North America)	Caribbean	TT
1	Locale Display Names	Territories (North America)	Caribbean	VC
1	Locale Display Names	Territories (North America)	Caribbean	VG
1	Locale Display Names	Territories (South America)	South America	AR
1	Locale Display Names	Territories (South America)	South America	BO
1	Locale Display Names	Territories (South America)	South America	BV
1	Locale Display Names	Territories (South America)	South America	CL
1	Locale Display Names	Territories (South America)	South America	CO
1	Locale Display Names	Territories (South America)	South America	EC
1	Locale Display Names	Territories (South America)	South America	FK
1	Locale Display Names	Territories (South America)	South America	FK-variant
1	Locale Display Names	Territories (South America)	South America	GF
1	Locale Display Names	Territories (South America)	South America	GS
1	Locale Display Names	Territories (South America)	South America	GY
1	Locale Display Names	Territories (South America)	South America	PE
1	Locale Display Names	Territories (South America)	South America	PY
1	Locale Display Names	Territories (South America)	South America	SR
1	Locale Display Names	Territories (South America)	South America	UY
1	Locale Display Names	Territories (South America)	South America	VE
1	Locale Display Names	Territories (Africa)	Northern Africa	DZ
1	Locale Display Names	Territories (Africa)	Northern Africa	EG
1	Locale Display Names	Territories (Africa)	Northern Africa	EH
1	Locale Display Names	Territories (Africa)	Northern Africa	LY
1	Locale Display Names	Territories (Africa)	Northern Africa	MA
1	Locale Display Names	Territories (Africa)	Northern Africa	SD
1	Locale Display Names	Territories (Africa)	Northern Africa	TN
1	Locale Display Names	Territories (Africa)	Northern Africa	EA
1	Locale Display Names	Territories (Africa)	Northern Africa	IC
1	Locale Display Names	Territories (Africa)	Western Africa	BF
1	Locale Display Names	Territories (Africa)	Western Africa	BJ
1	Locale Display Names	Territories (Africa)	Western Africa	CI
1	Locale Display Names	Territories (Africa)	Western Africa	CI-variant
1	Locale Display Names	Territories (Africa)	Western Africa	CV
1	Locale Display Names	Territories (Africa)	Western Africa	GH
1	Locale Display Names	Territories (Africa)	Western Africa	GM
1	Locale Display Names	Territories (Africa)	Western Africa	GN
1	Locale Display Names	Territories (Africa)	Western Africa	GW
1	Locale Display Names	Territories (Africa)	Western Africa	LR
1	Locale Display Names	Territories (Africa)	Western Africa	ML
1	Locale Display Names	Territories (Africa)	Western Africa	MR
1	Locale Display Names	Territories (Africa)	Western Africa	NE
1	Locale Display Names	Territories (Africa)	Western Africa	NG
1	Locale Display Names	Territories (Africa)	Western Africa	SH
1	Locale Display Names	Territories (Africa)	Western Africa	SL
1	Locale Display Names	Territories (Africa)	Western Africa	SN
1	Locale Display Names	Territories (Africa)	Western Africa	TG
1	Locale Display Names	Territories (Africa)	Middle Africa	AO
1	Locale Display Names	Territories (Africa)	Middle Africa	CD-variant
1	Locale Display Names	Territories (Africa)	Middle Africa	CF
1	Locale Display Names	Territories (Africa)	Middle Africa	CG-variant
1	Locale Display Names	Territories (Africa)	Middle Africa	CM
1	Locale Display Names	Territories (Africa)	Middle Africa	GA
1	Locale Display Names	Territories (Africa)	Middle Africa	GQ
1	Locale Display Names	Territories (Africa)	Middle Africa	ST
1	Locale Display Names	Territories (Africa)	Middle Africa	TD
1	Locale Display Names	Territories (Africa)	Eastern Africa	BI
1	Locale Display Names	Territories (Africa)	Eastern Africa	DJ
1	Locale Display Names	Territories (Africa)	Eastern Africa	ER
1	Locale Display Names	Territories (Africa)	Eastern Africa	ET
1	Locale Display Names	Territories (Africa)	Eastern Africa	IO
1	Locale Display Names	Territories (Africa)	Eastern Africa	KE
1	Locale Display Names	Territories (Africa)	Eastern Africa	KM
1	Locale Display Names	Territories (Africa)	Eastern Africa	MG
1	Locale Display Names	Territories (Africa)	Eastern Africa	MU
1	Locale Display Names	Territories (Africa)	Eastern Africa	MW
1	Locale Display Names	Territories (Africa)	Eastern Africa	MZ
1	Locale Display Names	Territories (Africa)	Eastern Africa	RE
1	Locale Display Names	Territories (Africa)	Eastern Africa	RW
1	Locale Display Names	Territories (Africa)	Eastern Africa	SC
1	Locale Display Names	Territories (Africa)	Eastern Africa	SO
1	Locale Display Names	Territories (Africa)	Eastern Africa	SS
1	Locale Display Names	Territories (Africa)	Eastern Africa	TF
1	Locale Display Names	Territories (Africa)	Eastern Africa	TZ
1	Locale Display Names	Territories (Africa)	Eastern Africa	UG
1	Locale Display Names	Territories (Africa)	Eastern Africa	YT
1	Locale Display Names	Territories (Africa)	Eastern Africa	ZM
1	Locale Display Names	Territories (Africa)	Eastern Africa	ZW
1	Locale Display Names	Territories (Africa)	Southern Africa	BW
1	Locale Display Names	Territories (Africa)	Southern Africa	LS
1	Locale Display Names	Territories (Africa)	Southern Africa	NA
1	Locale Display Names	Territories (Africa)	Southern Africa	SZ
1	Locale Display Names	Territories (Africa)	Southern Africa	SZ-variant
1	Locale Display Names	Territories (Africa)	Southern Africa	ZA
1	Locale Display Names	Territories (Europe)	Northern Europe	GG
1	Locale Display Names	Territories (Europe)	Northern Europe	IM
1	Locale Display Names	Territories (Europe)	Northern Europe	JE
1	Locale Display Names	Territories (Europe)	Northern Europe	AX
1	Locale Display Names	Territories (Europe)	Northern Europe	DK
1	Locale Display Names	Territories (Europe)	Northern Europe	EE
1	Locale Display Names	Territories (Europe)	Northern Europe	FI
1	Locale Display Names	Territories (Europe)	Northern Europe	FO
1	Locale Display Names	Territories (Europe)	Northern Europe	GB-short
1	Locale Display Names	Territories (Europe)	Northern Europe	IE
1	Locale Display Names	Territories (Europe)	Northern Europe	IS
1	Locale Display Names	Territories (Europe)	Northern Europe	LT
1	Locale Display Names	Territories (Europe)	Northern Europe	LV
1	Locale Display Names	Territories (Europe)	Northern Europe	NO
1	Locale Display Names	Territories (Europe)	Northern Europe	SE
1	Locale Display Names	Territories (Europe)	Northern Europe	SJ
1	Locale Display Names	Territories (Europe)	Western Europe	AT
1	Locale Display Names	Territories (Europe)	Western Europe	BE
1	Locale Display Names	Territories (Europe)	Western Europe	CH
1	Locale Display Names	Territories (Europe)	Western Europe	LI
1	Locale Display Names	Territories (Europe)	Western Europe	LU
1	Locale Display Names	Territories (Europe)	Western Europe	MC
1	Locale Display Names	Territories (Europe)	Western Europe	NL
1	Locale Display Names	Territories (Europe)	Eastern Europe	BG
1	Locale Display Names	Territories (Europe)	Eastern Europe	BY
1	Locale Display Names	Territories (Europe)	Eastern Europe	CZ
1	Locale Display Names	Territories (Europe)	Eastern Europe	CZ-variant
1	Locale Display Names	Territories (Europe)	Eastern Europe	HU
1	Locale Display Names	Territories (Europe)	Eastern Europe	MD
1	Locale Display Names	Territories (Europe)	Eastern Europe	PL
1	Locale Display Names	Territories (Europe)	Eastern Europe	RO
1	Locale Display Names	Territories (Europe)	Eastern Europe	SK
1	Locale Display Names	Territories (Europe)	Eastern Europe	UA
1	Locale Display Names	Territories (Europe)	Southern Europe	AD
1	Locale Display Names	Territories (Europe)	Southern Europe	AL
1	Locale Display Names	Territories (Europe)	Southern Europe	BA
1	Locale Display Names	Territories (Europe)	Southern Europe	ES
1	Locale Display Names	Territories (Europe)	Southern Europe	GI
1	Locale Display Names	Territories (Europe)	Southern Europe	GR
1	Locale Display Names	Territories (Europe)	Southern Europe	HR
1	Locale Display Names	Territories (Europe)	Southern Europe	ME
1	Locale Display Names	Territories (Europe)	Southern Europe	MK
1	Locale Display Names	Territories (Europe)	Southern Europe	MT
1	Locale Display Names	Territories (Europe)	Southern Europe	RS
1	Locale Display Names	Territories (Europe)	Southern Europe	PT
1	Locale Display Names	Territories (Europe)	Southern Europe	SI
1	Locale Display Names	Territories (Europe)	Southern Europe	SM
1	Locale Display Names	Territories (Europe)	Southern Europe	VA
1	Locale Display Names	Territories (Europe)	Southern Europe	XK
1	Locale Display Names	Territories (Asia)	Western Asia	AE
1	Locale Display Names	Territories (Asia)	Western Asia	AM
1	Locale Display Names	Territories (Asia)	Western Asia	AZ
1	Locale Display Names	Territories (Asia)	Western Asia	BH
1	Locale Display Names	Territories (Asia)	Western Asia	CY
1	Locale Display Names	Territories (Asia)	Western Asia	GE
1	Locale Display Names	Territories (Asia)	Western Asia	IL
1	Locale Display Names	Territories (Asia)	Western Asia	IQ
1	Locale Display Names	Territories (Asia)	Western Asia	JO
1	Locale Display Names	Territories (Asia)	Western Asia	KW
1	Locale Display Names	Territories (Asia)	Western Asia	LB
1	Locale Display Names	Territories (Asia)	Western Asia	OM
1	Locale Display Names	Territories (Asia)	Western Asia	PS
1	Locale Display Names	Territories (Asia)	Western Asia	PS-short
1	Locale Display Names	Territories (Asia)	Western Asia	QA
1	Locale Display Names	Territories (Asia)	Western Asia	SA
1	Locale Display Names	Territories (Asia)	Western Asia	SY
1	Locale Display Names	Territories (Asia)	Western Asia	TR
1	Locale Display Names	Territories (Asia)	Western Asia	YE
1	Locale Display Names	Territories (Asia)	Central Asia	TM
1	Locale Display Names	Territories (Asia)	Central Asia	TJ
1	Locale Display Names	Territories (Asia)	Central Asia	KG
1	Locale Display Names	Territories (Asia)	Central Asia	KZ
1	Locale Display Names	Territories (Asia)	Central Asia	UZ
1	Locale Display Names	Territories (Asia)	Eastern Asia	HK-short
1	Locale Display Names	Territories (Asia)	Eastern Asia	KP
1	Locale Display Names	Territories (Asia)	Eastern Asia	KR
1	Locale Display Names	Territories (Asia)	Eastern Asia	MN
1	Locale Display Names	Territories (Asia)	Eastern Asia	MO-short
1	Locale Display Names	Territories (Asia)	Eastern Asia	TW
1	Locale Display Names	Territories (Asia)	Southern Asia	AF
1	Locale Display Names	Territories (Asia)	Southern Asia	BD
1	Locale Display Names	Territories (Asia)	Southern Asia	BT
1	Locale Display Names	Territories (Asia)	Southern Asia	IR
1	Locale Display Names	Territories (Asia)	Southern Asia	LK
1	Locale Display Names	Territories (Asia)	Southern Asia	MV
1	Locale Display Names	Territories (Asia)	Southern Asia	NP
1	Locale Display Names	Territories (Asia)	Southern Asia	PK
1	Locale Display Names	Territories (Asia)	Southeast Asia	BN
1	Locale Display Names	Territories (Asia)	Southeast Asia	ID
1	Locale Display Names	Territories (Asia)	Southeast Asia	KH
1	Locale Display Names	Territories (Asia)	Southeast Asia	LA
1	Locale Display Names	Territories (Asia)	Southeast Asia	MM
1	Locale Display Names	Territories (Asia)	Southeast Asia	MY
1	Locale Display Names	Territories (Asia)	Southeast Asia	PH
1	Locale Display Names	Territories (Asia)	Southeast Asia	SG
1	Locale Display Names	Territories (Asia)	Southeast Asia	TH
1	Locale Display Names	Territories (Asia)	Southeast Asia	TL-variant
1	Locale Display Names	Territories (Asia)	Southeast Asia	VN
1	Locale Display Names	Territories (Oceania)	Australasia	AU
1	Locale Display Names	Territories (Oceania)	Australasia	CC
1	Locale Display Names	Territories (Oceania)	Australasia	CX
1	Locale Display Names	Territories (Oceania)	Australasia	HM
1	Locale Display Names	Territories (Oceania)	Australasia	NF
1	Locale Display Names	Territories (Oceania)	Australasia	NZ
1	Locale Display Names	Territories (Oceania)	Melanesia	FJ
1	Locale Display Names	Territories (Oceania)	Melanesia	NC
1	Locale Display Names	Territories (Oceania)	Melanesia	PG
1	Locale Display Names	Territories (Oceania)	Melanesia	SB
1	Locale Display Names	Territories (Oceania)	Melanesia	VU
1	Locale Display Names	Territories (Oceania)	Micronesian Region	FM
1	Locale Display Names	Territories (Oceania)	Micronesian Region	GU
1	Locale Display Names	Territories (Oceania)	Micronesian Region	KI
1	Locale Display Names	Territories (Oceania)	Micronesian Region	MH
1	Locale Display Names	Territories (Oceania)	Micronesian Region	MP
1	Locale Display Names	Territories (Oceania)	Micronesian Region	NR
1	Locale Display Names	Territories (Oceania)	Micronesian Region	PW
1	Locale Display Names	Territories (Oceania)	Polynesia	AS
1	Locale Display Names	Territories (Oceania)	Polynesia	CK
1	Locale Display Names	Territories (Oceania)	Polynesia	NU
1	Locale Display Names	Territories (Oceania)	Polynesia	PF
1	Locale Display Names	Territories (Oceania)	Polynesia	PN
1	Locale Display Names	Territories (Oceania)	Polynesia	TK
1	Locale Display Names	Territories (Oceania)	Polynesia	TO
1	Locale Display Names	Territories (Oceania)	Polynesia	TV
1	Locale Display Names	Territories (Oceania)	Polynesia	WF
1	Locale Display Names	Territories (Oceania)	Polynesia	WS
1	Locale Display Names	Territories (Oceania)	Outlying Oceania	AQ
1	Locale Display Names	Territories (Oceania)	Outlying Oceania	AC
1	Locale Display Names	Territories (Oceania)	Outlying Oceania	CP
1	Locale Display Names	Territories (Oceania)	Outlying Oceania	DG
1	Locale Display Names	Territories (Oceania)	Outlying Oceania	TA
1	Locale Display Names	Keys	calendar	calendar-iso8601
1	Date & Time	Fields	Relative Year Short	0
1	Date & Time	Fields	Relative Year Short	1
1	Date & Time	Fields	Relative Year Narrow	0
1	Date & Time	Fields	Relative Year Narrow	1
1	Date & Time	Fields	Relative Month Short	-1
1	Date & Time	Fields	Relative Month Short	0
1	Date & Time	Fields	Relative Month Short	1
1	Date & Time	Fields	Relative Month Narrow	-1
1	Date & Time	Fields	Relative Month Narrow	0
1	Date & Time	Fields	Relative Month Narrow	1
1	Date & Time	Fields	Relative Week Short	-1
1	Date & Time	Fields	Relative Week Short	0
1	Date & Time	Fields	Relative Week Short	1
1	Date & Time	Fields	Relative Week Short	Period
1	Date & Time	Fields	Relative Week Narrow	-1
1	Date & Time	Fields	Relative Week Narrow	0
1	Date & Time	Fields	Relative Week Narrow	1
1	Date & Time	Fields	Relative Week Narrow	Period
1	Miscellaneous	Displaying Lists	Short “Or” List	2
1	Miscellaneous	Displaying Lists	Short “Or” List	end
1	Miscellaneous	Displaying Lists	Narrow “Or” List	2
1	Miscellaneous	Displaying Lists	Narrow “Or” List	end
1	Miscellaneous	Minimal Pairs	Ordinal	other
1	Units	Compound Units	power2	long-one-accusative-dgender
1	Units	Compound Units	power3	long-one-accusative-dgender
1	Miscellaneous	Minimal Pairs	Gender (for measurement units)	inanimate
1	Units	Duration	hour	long-displayName
1	Units	Duration	minute	long-displayName
1	Units	Duration	second	long-displayName
