# Grammatical Features
#Locale	ID	Feature	Usage	Values
Tamil	ta	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental, ablative
Tamil	ta	grammaticalCase	units	nominative, accusative, dative, ablative

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} நாள்	<div class='cldr_example'><span class='cldr_substituted'>1</span> நாள்</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> நாள்</div>
Plural	other	{0} நாட்கள்	<div class='cldr_example'><span class='cldr_substituted'>2</span> நாட்கள்</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> நாட்கள்</div>
Case (for measurement units)	nominative	{0} ரூ. 50 மதிப்புடையது	<div class='cldr_example'><span class='cldr_substituted'>1 சென்டிமீட்டர்</span> ரூ. 50 மதிப்புடையது</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 சென்டிமீட்டரில்</span> ரூ. 50 மதிப்புடையது</div>
Case (for measurement units)	accusative	… என்பதை {0} … ஆல் பெருக்குதல்	<div class='cldr_example'>… என்பதை <span class='cldr_substituted'>1 சென்டிமீட்டரை</span> … ஆல் பெருக்குதல்</div><div class='cldr_example'>❌  … என்பதை <span class='cldr_substituted'>1 சென்டிமீட்டரில்</span> … ஆல் பெருக்குதல்</div>
Case (for measurement units)	dative	… என்பதற்கு {0} …	<div class='cldr_example'>… என்பதற்கு <span class='cldr_substituted'>1 சென்டிமீட்டருக்கு</span> …</div><div class='cldr_example'>❌  … என்பதற்கு <span class='cldr_substituted'>1 சென்டிமீட்டரில்</span> …</div>
Case (for measurement units)	ablative	… என்பதிலிருந்து {0} …	<div class='cldr_example'>… என்பதிலிருந்து <span class='cldr_substituted'>1 சென்டிமீட்டரில்</span> …</div><div class='cldr_example'>❌  … என்பதிலிருந்து <span class='cldr_substituted'>1 சென்டிமீட்டரை</span> …</div>

# Unit Case and Gender Info
#Quantity	Unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for other	Case MP + pattern with 2.0
length	micrometers	nominative	{0} மைக்ரோமீட்டர்	1 மைக்ரோமீட்டர் ரூ. 50 மதிப்புடையது	{0} மைக்ரோமீட்டர்கள்	2 மைக்ரோமீட்டர்கள் ரூ. 50 மதிப்புடையது
length	micrometers	accusative	{0} மைக்ரோமீட்டரை	… என்பதை 1 மைக்ரோமீட்டரை … ஆல் பெருக்குதல்	{0} மைக்ரோமீட்டர்களை	… என்பதை 2 மைக்ரோமீட்டர்களை … ஆல் பெருக்குதல்
length	micrometers	dative	{0} மைக்ரோமீட்டருக்கு	… என்பதற்கு 1 மைக்ரோமீட்டருக்கு …	{0} மைக்ரோமீட்டர்களுக்கு	… என்பதற்கு 2 மைக்ரோமீட்டர்களுக்கு …
length	micrometers	ablative	{0} மைக்ரோமீட்டரில்	… என்பதிலிருந்து 1 மைக்ரோமீட்டரில் …	{0} மைக்ரோமீட்டர்களில்	… என்பதிலிருந்து 2 மைக்ரோமீட்டர்களில் …
length	millimeters	nominative	{0} மில்லிமீட்டர்	1 மில்லிமீட்டர் ரூ. 50 மதிப்புடையது	{0} மில்லிமீட்டர்கள்	2 மில்லிமீட்டர்கள் ரூ. 50 மதிப்புடையது
length	millimeters	accusative	{0} மில்லிமீட்டரை	… என்பதை 1 மில்லிமீட்டரை … ஆல் பெருக்குதல்	{0} மில்லிமீட்டர்களை	… என்பதை 2 மில்லிமீட்டர்களை … ஆல் பெருக்குதல்
length	millimeters	dative	{0} மில்லிமீட்டருக்கு	… என்பதற்கு 1 மில்லிமீட்டருக்கு …	{0} மில்லிமீட்டர்களுக்கு	… என்பதற்கு 2 மில்லிமீட்டர்களுக்கு …
length	millimeters	ablative	{0} மில்லிமீட்டரில்	… என்பதிலிருந்து 1 மில்லிமீட்டரில் …	{0} மில்லிமீட்டர்களில்	… என்பதிலிருந்து 2 மில்லிமீட்டர்களில் …
length	centimeters	nominative	{0} சென்டிமீட்டர்	1 சென்டிமீட்டர் ரூ. 50 மதிப்புடையது	{0} சென்டிமீட்டர்கள்	2 சென்டிமீட்டர்கள் ரூ. 50 மதிப்புடையது
length	centimeters	accusative	{0} சென்டிமீட்டரை	… என்பதை 1 சென்டிமீட்டரை … ஆல் பெருக்குதல்	{0} சென்டிமீட்டர்களை	… என்பதை 2 சென்டிமீட்டர்களை … ஆல் பெருக்குதல்
length	centimeters	dative	{0} சென்டிமீட்டருக்கு	… என்பதற்கு 1 சென்டிமீட்டருக்கு …	{0} சென்டிமீட்டர்களுக்கு	… என்பதற்கு 2 சென்டிமீட்டர்களுக்கு …
length	centimeters	ablative	{0} சென்டிமீட்டரில்	… என்பதிலிருந்து 1 சென்டிமீட்டரில் …	{0} சென்டிமீட்டர்களில்	… என்பதிலிருந்து 2 சென்டிமீட்டர்களில் …
length	decimeters	nominative	{0} டெசிமீட்டர்	1 டெசிமீட்டர் ரூ. 50 மதிப்புடையது	{0} டெசிமீட்டர்கள்	2 டெசிமீட்டர்கள் ரூ. 50 மதிப்புடையது
length	decimeters	accusative	{0} டெசிமீட்டரை	… என்பதை 1 டெசிமீட்டரை … ஆல் பெருக்குதல்	{0} டெசிமீட்டர்களை	… என்பதை 2 டெசிமீட்டர்களை … ஆல் பெருக்குதல்
length	decimeters	dative	{0} டெசிமீட்டருக்கு	… என்பதற்கு 1 டெசிமீட்டருக்கு …	{0} டெசிமீட்டர்களுக்கு	… என்பதற்கு 2 டெசிமீட்டர்களுக்கு …
length	decimeters	ablative	{0} டெசிமீட்டரில்	… என்பதிலிருந்து 1 டெசிமீட்டரில் …	{0} டெசிமீட்டர்களில்	… என்பதிலிருந்து 2 டெசிமீட்டர்களில் …
length	meters	nominative	{0} மீட்டர்	1 மீட்டர் ரூ. 50 மதிப்புடையது	{0} மீட்டர்கள்	2 மீட்டர்கள் ரூ. 50 மதிப்புடையது
length	meters	accusative	{0} மீட்டரை	… என்பதை 1 மீட்டரை … ஆல் பெருக்குதல்	{0} மீட்டர்களை	… என்பதை 2 மீட்டர்களை … ஆல் பெருக்குதல்
length	meters	dative	{0} மீட்டருக்கு	… என்பதற்கு 1 மீட்டருக்கு …	{0} மீட்டர்களுக்கு	… என்பதற்கு 2 மீட்டர்களுக்கு …
length	meters	ablative	{0} மீட்டரில்	… என்பதிலிருந்து 1 மீட்டரில் …	{0} மீட்டர்களில்	… என்பதிலிருந்து 2 மீட்டர்களில் …
length	kilometers	nominative	{0} கிலோமீட்டர்	1 கிலோமீட்டர் ரூ. 50 மதிப்புடையது	{0} கிலோமீட்டர்கள்	2 கிலோமீட்டர்கள் ரூ. 50 மதிப்புடையது
length	kilometers	accusative	{0} கிலோமீட்டரை	… என்பதை 1 கிலோமீட்டரை … ஆல் பெருக்குதல்	{0} கிலோமீட்டர்களை	… என்பதை 2 கிலோமீட்டர்களை … ஆல் பெருக்குதல்
length	kilometers	dative	{0} கிலோமீட்டருக்கு	… என்பதற்கு 1 கிலோமீட்டருக்கு …	{0} கிலோமீட்டர்களுக்கு	… என்பதற்கு 2 கிலோமீட்டர்களுக்கு …
length	kilometers	ablative	{0} கிலோமீட்டரில்	… என்பதிலிருந்து 1 கிலோமீட்டரில் …	{0} கிலோமீட்டர்களில்	… என்பதிலிருந்து 2 கிலோமீட்டர்களில் …
length	mile-scandinavian • ( = 10 km)	nominative	{0} ஸ்கேண்டிநேவியன் மைல்	1 ஸ்கேண்டிநேவியன் மைல் ரூ. 50 மதிப்புடையது	{0} ஸ்கேண்டிநேவியன் மைல்கள்	2 ஸ்கேண்டிநேவியன் மைல்கள் ரூ. 50 மதிப்புடையது
length	mile-scandinavian • ( = 10 km)	accusative	{0} ஸ்கேண்டிநேவியன் மைலை	… என்பதை 1 ஸ்கேண்டிநேவியன் மைலை … ஆல் பெருக்குதல்	{0} ஸ்கேண்டிநேவியன் மைல்களை	… என்பதை 2 ஸ்கேண்டிநேவியன் மைல்களை … ஆல் பெருக்குதல்
length	mile-scandinavian • ( = 10 km)	dative	{0} ஸ்கேண்டிநேவியன் மைலுக்கு	… என்பதற்கு 1 ஸ்கேண்டிநேவியன் மைலுக்கு …	{0} ஸ்கேண்டிநேவியன் மைல்களுக்கு	… என்பதற்கு 2 ஸ்கேண்டிநேவியன் மைல்களுக்கு …
length	mile-scandinavian • ( = 10 km)	ablative	{0} ஸ்கேண்டிநேவியன் மைலில்	… என்பதிலிருந்து 1 ஸ்கேண்டிநேவியன் மைலில் …	{0} ஸ்கேண்டிநேவியன் மைல்களில்	… என்பதிலிருந்து 2 ஸ்கேண்டிநேவியன் மைல்களில் …
luminous-flux	lumen	nominative	{0} லூமன்	1 லூமன் ரூ. 50 மதிப்புடையது	{0} லூமன்	2 லூமன் ரூ. 50 மதிப்புடையது
luminous-flux	lumen	accusative	{0} லூமனை	… என்பதை 1 லூமனை … ஆல் பெருக்குதல்	{0} லூமனை	… என்பதை 2 லூமனை … ஆல் பெருக்குதல்
luminous-flux	lumen	dative	{0} லூமனுக்கு	… என்பதற்கு 1 லூமனுக்கு …	{0} லூமனுக்கு	… என்பதற்கு 2 லூமனுக்கு …
luminous-flux	lumen	ablative	{0} லூமனில்	… என்பதிலிருந்து 1 லூமனில் …	{0} லூமனில்	… என்பதிலிருந்து 2 லூமனில் …
luminous-intensity	candela	nominative	{0} கேண்டலா	1 கேண்டலா ரூ. 50 மதிப்புடையது	{0} கேண்டலா	2 கேண்டலா ரூ. 50 மதிப்புடையது
luminous-intensity	candela	accusative	{0} கேண்டலாவை	… என்பதை 1 கேண்டலாவை … ஆல் பெருக்குதல்	{0} கேண்டலாவை	… என்பதை 2 கேண்டலாவை … ஆல் பெருக்குதல்
luminous-intensity	candela	dative	{0} கேண்டலாவுக்கு	… என்பதற்கு 1 கேண்டலாவுக்கு …	{0} கேண்டலாவுக்கு	… என்பதற்கு 2 கேண்டலாவுக்கு …
luminous-intensity	candela	ablative	{0} கேண்டலாவில்	… என்பதிலிருந்து 1 கேண்டலாவில் …	{0} கேண்டலாவில்	… என்பதிலிருந்து 2 கேண்டலாவில் …
mass	micrograms	nominative	{0} மைக்ரோ கிராம்	1 மைக்ரோ கிராம் ரூ. 50 மதிப்புடையது	{0} மைக்ரோ கிராம்கள்	2 மைக்ரோ கிராம்கள் ரூ. 50 மதிப்புடையது
mass	micrograms	accusative	{0} மைக்ரோ கிராமை	… என்பதை 1 மைக்ரோ கிராமை … ஆல் பெருக்குதல்	{0} மைக்ரோ கிராம்களை	… என்பதை 2 மைக்ரோ கிராம்களை … ஆல் பெருக்குதல்
mass	micrograms	dative	{0} மைக்ரோ கிராமுக்கு	… என்பதற்கு 1 மைக்ரோ கிராமுக்கு …	{0} மைக்ரோ கிராம்களுக்கு	… என்பதற்கு 2 மைக்ரோ கிராம்களுக்கு …
mass	micrograms	ablative	{0} மைக்ரோ கிராமில்	… என்பதிலிருந்து 1 மைக்ரோ கிராமில் …	{0} மைக்ரோ கிராம்களில்	… என்பதிலிருந்து 2 மைக்ரோ கிராம்களில் …
mass	milligrams	nominative	{0} மில்லி கிராம்	1 மில்லி கிராம் ரூ. 50 மதிப்புடையது	{0} மில்லி கிராம்கள்	2 மில்லி கிராம்கள் ரூ. 50 மதிப்புடையது
mass	milligrams	accusative	{0} மில்லி கிராமை	… என்பதை 1 மில்லி கிராமை … ஆல் பெருக்குதல்	{0} மில்லி கிராம்களை	… என்பதை 2 மில்லி கிராம்களை … ஆல் பெருக்குதல்
mass	milligrams	dative	{0} மில்லி கிராமுக்கு	… என்பதற்கு 1 மில்லி கிராமுக்கு …	{0} மில்லி கிராம்களுக்கு	… என்பதற்கு 2 மில்லி கிராம்களுக்கு …
mass	milligrams	ablative	{0} மில்லி கிராமில்	… என்பதிலிருந்து 1 மில்லி கிராமில் …	{0} மில்லி கிராம்களில்	… என்பதிலிருந்து 2 மில்லி கிராம்களில் …
mass	carat • ( = 200 mg)	nominative	{0} கேரட்	1 கேரட் ரூ. 50 மதிப்புடையது	{0} கேரட்கள்	2 கேரட்கள் ரூ. 50 மதிப்புடையது
mass	carat • ( = 200 mg)	accusative	{0} கேரட்டை	… என்பதை 1 கேரட்டை … ஆல் பெருக்குதல்	{0} கேரட்களை	… என்பதை 2 கேரட்களை … ஆல் பெருக்குதல்
mass	carat • ( = 200 mg)	dative	{0} கேரட்டுக்கு	… என்பதற்கு 1 கேரட்டுக்கு …	{0} கேரட்களுக்கு	… என்பதற்கு 2 கேரட்களுக்கு …
mass	carat • ( = 200 mg)	ablative	{0} கேரட்டில்	… என்பதிலிருந்து 1 கேரட்டில் …	{0} கேரட்களில்	… என்பதிலிருந்து 2 கேரட்களில் …
mass	grams	nominative	{0} கிராம்	1 கிராம் ரூ. 50 மதிப்புடையது	{0} கிராம்கள்	2 கிராம்கள் ரூ. 50 மதிப்புடையது
mass	grams	accusative	{0} கிராமை	… என்பதை 1 கிராமை … ஆல் பெருக்குதல்	{0} கிராம்களை	… என்பதை 2 கிராம்களை … ஆல் பெருக்குதல்
mass	grams	dative	{0} கிராமுக்கு	… என்பதற்கு 1 கிராமுக்கு …	{0} கிராம்களுக்கு	… என்பதற்கு 2 கிராம்களுக்கு …
mass	grams	ablative	{0} கிராமில்	… என்பதிலிருந்து 1 கிராமில் …	{0} கிராம்களில்	… என்பதிலிருந்து 2 கிராம்களில் …
mass	kilograms	nominative	{0} கிலோகிராம்	1 கிலோகிராம் ரூ. 50 மதிப்புடையது	{0} கிலோகிராம்கள்	2 கிலோகிராம்கள் ரூ. 50 மதிப்புடையது
mass	kilograms	accusative	{0} கிலோகிராமை	… என்பதை 1 கிலோகிராமை … ஆல் பெருக்குதல்	{0} கிலோகிராம்களை	… என்பதை 2 கிலோகிராம்களை … ஆல் பெருக்குதல்
mass	kilograms	dative	{0} கிலோகிராமுக்கு	… என்பதற்கு 1 கிலோகிராமுக்கு …	{0} கிலோகிராம்களுக்கு	… என்பதற்கு 2 கிலோகிராம்களுக்கு …
mass	kilograms	ablative	{0} கிலோகிராமில்	… என்பதிலிருந்து 1 கிலோகிராமில் …	{0} கிலோகிராம்களில்	… என்பதிலிருந்து 2 கிலோகிராம்களில் …
mass	metric tons	nominative	{0} மெட்ரிக் டன்	1 மெட்ரிக் டன் ரூ. 50 மதிப்புடையது	{0} மெட்ரிக் டன்கள்	2 மெட்ரிக் டன்கள் ரூ. 50 மதிப்புடையது
mass	metric tons	accusative	{0} மெட்ரிக் டன்னை	… என்பதை 1 மெட்ரிக் டன்னை … ஆல் பெருக்குதல்	{0} மெட்ரிக் டன்களை	… என்பதை 2 மெட்ரிக் டன்களை … ஆல் பெருக்குதல்
mass	metric tons	dative	{0} மெட்ரிக் டன்னுக்கு	… என்பதற்கு 1 மெட்ரிக் டன்னுக்கு …	{0} மெட்ரிக் டன்களுக்கு	… என்பதற்கு 2 மெட்ரிக் டன்களுக்கு …
mass	metric tons	ablative	{0} மெட்ரிக் டன்னில்	… என்பதிலிருந்து 1 மெட்ரிக் டன்னில் …	{0} மெட்ரிக் டன்களில்	… என்பதிலிருந்து 2 மெட்ரிக் டன்களில் …
portion	parts per million	nominative	{0} பகுதி/மில்லியன்	1 பகுதி/மில்லியன் ரூ. 50 மதிப்புடையது	{0} பகுதிகள்/மில்லியன்	2 பகுதிகள்/மில்லியன் ரூ. 50 மதிப்புடையது
portion	parts per million	accusative	{0} பகுதி/மில்லியனை	… என்பதை 1 பகுதி/மில்லியனை … ஆல் பெருக்குதல்	{0} பகுதிகள்/மில்லியனை	… என்பதை 2 பகுதிகள்/மில்லியனை … ஆல் பெருக்குதல்
portion	parts per million	dative	{0} பகுதி/மில்லியனுக்கு	… என்பதற்கு 1 பகுதி/மில்லியனுக்கு …	{0} பகுதிகள்/மில்லியனுக்கு	… என்பதற்கு 2 பகுதிகள்/மில்லியனுக்கு …
portion	parts per million	ablative	{0} பகுதி/மில்லியனில்	… என்பதிலிருந்து 1 பகுதி/மில்லியனில் …	{0} பகுதிகள்/மில்லியனில்	… என்பதிலிருந்து 2 பகுதிகள்/மில்லியனில் …
portion	permyriad	nominative	{0} பெர்மிரியட்	1 பெர்மிரியட் ரூ. 50 மதிப்புடையது	{0} பெர்மிரியட்	2 பெர்மிரியட் ரூ. 50 மதிப்புடையது
portion	permyriad	accusative	{0} பெர்மிரியட்டை	… என்பதை 1 பெர்மிரியட்டை … ஆல் பெருக்குதல்	{0} பெர்மிரியட்டை	… என்பதை 2 பெர்மிரியட்டை … ஆல் பெருக்குதல்
portion	permyriad	dative	{0} பெர்மிரியட்டுக்கு	… என்பதற்கு 1 பெர்மிரியட்டுக்கு …	{0} பெர்மிரியட்டுக்கு	… என்பதற்கு 2 பெர்மிரியட்டுக்கு …
portion	permyriad	ablative	{0} பெர்மிரியட்டில்	… என்பதிலிருந்து 1 பெர்மிரியட்டில் …	{0} பெர்மிரியட்டில்	… என்பதிலிருந்து 2 பெர்மிரியட்டில் …
portion	permille	nominative	மில்லி ஒன்றுக்கு {0}	மில்லி ஒன்றுக்கு 1 ரூ. 50 மதிப்புடையது	மில்லி ஒன்றுக்கு {0}	மில்லி ஒன்றுக்கு 2 ரூ. 50 மதிப்புடையது
portion	permille	accusative	மில்லி ஒன்றுக்கு {0} என்பதை	… என்பதை மில்லி ஒன்றுக்கு 1 என்பதை … ஆல் பெருக்குதல்	மில்லி ஒன்றுக்கு {0} என்பதை	… என்பதை மில்லி ஒன்றுக்கு 2 என்பதை … ஆல் பெருக்குதல்
portion	permille	dative	மில்லி ஒன்றுக்கு {0} என்பதற்கு	… என்பதற்கு மில்லி ஒன்றுக்கு 1 என்பதற்கு …	மில்லி ஒன்றுக்கு {0} என்பதற்கு	… என்பதற்கு மில்லி ஒன்றுக்கு 2 என்பதற்கு …
portion	permille	ablative	மில்லி ஒன்றுக்கு {0} என்பதில்	… என்பதிலிருந்து மில்லி ஒன்றுக்கு 1 என்பதில் …	மில்லி ஒன்றுக்கு {0} என்பதில்	… என்பதிலிருந்து மில்லி ஒன்றுக்கு 2 என்பதில் …
portion	percent	nominative	{0} சதவீதம்	1 சதவீதம் ரூ. 50 மதிப்புடையது	{0} சதவீதம்	2 சதவீதம் ரூ. 50 மதிப்புடையது
portion	percent	accusative	{0} சதவீதத்தை	… என்பதை 1 சதவீதத்தை … ஆல் பெருக்குதல்	{0} சதவீதத்தை	… என்பதை 2 சதவீதத்தை … ஆல் பெருக்குதல்
portion	percent	dative	{0} சதவீதத்திற்கு	… என்பதற்கு 1 சதவீதத்திற்கு …	{0} சதவீதத்திற்கு	… என்பதற்கு 2 சதவீதத்திற்கு …
portion	percent	ablative	{0} சதவீதத்தில்	… என்பதிலிருந்து 1 சதவீதத்தில் …	{0} சதவீதத்தில்	… என்பதிலிருந்து 2 சதவீதத்தில் …
portion	karat • ( = 4.1˙6%)	nominative	{0} காரட்	1 காரட் ரூ. 50 மதிப்புடையது	{0} காரட்கள்	2 காரட்கள் ரூ. 50 மதிப்புடையது
portion	karat • ( = 4.1˙6%)	accusative	{0} காரட்டை	… என்பதை 1 காரட்டை … ஆல் பெருக்குதல்	{0} காரட்களை	… என்பதை 2 காரட்களை … ஆல் பெருக்குதல்
portion	karat • ( = 4.1˙6%)	dative	{0} காரட்டுக்கு	… என்பதற்கு 1 காரட்டுக்கு …	{0} காரட்களுக்கு	… என்பதற்கு 2 காரட்களுக்கு …
portion	karat • ( = 4.1˙6%)	ablative	{0} காரட்டில்	… என்பதிலிருந்து 1 காரட்டில் …	{0} காரட்களில்	… என்பதிலிருந்து 2 காரட்களில் …
power	milliwatts	nominative	{0} மில்லிவாட்	1 மில்லிவாட் ரூ. 50 மதிப்புடையது	{0} மில்லிவாட்ஸ்	2 மில்லிவாட்ஸ் ரூ. 50 மதிப்புடையது
power	milliwatts	accusative	{0} மில்லிவாட்டை	… என்பதை 1 மில்லிவாட்டை … ஆல் பெருக்குதல்	{0} மில்லிவாட்ஸை	… என்பதை 2 மில்லிவாட்ஸை … ஆல் பெருக்குதல்
power	milliwatts	dative	{0} மில்லிவாட்டுக்கு	… என்பதற்கு 1 மில்லிவாட்டுக்கு …	{0} மில்லிவாட்ஸுக்கு	… என்பதற்கு 2 மில்லிவாட்ஸுக்கு …
power	milliwatts	ablative	{0} மில்லிவாட்டில்	… என்பதிலிருந்து 1 மில்லிவாட்டில் …	{0} மில்லிவாட்ஸில்	… என்பதிலிருந்து 2 மில்லிவாட்ஸில் …
power	watts	nominative	{0} வாட்	1 வாட் ரூ. 50 மதிப்புடையது	{0} வாட்ஸ்	2 வாட்ஸ் ரூ. 50 மதிப்புடையது
power	watts	accusative	{0} வாட்டை	… என்பதை 1 வாட்டை … ஆல் பெருக்குதல்	{0} வாட்ஸை	… என்பதை 2 வாட்ஸை … ஆல் பெருக்குதல்
power	watts	dative	{0} வாட்டுக்கு	… என்பதற்கு 1 வாட்டுக்கு …	{0} வாட்ஸுக்கு	… என்பதற்கு 2 வாட்ஸுக்கு …
power	watts	ablative	{0} வாட்டில்	… என்பதிலிருந்து 1 வாட்டில் …	{0} வாட்ஸில்	… என்பதிலிருந்து 2 வாட்ஸில் …
power	kilowatts	nominative	{0} கிலோவாட்	1 கிலோவாட் ரூ. 50 மதிப்புடையது	{0} கிலோவாட்கள்	2 கிலோவாட்கள் ரூ. 50 மதிப்புடையது
power	kilowatts	accusative	{0} கிலோவாட்டை	… என்பதை 1 கிலோவாட்டை … ஆல் பெருக்குதல்	{0} கிலோவாட்களை	… என்பதை 2 கிலோவாட்களை … ஆல் பெருக்குதல்
power	kilowatts	dative	{0} கிலோவாட்டுக்கு	… என்பதற்கு 1 கிலோவாட்டுக்கு …	{0} கிலோவாட்களுக்கு	… என்பதற்கு 2 கிலோவாட்களுக்கு …
power	kilowatts	ablative	{0} கிலோவாட்டில்	… என்பதிலிருந்து 1 கிலோவாட்டில் …	{0} கிலோவாட்களில்	… என்பதிலிருந்து 2 கிலோவாட்களில் …
power	megawatts	nominative	{0} மெகாவாட்	1 மெகாவாட் ரூ. 50 மதிப்புடையது	{0} மெகாவாட்ஸ்	2 மெகாவாட்ஸ் ரூ. 50 மதிப்புடையது
power	megawatts	accusative	{0} மெகாவாட்டை	… என்பதை 1 மெகாவாட்டை … ஆல் பெருக்குதல்	{0} மெகாவாட்ஸை	… என்பதை 2 மெகாவாட்ஸை … ஆல் பெருக்குதல்
power	megawatts	dative	{0} மெகாவாட்டுக்கு	… என்பதற்கு 1 மெகாவாட்டுக்கு …	{0} மெகாவாட்ஸுக்கு	… என்பதற்கு 2 மெகாவாட்ஸுக்கு …
power	megawatts	ablative	{0} மெகாவாட்டில்	… என்பதிலிருந்து 1 மெகாவாட்டில் …	{0} மெகாவாட்ஸில்	… என்பதிலிருந்து 2 மெகாவாட்ஸில் …
power	gigawatts	nominative	{0} கிகாவாட்	1 கிகாவாட் ரூ. 50 மதிப்புடையது	{0} கிகாவாட்ஸ்	2 கிகாவாட்ஸ் ரூ. 50 மதிப்புடையது
power	gigawatts	accusative	{0} கிகாவாட்டை	… என்பதை 1 கிகாவாட்டை … ஆல் பெருக்குதல்	{0} கிகாவாட்ஸை	… என்பதை 2 கிகாவாட்ஸை … ஆல் பெருக்குதல்
power	gigawatts	dative	{0} கிகாவாட்டுக்கு	… என்பதற்கு 1 கிகாவாட்டுக்கு …	{0} கிகாவாட்ஸுக்கு	… என்பதற்கு 2 கிகாவாட்ஸுக்கு …
power	gigawatts	ablative	{0} கிகாவாட்டில்	… என்பதிலிருந்து 1 கிகாவாட்டில் …	{0} கிகாவாட்ஸில்	… என்பதிலிருந்து 2 கிகாவாட்ஸில் …
pressure	pascals	nominative	{0} பாஸ்கல்	1 பாஸ்கல் ரூ. 50 மதிப்புடையது	{0} பாஸ்கல்கள்	2 பாஸ்கல்கள் ரூ. 50 மதிப்புடையது
pressure	pascals	accusative	{0} பாஸ்கலை	… என்பதை 1 பாஸ்கலை … ஆல் பெருக்குதல்	{0} பாஸ்கல்களை	… என்பதை 2 பாஸ்கல்களை … ஆல் பெருக்குதல்
pressure	pascals	dative	{0} பாஸ்கலுக்கு	… என்பதற்கு 1 பாஸ்கலுக்கு …	{0} பாஸ்கல்களுக்கு	… என்பதற்கு 2 பாஸ்கல்களுக்கு …
pressure	pascals	ablative	{0} பாஸ்கலில்	… என்பதிலிருந்து 1 பாஸ்கலில் …	{0} பாஸ்கல்களில்	… என்பதிலிருந்து 2 பாஸ்கல்களில் …
pressure	hectopascal • ( = 1 mbar)	nominative	{0} ஹெக்டோபாஸ்கல்	1 ஹெக்டோபாஸ்கல் ரூ. 50 மதிப்புடையது	{0} ஹெக்டோபாஸ்கல்	2 ஹெக்டோபாஸ்கல் ரூ. 50 மதிப்புடையது
pressure	hectopascal • ( = 1 mbar)	accusative	{0} ஹெக்டோபாஸ்கலை	… என்பதை 1 ஹெக்டோபாஸ்கலை … ஆல் பெருக்குதல்	{0} ஹெக்டோபாஸ்கலை	… என்பதை 2 ஹெக்டோபாஸ்கலை … ஆல் பெருக்குதல்
pressure	hectopascal • ( = 1 mbar)	dative	{0} ஹெக்டோபாஸ்கலுக்கு	… என்பதற்கு 1 ஹெக்டோபாஸ்கலுக்கு …	{0} ஹெக்டோபாஸ்கலுக்கு	… என்பதற்கு 2 ஹெக்டோபாஸ்கலுக்கு …
pressure	hectopascal • ( = 1 mbar)	ablative	{0} ஹெக்டோபாஸ்கலில்	… என்பதிலிருந்து 1 ஹெக்டோபாஸ்கலில் …	{0} ஹெக்டோபாஸ்கலில்	… என்பதிலிருந்து 2 ஹெக்டோபாஸ்கலில் …
pressure	millibars	nominative	{0} மில்லிபார்	1 மில்லிபார் ரூ. 50 மதிப்புடையது	{0} மில்லிபார்கள்	2 மில்லிபார்கள் ரூ. 50 மதிப்புடையது
pressure	millibars	accusative	{0} மில்லிபாரை	… என்பதை 1 மில்லிபாரை … ஆல் பெருக்குதல்	{0} மில்லிபார்களை	… என்பதை 2 மில்லிபார்களை … ஆல் பெருக்குதல்
pressure	millibars	dative	{0} மில்லிபாருக்கு	… என்பதற்கு 1 மில்லிபாருக்கு …	{0} மில்லிபார்களுக்கு	… என்பதற்கு 2 மில்லிபார்களுக்கு …
pressure	millibars	ablative	{0} மில்லிபாரில்	… என்பதிலிருந்து 1 மில்லிபாரில் …	{0} மில்லிபார்களில்	… என்பதிலிருந்து 2 மில்லிபார்களில் …
pressure	kilopascals	nominative	{0} கிலோபாஸ்கல்	1 கிலோபாஸ்கல் ரூ. 50 மதிப்புடையது	{0} கிலோபாஸ்கல்ஸ்	2 கிலோபாஸ்கல்ஸ் ரூ. 50 மதிப்புடையது
pressure	kilopascals	accusative	{0} கிலோபாஸ்கலை	… என்பதை 1 கிலோபாஸ்கலை … ஆல் பெருக்குதல்	{0} கிலோபாஸ்கல்ஸை	… என்பதை 2 கிலோபாஸ்கல்ஸை … ஆல் பெருக்குதல்
pressure	kilopascals	dative	{0} கிலோபாஸ்கலுக்கு	… என்பதற்கு 1 கிலோபாஸ்கலுக்கு …	{0} கிலோபாஸ்கல்ஸுக்கு	… என்பதற்கு 2 கிலோபாஸ்கல்ஸுக்கு …
pressure	kilopascals	ablative	{0} கிலோபாஸ்கலில்	… என்பதிலிருந்து 1 கிலோபாஸ்கலில் …	{0} கிலோபாஸ்கல்ஸில்	… என்பதிலிருந்து 2 கிலோபாஸ்கல்ஸில் …
pressure	bars	nominative	{0} பார்	1 பார் ரூ. 50 மதிப்புடையது	{0} பார்கள்	2 பார்கள் ரூ. 50 மதிப்புடையது
pressure	bars	accusative	{0} பார்-ஐ	… என்பதை 1 பார்-ஐ … ஆல் பெருக்குதல்	{0} பார்களை	… என்பதை 2 பார்களை … ஆல் பெருக்குதல்
