# Count	Section	Page	Subhead	Code

15	Numbers	Compact Decimal Formatting	Short Currency 	15-digits-short-other
1	Units	Area	square-kilometer	long-other-nominative
1	Units	Area	square-kilometer	short-one-nominative
1	Units	Area	square-kilometer	short-other-nominative
1	Units	Area	hectare	long-one-nominative
1	Units	Area	hectare	long-other-nominative
1	Units	Area	hectare	short-one-nominative
1	Units	Area	hectare	short-other-nominative
1	Units	Area	square-meter	long-one-nominative
1	Units	Area	square-meter	long-other-nominative
1	Units	Area	square-meter	short-one-nominative
1	Units	Area	square-meter	short-other-nominative
1	Units	Area	square-centimeter	long-one-nominative
1	Units	Area	square-centimeter	long-other-nominative
1	Units	Area	square-centimeter	short-one-nominative
1	Units	Area	square-centimeter	short-other-nominative
1	Units	Area	square-mile	long-one-nominative
1	Units	Area	square-mile	long-other-nominative
1	Units	Area	square-mile	short-one-nominative
1	Units	Area	square-mile	short-other-nominative
1	Units	Area	acre	long-one-nominative
1	Units	Area	acre	long-other-nominative
1	Units	Area	acre	short-one-nominative
1	Units	Area	acre	short-other-nominative
1	Units	Area	square-yard	long-one-nominative
1	Units	Area	square-yard	long-other-nominative
1	Units	Area	square-yard	short-one-nominative
1	Units	Area	square-yard	short-other-nominative
1	Units	Area	square-foot	long-one-nominative
1	Units	Area	square-foot	long-other-nominative
1	Units	Area	square-foot	short-other-nominative
1	Units	Area	square-inch	long-one-nominative
1	Units	Area	square-inch	long-other-nominative
1	Units	Area	square-inch	short-one-nominative
1	Units	Area	square-inch	short-other-nominative
1	Units	Area	dunam	short-one-nominative
1	Units	Volume Metric	cubic-kilometer	long-one-nominative
1	Units	Volume Metric	cubic-kilometer	long-other-nominative
1	Units	Volume Metric	cubic-kilometer	short-one-nominative
1	Units	Volume Metric	cubic-kilometer	short-other-nominative
1	Units	Volume Metric	cubic-meter	long-one-nominative
1	Units	Volume Metric	cubic-meter	long-other-nominative
1	Units	Volume Metric	cubic-meter	short-one-nominative
1	Units	Volume Metric	cubic-meter	short-other-nominative
1	Units	Volume Metric	cubic-centimeter	long-one-nominative
1	Units	Volume Metric	cubic-centimeter	long-other-nominative
1	Units	Volume Metric	cubic-centimeter	short-one-nominative
1	Units	Volume Metric	cubic-centimeter	short-other-nominative
1	Units	Volume Metric	megaliter	long-one-nominative
1	Units	Volume Metric	megaliter	long-other-nominative
1	Units	Volume Metric	megaliter	short-one-nominative
1	Units	Volume Metric	megaliter	short-other-nominative
1	Units	Volume Metric	hectoliter	long-one-nominative
1	Units	Volume Metric	hectoliter	long-other-nominative
1	Units	Volume Metric	hectoliter	short-one-nominative
1	Units	Volume Metric	hectoliter	short-other-nominative
1	Units	Volume Metric	liter	long-one-nominative
1	Units	Volume Metric	liter	long-other-nominative
1	Units	Volume Metric	liter	short-one-nominative
1	Units	Volume Metric	liter	short-other-nominative
1	Units	Volume Metric	deciliter	long-one-nominative
1	Units	Volume Metric	deciliter	long-other-nominative
1	Units	Volume Metric	deciliter	short-one-nominative
1	Units	Volume Metric	deciliter	short-other-nominative
1	Units	Volume Metric	centiliter	long-one-nominative
1	Units	Volume Metric	centiliter	long-other-nominative
1	Units	Volume Metric	centiliter	short-one-nominative
1	Units	Volume Metric	centiliter	short-other-nominative
1	Units	Volume Metric	milliliter	long-one-nominative
1	Units	Volume Metric	milliliter	long-other-nominative
1	Units	Volume Metric	milliliter	short-one-nominative
1	Units	Volume Metric	milliliter	short-other-nominative
1	Units	Volume Metric	pint-metric	long-one-nominative
1	Units	Volume Metric	pint-metric	long-other-nominative
1	Units	Volume Metric	pint-metric	short-one-nominative
1	Units	Volume Metric	pint-metric	short-other-nominative
1	Units	Volume Metric	cup-metric	long-one-nominative
1	Units	Volume Metric	cup-metric	long-other-nominative
1	Units	Volume Metric	cup-metric	short-one-nominative
1	Units	Volume Metric	cup-metric	short-other-nominative
1	Units	Volume US	cubic-mile	long-one-nominative
1	Units	Volume US	cubic-mile	long-other-nominative
1	Units	Volume US	cubic-mile	short-one-nominative
1	Units	Volume US	cubic-mile	short-other-nominative
1	Units	Volume US	cubic-yard	long-other-nominative
1	Units	Volume US	cubic-yard	short-other-nominative
1	Units	Volume US	cubic-foot	long-one-nominative
1	Units	Volume US	cubic-foot	long-other-nominative
1	Units	Volume US	cubic-inch	long-one-nominative
1	Units	Volume US	cubic-inch	long-other-nominative
1	Units	Volume US	cubic-inch	short-one-nominative
1	Units	Volume US	cubic-inch	short-other-nominative
1	Units	Volume US	acre-foot	long-one-nominative
1	Units	Volume US	acre-foot	long-other-nominative
1	Units	Volume US	acre-foot	short-one-nominative
1	Units	Volume US	acre-foot	short-other-nominative
1	Units	Volume US	gallon	long-one-nominative
1	Units	Volume US	gallon	long-other-nominative
1	Units	Volume US	gallon	short-one-nominative
1	Units	Volume US	gallon	short-other-nominative
1	Units	Volume US	quart	long-one-nominative
1	Units	Volume US	quart	long-other-nominative
1	Units	Volume US	quart	short-other-nominative
1	Units	Volume US	pint	long-one-nominative
1	Units	Volume US	pint	long-other-nominative
1	Units	Volume US	pint	short-one-nominative
1	Units	Volume US	pint	short-other-nominative
1	Units	Volume US	cup	long-one-nominative
1	Units	Volume US	cup	long-other-nominative
1	Units	Volume US	cup	short-one-nominative
1	Units	Volume US	cup	short-other-nominative
1	Units	Volume US	fluid-ounce	long-one-nominative
1	Units	Volume US	fluid-ounce	long-other-nominative
1	Units	Volume US	fluid-ounce	short-other-nominative
1	Units	Volume US	tablespoon	long-one-nominative
1	Units	Volume US	tablespoon	long-other-nominative
1	Units	Volume US	tablespoon	short-one-nominative
1	Units	Volume US	tablespoon	short-other-nominative
1	Units	Volume US	teaspoon	long-one-nominative
1	Units	Volume US	teaspoon	long-other-nominative
1	Units	Volume US	teaspoon	short-other-nominative
1	Units	Volume US	barrel	short-one-nominative
1	Units	Volume US	barrel	short-other-nominative
1	Units	Volume US	dessert-spoon	long-one-nominative
1	Units	Volume US	dessert-spoon	long-other-nominative
1	Units	Volume US	dessert-spoon	short-one-nominative
1	Units	Volume US	dessert-spoon	short-other-nominative
1	Units	Volume US	drop	long-one-nominative
1	Units	Volume US	drop	long-other-nominative
1	Units	Volume US	drop	short-one-nominative
1	Units	Volume US	drop	short-other-nominative
1	Units	Volume US	dram	long-one-nominative
1	Units	Volume US	dram	long-other-nominative
1	Units	Volume US	dram	short-one-nominative
1	Units	Volume US	dram	short-other-nominative
1	Units	Volume US	jigger	long-one-nominative
1	Units	Volume US	jigger	long-other-nominative
1	Units	Volume US	jigger	short-one-nominative
1	Units	Volume US	jigger	short-other-nominative
1	Units	Volume US	pinch	long-one-nominative
1	Units	Volume US	pinch	long-other-nominative
1	Units	Volume US	pinch	short-one-nominative
1	Units	Volume US	pinch	short-other-nominative
1	Units	Volume Other	fluid-ounce-imperial	short-one-nominative
1	Units	Volume Other	fluid-ounce-imperial	short-other-nominative
1	Units	Volume Other	dessert-spoon-imperial	long-one-nominative
1	Units	Volume Other	dessert-spoon-imperial	long-other-nominative
1	Units	Volume Other	dessert-spoon-imperial	short-one-nominative
1	Units	Volume Other	dessert-spoon-imperial	short-other-nominative
1	Units	Speed and Acceleration	kilometer-per-hour	short-one-nominative
1	Units	Speed and Acceleration	kilometer-per-hour	short-other-nominative
1	Units	Speed and Acceleration	knot	short-one-nominative
1	Units	Speed and Acceleration	knot	short-other-nominative
1	Units	Speed and Acceleration	beaufort	long-one-nominative
1	Units	Speed and Acceleration	beaufort	long-other-nominative
1	Units	Mass and Weight	kilogram	short-one-nominative
1	Units	Mass and Weight	kilogram	short-other-nominative
1	Units	Mass and Weight	pound	long-one-nominative
1	Units	Mass and Weight	pound	long-other-nominative
1	Units	Mass and Weight	pound	short-one-nominative
1	Units	Mass and Weight	pound	short-other-nominative
1	Units	Mass and Weight	dalton	short-one-nominative
1	Units	Mass and Weight	dalton	short-other-nominative
1	Units	Energy and Power	therm-us	long-one-nominative
1	Units	Energy and Power	therm-us	long-other-nominative
1	Units	Energy and Power	therm-us	short-one-nominative
1	Units	Energy and Power	therm-us	short-other-nominative
1	Units	Energy and Power	megawatt	long-one-nominative
1	Units	Energy and Power	megawatt	long-other-nominative
1	Units	Energy and Power	megawatt	short-one-nominative
1	Units	Energy and Power	megawatt	short-other-nominative
1	Units	Energy and Power	kilowatt	long-one-nominative
1	Units	Energy and Power	kilowatt	long-other-nominative
1	Units	Energy and Power	kilowatt	short-one-nominative
1	Units	Energy and Power	kilowatt	short-other-nominative
1	Units	Energy and Power	watt	long-one-nominative
1	Units	Energy and Power	watt	long-other-nominative
1	Units	Energy and Power	watt	short-one-nominative
1	Units	Energy and Power	watt	short-other-nominative
1	Units	Energy and Power	milliwatt	long-one-nominative
1	Units	Energy and Power	milliwatt	long-other-nominative
1	Units	Energy and Power	milliwatt	short-one-nominative
1	Units	Energy and Power	milliwatt	short-other-nominative
1	Units	Electrical and Frequency	ampere	long-other-nominative
1	Units	Electrical and Frequency	ampere	short-one-nominative
1	Units	Electrical and Frequency	ampere	short-other-nominative
1	Units	Electrical and Frequency	milliampere	long-one-nominative
1	Units	Electrical and Frequency	milliampere	long-other-nominative
1	Units	Electrical and Frequency	milliampere	short-other-nominative
1	Units	Electrical and Frequency	ohm	long-one-nominative
1	Units	Electrical and Frequency	ohm	long-other-nominative
1	Units	Electrical and Frequency	ohm	short-one-nominative
1	Units	Electrical and Frequency	ohm	short-other-nominative
1	Units	Electrical and Frequency	volt	long-one-nominative
1	Units	Electrical and Frequency	volt	long-other-nominative
1	Units	Electrical and Frequency	volt	short-one-nominative
1	Units	Electrical and Frequency	volt	short-other-nominative
1	Units	Electrical and Frequency	gigahertz	long-one-nominative
1	Units	Electrical and Frequency	gigahertz	long-other-nominative
1	Units	Electrical and Frequency	gigahertz	short-one-nominative
1	Units	Electrical and Frequency	gigahertz	short-other-nominative
1	Units	Electrical and Frequency	megahertz	long-one-nominative
1	Units	Electrical and Frequency	megahertz	long-other-nominative
1	Units	Electrical and Frequency	megahertz	short-one-nominative
1	Units	Electrical and Frequency	megahertz	short-other-nominative
1	Units	Electrical and Frequency	kilohertz	long-one-nominative
1	Units	Electrical and Frequency	kilohertz	long-other-nominative
1	Units	Electrical and Frequency	kilohertz	short-one-nominative
1	Units	Electrical and Frequency	kilohertz	short-other-nominative
1	Units	Electrical and Frequency	hertz	long-one-nominative
1	Units	Electrical and Frequency	hertz	long-other-nominative
1	Units	Electrical and Frequency	hertz	short-one-nominative
1	Units	Electrical and Frequency	hertz	short-other-nominative
1	Units	Weather	pound-force-per-square-inch	long-one-nominative
1	Units	Weather	pound-force-per-square-inch	long-other-nominative
1	Units	Weather	pound-force-per-square-inch	short-other-nominative
1	Units	Weather	inch-ofhg	long-one-nominative
1	Units	Weather	inch-ofhg	long-other-nominative
1	Units	Weather	bar	long-one-nominative
1	Units	Weather	bar	long-other-nominative
1	Units	Weather	bar	short-one-nominative
1	Units	Weather	bar	short-other-nominative
1	Units	Weather	millibar	long-one-nominative
1	Units	Weather	millibar	long-other-nominative
1	Units	Weather	millibar	short-one-nominative
1	Units	Weather	millibar	short-other-nominative
1	Units	Weather	atmosphere	long-one-nominative
1	Units	Weather	atmosphere	long-other-nominative
1	Units	Weather	atmosphere	short-one-nominative
1	Units	Weather	atmosphere	short-other-nominative
1	Units	Weather	pascal	long-one-nominative
1	Units	Weather	pascal	long-other-nominative
1	Units	Weather	hectopascal	long-one-nominative
1	Units	Weather	hectopascal	long-other-nominative
1	Units	Weather	hectopascal	short-one-nominative
1	Units	Weather	hectopascal	short-other-nominative
1	Units	Weather	kilopascal	short-one-nominative
1	Units	Weather	kilopascal	short-other-nominative
1	Units	Weather	megapascal	short-one-nominative
1	Units	Weather	megapascal	short-other-nominative
1	Units	Weather	celsius	long-one-nominative
1	Units	Weather	celsius	long-other-nominative
1	Units	Weather	celsius	narrow-one-nominative
1	Units	Weather	celsius	narrow-other-nominative
1	Units	Weather	fahrenheit	long-one-nominative
1	Units	Weather	fahrenheit	long-other-nominative
1	Units	Weather	fahrenheit	short-one-nominative
1	Units	Weather	fahrenheit	short-other-nominative
1	Units	Weather	kelvin	short-one-nominative
1	Units	Weather	kelvin	short-other-nominative
1	Units	Digital	petabyte	short-one-nominative
1	Units	Digital	petabyte	short-other-nominative
1	Units	Digital	terabyte	long-one-nominative
1	Units	Digital	terabyte	long-other-nominative
1	Units	Digital	terabyte	short-one-nominative
1	Units	Digital	terabyte	short-other-nominative
1	Units	Digital	terabit	long-one-nominative
1	Units	Digital	terabit	long-other-nominative
1	Units	Digital	terabit	short-one-nominative
1	Units	Digital	terabit	short-other-nominative
1	Units	Digital	gigabyte	long-one-nominative
1	Units	Digital	gigabyte	long-other-nominative
1	Units	Digital	gigabyte	short-one-nominative
1	Units	Digital	gigabyte	short-other-nominative
1	Units	Digital	gigabit	long-one-nominative
1	Units	Digital	gigabit	long-other-nominative
1	Units	Digital	gigabit	short-one-nominative
1	Units	Digital	gigabit	short-other-nominative
1	Units	Digital	megabyte	long-one-nominative
1	Units	Digital	megabyte	long-other-nominative
1	Units	Digital	megabyte	short-one-nominative
1	Units	Digital	megabyte	short-other-nominative
1	Units	Digital	megabit	long-one-nominative
1	Units	Digital	megabit	long-other-nominative
1	Units	Digital	megabit	short-one-nominative
1	Units	Digital	megabit	short-other-nominative
1	Units	Digital	kilobyte	long-one-nominative
1	Units	Digital	kilobyte	long-other-nominative
1	Units	Digital	kilobyte	short-one-nominative
1	Units	Digital	kilobyte	short-other-nominative
1	Units	Digital	kilobit	long-one-nominative
1	Units	Digital	kilobit	long-other-nominative
1	Units	Digital	kilobit	short-one-nominative
1	Units	Digital	kilobit	short-other-nominative
1	Units	Digital	byte	long-one-nominative
1	Units	Digital	byte	long-other-nominative
1	Units	Digital	bit	long-one-nominative
1	Units	Digital	bit	long-other-nominative
1	Units	Digital	bit	short-one-nominative
1	Units	Digital	bit	short-other-nominative
1	Units	Other Units Metric	revolution	short-one-nominative
1	Units	Other Units Metric	revolution	short-other-nominative
1	Units	Other Units Metric	radian	long-one-nominative
1	Units	Other Units Metric	radian	long-other-nominative
1	Units	Other Units Metric	radian	short-one-nominative
1	Units	Other Units Metric	radian	short-other-nominative
1	Units	Other Units Metric	degree	long-one-nominative
1	Units	Other Units Metric	degree	long-other-nominative
1	Units	Other Units Metric	karat	short-one-nominative
1	Units	Other Units Metric	karat	short-other-nominative
1	Units	Other Units Metric	item	long-one-nominative
1	Units	Other Units Metric	item	long-other-nominative
1	Units	Other Units Metric	item	short-one-nominative
1	Units	Other Units Metric	item	short-other-nominative
1	Units	Other Units Metric	mole	short-one-nominative
1	Units	Other Units Metric	mole	short-other-nominative
1	Units	Other Units Metric	newton	short-one-nominative
1	Units	Other Units Metric	newton	short-other-nominative
1	Units	Other Units Metric	lux	long-one-nominative
1	Units	Other Units Metric	lux	long-other-nominative
1	Units	Other Units Metric	lux	short-one-nominative
1	Units	Other Units Metric	lux	short-other-nominative
1	Units	Other Units Metric	candela	long-one-nominative
1	Units	Other Units Metric	candela	long-other-nominative
1	Units	Other Units Metric	candela	short-one-nominative
1	Units	Other Units Metric	candela	short-other-nominative
1	Units	Other Units Metric	lumen	long-one-nominative
1	Units	Other Units Metric	lumen	long-other-nominative
1	Units	Other Units Metric	lumen	short-one-nominative
1	Units	Other Units Metric	lumen	short-other-nominative
1	Units	Other Units Metric	newton-meter	short-one-nominative
1	Units	Other Units Metric	newton-meter	short-other-nominative
1	Units	Other Units Metric Per	milligram-ofglucose-per-deciliter	short-one-nominative
1	Units	Other Units Metric Per	milligram-ofglucose-per-deciliter	short-other-nominative
1	Units	Other Units Metric Per	millimole-per-liter	short-one-nominative
1	Units	Other Units Metric Per	millimole-per-liter	short-other-nominative
1	Units	Other Units Metric Per	permille	long-other-nominative
1	Units	Other Units Metric Per	permille	short-one-nominative
1	Units	Other Units Metric Per	permille	short-other-nominative
1	Units	Other Units Metric Per	permyriad	short-one-nominative
1	Units	Other Units Metric Per	permyriad	short-other-nominative
1	Units	Other Units Metric Per	liter-per-kilometer	long-one-nominative
1	Units	Other Units Metric Per	liter-per-kilometer	long-other-nominative
1	Units	Other Units Metric Per	liter-per-kilometer	short-one-nominative
1	Units	Other Units Metric Per	liter-per-kilometer	short-other-nominative
1	Units	Other Units Metric Per	liter-per-100-kilometer	long-one-nominative
1	Units	Other Units Metric Per	liter-per-100-kilometer	long-other-nominative
1	Units	Other Units Metric Per	liter-per-100-kilometer	short-one-nominative
1	Units	Other Units Metric Per	liter-per-100-kilometer	short-other-nominative
1	Units	Other Units Metric Per	kilowatt-hour-per-100-kilometer	long-one-nominative
1	Units	Other Units Metric Per	kilowatt-hour-per-100-kilometer	long-other-nominative
1	Units	Other Units Metric Per	kilowatt-hour-per-100-kilometer	short-one-nominative
1	Units	Other Units Metric Per	kilowatt-hour-per-100-kilometer	short-other-nominative
1	Units	Other Units US	mile-per-gallon	long-one-nominative
1	Units	Other Units US	mile-per-gallon	long-other-nominative
1	Units	Other Units US	mile-per-gallon	short-one-nominative
1	Units	Other Units US	mile-per-gallon	short-other-nominative
1	Units	Other Units US	pound-force	short-one-nominative
1	Units	Other Units US	pound-force	short-other-nominative
1	Units	Other Units US	pound-force-foot	long-one-nominative
1	Units	Other Units US	pound-force-foot	long-other-nominative
1	Units	Other Units US	pound-force-foot	short-one-nominative
1	Units	Other Units US	pound-force-foot	short-other-nominative
1	Units	Other Units	mile-per-gallon-imperial	long-one-nominative
1	Units	Other Units	mile-per-gallon-imperial	long-other-nominative
1	Units	Other Units	mile-per-gallon-imperial	short-one-nominative
1	Units	Other Units	mile-per-gallon-imperial	short-other-nominative
1	Units	Other Units	solar-luminosity	short-one-nominative
1	Units	Other Units	solar-luminosity	short-other-nominative
1	Units	Compound Units	power3	long-one-nominative-feminine
1	Units	Compound Units	power3	long-one-nominative-dgender
1	Units	Compound Units	power3	long-other-nominative-feminine
1	Units	Compound Units	power3	long-other-nominative-dgender
1	Units	Volume US	dessert-spoon	narrow-two-nominative
1	Units	Volume US	dessert-spoon	narrow-few-nominative
1	Units	Volume US	dessert-spoon	narrow-many-nominative
1	Units	Volume US	dessert-spoon	narrow-other-nominative
1	Units	Volume US	dram	narrow-one-nominative
1	Units	Volume US	dram	narrow-two-nominative
1	Units	Volume US	dram	narrow-few-nominative
1	Units	Volume US	dram	narrow-many-nominative
1	Units	Volume US	dram	narrow-other-nominative
1	Units	Volume Other	dessert-spoon-imperial	narrow-one-nominative
1	Units	Volume Other	dessert-spoon-imperial	narrow-two-nominative
1	Units	Volume Other	dessert-spoon-imperial	narrow-few-nominative
1	Units	Volume Other	dessert-spoon-imperial	narrow-many-nominative
1	Units	Volume Other	dessert-spoon-imperial	narrow-other-nominative
1	Units	Other Units Metric	revolution	narrow-one-nominative
1	Units	Other Units Metric	revolution	narrow-two-nominative
1	Units	Other Units Metric	revolution	narrow-few-nominative
1	Units	Other Units Metric	revolution	narrow-many-nominative
1	Units	Other Units Metric	revolution	narrow-other-nominative
1	Units	Other Units Metric	mole	narrow-two-nominative
1	Units	Other Units Metric	mole	narrow-few-nominative
1	Units	Other Units Metric	mole	narrow-many-nominative
1	Units	Other Units Metric	newton	narrow-two-nominative
1	Units	Other Units Metric	newton	narrow-few-nominative
1	Units	Other Units Metric	newton	narrow-many-nominative
1	Units	Other Units Metric	candela	narrow-two-nominative
1	Units	Other Units Metric	candela	narrow-few-nominative
1	Units	Other Units Metric	candela	narrow-many-nominative
1	Units	Other Units Metric	lumen	narrow-two-nominative
1	Units	Other Units Metric	lumen	narrow-few-nominative
1	Units	Other Units Metric	lumen	narrow-many-nominative
1	Units	Other Units Metric	newton-meter	narrow-two-nominative
1	Units	Other Units Metric	newton-meter	narrow-few-nominative
1	Units	Other Units Metric	newton-meter	narrow-many-nominative
1	Units	Other Units US	pound-force-foot	narrow-two-nominative
1	Units	Other Units US	pound-force-foot	narrow-few-nominative
1	Units	Other Units US	pound-force-foot	narrow-many-nominative
1	Currencies	Southern/Eastern Europe	Southern Europe: Spain: ESP (old)	ESP-name-grouping
1	Date & Time	Fields	Date Fields	second
1	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency-noCurrency
1	Numbers	Number Formatting Patterns	Standard Patterns 	accounting-currency-noCurrency
1	Units	Compound Units	10p-6	narrow
1	Numbers	Symbols	Grouping Control	Minimum Grouping Digits
1	Units	Volume US	tablespoon	narrow-other-nominative
1	Units	Volume US	teaspoon	narrow-other-nominative
1	Units	Mass and Weight	ton	narrow-other-nominative
1	Units	Energy and Power	therm-us	narrow-other-nominative
1	Units	Energy and Power	horsepower	narrow-other-nominative
1	Date & Time	Gregorian	Formats - Intervals - Date Formats	yMMMM/M
1	Date & Time	Gregorian	Formats - Intervals - Date Formats	yMMMM/y
1	Units	Speed and Acceleration	light-speed	short-other-nominative
1	Date & Time	Relative	Relative Month Narrow	future-other
1	Date & Time	Relative	Relative Day Narrow	future-other
1	Date & Time	Relative	Relative Hour Narrow	future-other
1	Numbers	Number Formatting Patterns	Standard Patterns 	standard-decimal
1	Units	Duration	century	narrow-one-nominative
1	Units	Duration	week	narrow-one-nominative
1	Units	Duration	hour	narrow-one-nominative
1	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency-alphaNextToNumber
1	Numbers	Number Formatting Patterns	Standard Patterns 	accounting-currency-alphaNextToNumber
1	Numbers	Number Formatting Patterns	Standard Patterns using Lao Digits (laoo)	standard-currency-alphaNextToNumber
1	Numbers	Number Formatting Patterns	Standard Patterns using Lao Digits (laoo)	accounting-currency-alphaNextToNumber
1	Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Lao Digits (laoo)	4-digits-short-other
1	Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Lao Digits (laoo)	4-digits-short-other-alphaNextToNumber
1	Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Lao Digits (laoo)	5-digits-short-other
1	Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Lao Digits (laoo)	5-digits-short-other-alphaNextToNumber
1	Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Lao Digits (laoo)	6-digits-short-other
1	Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Lao Digits (laoo)	6-digits-short-other-alphaNextToNumber
1	Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Lao Digits (laoo)	7-digits-short-other
1	Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Lao Digits (laoo)	7-digits-short-other-alphaNextToNumber
1	Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Lao Digits (laoo)	8-digits-short-other
1	Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Lao Digits (laoo)	8-digits-short-other-alphaNextToNumber
1	Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Lao Digits (laoo)	9-digits-short-other
1	Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Lao Digits (laoo)	9-digits-short-other-alphaNextToNumber
1	Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Lao Digits (laoo)	10-digits-short-other
1	Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Lao Digits (laoo)	10-digits-short-other-alphaNextToNumber
1	Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Lao Digits (laoo)	11-digits-short-other
1	Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Lao Digits (laoo)	11-digits-short-other-alphaNextToNumber
1	Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Lao Digits (laoo)	12-digits-short-other
1	Numbers	Compact Decimal Formatting (Other Numbering Systems)	Short Currency using Lao Digits (laoo)	12-digits-short-other-alphaNextToNumber
1	Timezones	Timezone Display Patterns	null	GMT Format
1	Units	Length Metric	meter	long-per
1	Core Data	Alphabetic Information	Characters in Use	Main Letters
1	Date & Time	Fields	Date Fields	era
1	Numbers	Symbols	Symbols 	decimal
1	Numbers	Number Formatting Patterns	Standard Patterns 	standard-percent
1	Units	Duration	microsecond	narrow-other-nominative
1	Units	Duration	nanosecond	narrow-one-nominative
1	Units	Duration	nanosecond	narrow-other-nominative
1	Units	Graphics	em	narrow-one-nominative
1	Units	Graphics	em	narrow-other-nominative
1	Units	Graphics	megapixel	narrow-one-nominative
1	Units	Graphics	megapixel	narrow-other-nominative
1	Units	Graphics	pixel	narrow-one-nominative
1	Units	Graphics	pixel	narrow-other-nominative
1	Units	Graphics	pixel-per-inch	narrow-one-nominative
1	Units	Graphics	pixel-per-inch	narrow-other-nominative
1	Units	Length Metric	micrometer	narrow-one-nominative
1	Units	Length Metric	micrometer	narrow-other-nominative
1	Units	Length Other	earth-radius	narrow-one-nominative
1	Units	Length Other	earth-radius	narrow-other-nominative
1	Units	Length Other	inch	narrow-one-nominative
1	Units	Length Other	inch	narrow-other-nominative
1	Units	Length Other	light-year	narrow-one-nominative
1	Units	Length Other	light-year	narrow-other-nominative
1	Units	Length Other	astronomical-unit	narrow-one-nominative
1	Units	Length Other	astronomical-unit	narrow-other-nominative
1	Units	Area	square-mile	narrow-one-nominative
1	Units	Area	square-mile	narrow-other-nominative
1	Units	Area	acre	narrow-one-nominative
1	Units	Area	acre	narrow-other-nominative
1	Units	Volume Metric	cubic-meter	narrow-one-nominative
1	Units	Volume Metric	cubic-meter	narrow-other-nominative
1	Units	Volume US	cubic-mile	narrow-one-nominative
1	Units	Volume US	cubic-mile	narrow-other-nominative
1	Units	Volume US	cubic-yard	narrow-one-nominative
1	Units	Volume US	cubic-yard	narrow-other-nominative
1	Units	Volume US	cubic-foot	narrow-one-nominative
1	Units	Volume US	cubic-foot	narrow-other-nominative
1	Units	Volume US	cubic-inch	narrow-one-nominative
1	Units	Volume US	cubic-inch	narrow-other-nominative
1	Units	Volume US	acre-foot	narrow-one-nominative
1	Units	Volume US	acre-foot	narrow-other-nominative
1	Units	Volume US	quart	narrow-one-nominative
1	Units	Volume US	pint	narrow-one-nominative
1	Units	Volume US	pint	narrow-other-nominative
1	Units	Volume US	cup	narrow-one-nominative
1	Units	Volume US	cup	narrow-other-nominative
1	Units	Volume US	barrel	narrow-one-nominative
1	Units	Volume US	jigger	narrow-one-nominative
1	Units	Volume Other	gallon-imperial	narrow-one-nominative
1	Units	Volume Other	gallon-imperial	narrow-other-nominative
1	Units	Speed and Acceleration	g-force	narrow-one-nominative
1	Units	Speed and Acceleration	meter-per-square-second	narrow-one-nominative
1	Units	Speed and Acceleration	kilometer-per-hour	narrow-one-nominative
1	Units	Speed and Acceleration	meter-per-second	narrow-one-nominative
1	Units	Speed and Acceleration	mile-per-hour	narrow-one-nominative
1	Units	Speed and Acceleration	mile-per-hour	narrow-other-nominative
1	Units	Speed and Acceleration	knot	narrow-one-nominative
1	Units	Mass and Weight	tonne	narrow-one-nominative
1	Units	Mass and Weight	kilogram	narrow-one-nominative
1	Units	Mass and Weight	gram	long-one-nominative
1	Units	Mass and Weight	gram	long-other-nominative
1	Units	Mass and Weight	gram	narrow-one-nominative
1	Units	Mass and Weight	milligram	narrow-one-nominative
1	Units	Mass and Weight	microgram	narrow-one-nominative
1	Units	Mass and Weight	pound	narrow-one-nominative
1	Units	Mass and Weight	pound	narrow-other-nominative
1	Units	Mass and Weight	ounce	narrow-one-nominative
1	Units	Mass and Weight	ounce-troy	narrow-one-nominative
1	Units	Mass and Weight	carat	narrow-one-nominative
1	Units	Mass and Weight	dalton	narrow-one-nominative
1	Units	Mass and Weight	earth-mass	narrow-one-nominative
1	Units	Mass and Weight	solar-mass	narrow-one-nominative
1	Units	Energy and Power	kilocalorie	narrow-one-nominative
1	Units	Energy and Power	calorie	narrow-one-nominative
1	Units	Energy and Power	calorie	narrow-other-nominative
