# Section	Page	Header	Code	Locale	Old	New	Level
#Section	Page	Header	Code	Locale	Old	New	Level
Characters	Emoji Symbols	zodiac	♈ –keywords	rm	botsch • ensaina • oroscop • segn • zodiac	E10-064	modern
Characters	Emoji Symbols	zodiac	♋ -name	rm	Giomber	E10-067	modern
Characters	Emoji Symbols	zodiac	♋ –keywords	rm	ensaina • giomber • oroscop • segn • zodiac	E10-067	modern
Characters	Emoji Symbols	zodiac	♌ -name	rm	Liun	E10-068	modern
Characters	Emoji Symbols	zodiac	♌ –keywords	rm	ensaina • liun • oroscop • segn • zodiac	E10-068	modern
Characters	Emoji Symbols	zodiac	♏ -name	rm	Scorpiun	E10-071	modern
Characters	Emoji Symbols	zodiac	♏ –keywords	rm	ensaina • oroscop • scorpiun • segn • zodiac	E10-071	modern
Characters	Emoji Symbols	zodiac	♒ -name	rm	Um da l’aua	E10-074	modern
Characters	Emoji Symbols	zodiac	♒ –keywords	rm	ensaina • oroscop • segn • um da l’aua • zodiac	E10-074	modern
#Section	Page	Header	Code	Locale	Old	New	Level
Date & Time	Gregorian	Formats - Flexible - 24 Hour Time Formats	Hv	ro	'h' HH v	HH v	moderate
#Section	Page	Header	Code	Locale	Old	New	Level
Core Data	Alphabetic Information	Symbols	Nested Bracked Replacement: (	root	▷missing◁	[	moderate
Core Data	Alphabetic Information	Symbols	Nested Bracked Replacement: （	root	▷missing◁	［	moderate
Core Data	Alphabetic Information	Symbols	Nested Bracked Replacement: )	root	▷missing◁	]	moderate
Core Data	Alphabetic Information	Symbols	Nested Bracked Replacement: ）	root	▷missing◁	］	moderate
Date & Time	Gregorian	Formats - Flexible - 24 Hour Time Formats	Hv	root	HH'h' v	HH v	moderate
Date & Time	Generic	Formats - Flexible - 24 Hour Time Formats	Hv	root	HH'h' v	HH v	moderate
Date & Time	Chinese	Formats - Flexible - 24 Hour Time Formats	Hv	root	HH'h' v	HH v	comprehensive
#Section	Page	Header	Code	Locale	Old	New	Level
Date & Time	Gregorian	Formats - Flexible - 24 Hour Time Formats	Hv	ru	HH 'ч'. v	HH v	moderate
Date & Time	Gregorian	Formats - Intervals - 24 Hour Time Formats	Hv/H	ru	HH–HH 'ч'. v	HH–HH v	moderate
Date & Time	Generic	Formats - Flexible - 24 Hour Time Formats	Hv	ru	HH 'ч'. v	HH v	moderate
#Section	Page	Header	Code	Locale	Old	New	Level
Date & Time	Gregorian	Formats - Flexible - 24 Hour Time Formats	Hv	si	v HH'h'	v HH	moderate
#Section	Page	Header	Code	Locale	Old	New	Level
Date & Time	Gregorian	Formats - Flexible - 24 Hour Time Formats	Hv	sk	HH'h' v	H v	moderate
Date & Time	Generic	Formats - Flexible - 24 Hour Time Formats	Hv	sk	HH 'h', v	H v	moderate
#Section	Page	Header	Code	Locale	Old	New	Level
Date & Time	Gregorian	Formats - Flexible - 24 Hour Time Formats	Hv	sr	HH 'h' v	HH v	moderate
Date & Time	Generic	Formats - Flexible - 24 Hour Time Formats	Hv	sr	HH 'č'. v	HH v	moderate
#Section	Page	Header	Code	Locale	Old	New	Level
Date & Time	Gregorian	Formats - Flexible - 24 Hour Time Formats	Hv	sr_Latn	HH 'h' v	HH v	moderate
Date & Time	Generic	Formats - Flexible - 24 Hour Time Formats	Hv	sr_Latn	HH 'č'. v	HH v	moderate
#Section	Page	Header	Code	Locale	Old	New	Level
Date & Time	Generic	Formats - Flexible - 24 Hour Time Formats	Hv	ti	HHሰ v	HH v	moderate
#Section	Page	Header	Code	Locale	Old	New	Level
Date & Time	Gregorian	Formats - Flexible - 24 Hour Time Formats	Hv	tk	'sagat' HH v	HH v	moderate
Date & Time	Generic	Formats - Flexible - 24 Hour Time Formats	Hv	tk	'sagat' HH, v	HH v	moderate
#Section	Page	Header	Code	Locale	Old	New	Level
Date & Time	Gregorian	Formats - Flexible - 24 Hour Time Formats	Hv	uk	HH 'год' v	HH v	moderate
Date & Time	Gregorian	Formats - Intervals - 24 Hour Time Formats	Hv/H	uk	HH–HH 'год' v	HH–HH v	moderate
Date & Time	Generic	Formats - Flexible - 24 Hour Time Formats	Hv	uk	HH 'год' v	HH v	moderate
#Section	Page	Header	Code	Locale	Old	New	Level
Date & Time	Gregorian	Formats - Flexible - 24 Hour Time Formats	Hv	vi	HH'h' v	HH 'giờ' v	moderate
Date & Time	Generic	Formats - Flexible - 24 Hour Time Formats	Hv	vi	HH'h' v	HH 'giờ' v	moderate
Date & Time	Chinese	Formats - Flexible - 24 Hour Time Formats	Hv	vi	HH'h' v	HH 'giờ' v	modern
Characters	Emoji Symbols	zodiac	♈ -name	vi	Bạch Dương	cung Bạch Dương	modern
Characters	Emoji Symbols	zodiac	♉ -name	vi	Kim Ngưu	cung Kim Ngưu	modern
Characters	Emoji Symbols	zodiac	♊ -name	vi	Song Tử	cung Song Tử	modern
Characters	Emoji Symbols	zodiac	♋ -name	vi	Cự Giải	cung Cự Giải	modern
Characters	Emoji Symbols	zodiac	♌ -name	vi	Sư Tử	cung Sư Tử	modern
Characters	Emoji Symbols	zodiac	♍ -name	vi	Xử Nữ	cung Xử Nữ	modern
Characters	Emoji Symbols	zodiac	♎ -name	vi	Thiên Bình	cung Thiên Bình	modern
Characters	Emoji Symbols	zodiac	♏ -name	vi	Bọ Cạp	cung Bọ Cạp	modern
Characters	Emoji Symbols	zodiac	♐ -name	vi	Nhân Mã	cung Nhân Mã	modern
Characters	Emoji Symbols	zodiac	♑ -name	vi	Ma Kết	cung Ma Kết	modern
Characters	Emoji Symbols	zodiac	♒ -name	vi	Bảo Bình	cung Bảo Bình	modern
Characters	Emoji Symbols	zodiac	♓ -name	vi	Song Ngư	cung Song Ngư	modern
Characters	Emoji Symbols	zodiac	⛎ -name	vi	Xà Phu	cung Xà Phu	modern
#Section	Page	Header	Code	Locale	Old	New	Level
Date & Time	Gregorian	Formats - Flexible - 24 Hour Time Formats	Hv	zh_Hant	HH'h' v	H時 v	moderate
Date & Time	Generic	Formats - Flexible - 24 Hour Time Formats	Hv	zh_Hant	HH'h' v	H時 v	moderate
Date & Time	Chinese	Formats - Flexible - 24 Hour Time Formats	Hv	zh_Hant	HH'h' v	H時 v	modern
