# Count	Section	Page	Subhead	Code

106	Currencies	Central Asia (C)	Central Asia: Kyrgyzstan	KGS-symbol-narrow
32	Characters	Symbols2	other-symbol	⨯ –keywords
32	Characters	Symbols2	other-symbol	⩽ –keywords
32	Characters	Symbols2	other-symbol	⪍ –keywords
32	Characters	Symbols2	other-symbol	⇀ –keywords
32	Characters	Symbols2	other-symbol	◕ –keywords
32	Characters	Symbols2	other-symbol	◟ –keywords
32	Characters	Symbols2	other-symbol	▢ –keywords
32	Characters	Symbols2	other-symbol	◢ –keywords
32	Characters	Symbols2	other-symbol	◿ –keywords
31	Units	Speed and Acceleration	beaufort	short-displayName
31	Units	Speed and Acceleration	beaufort	narrow-one-nominative
31	Characters	Symbols2	other-symbol	≦ -name
31	Characters	Symbols2	other-symbol	⊆ –keywords
31	Characters	Symbols2	other-symbol	▦ –keywords
31	Characters	Symbols2	other-symbol	◘ -name
31	Characters	Symbols2	other-symbol	◷ -name
31	Characters	Symbols2	other-symbol	⩽ -name
31	Characters	Symbols2	other-symbol	⪍ -name
31	Characters	Symbols2	other-symbol	↼ –keywords
31	Characters	Symbols2	other-symbol	↾ –keywords
31	Characters	Symbols2	other-symbol	↿ –keywords
31	Characters	Symbols2	other-symbol	⇁ –keywords
31	Characters	Symbols2	other-symbol	⇂ –keywords
31	Characters	Symbols2	other-symbol	◕ -name
31	Characters	Symbols2	other-symbol	◜ –keywords
31	Characters	Symbols2	other-symbol	◝ –keywords
31	Characters	Symbols2	other-symbol	◞ –keywords
31	Characters	Symbols2	other-symbol	◟ -name
31	Characters	Symbols2	other-symbol	⇵ –keywords
31	Characters	Symbols2	other-symbol	◢ -name
31	Characters	Symbols2	other-symbol	◣ –keywords
31	Characters	Symbols2	other-symbol	◥ –keywords
31	Characters	Symbols2	other-symbol	◿ -name
30	Characters	Smileys & Emotion	heart	❤‍🩹 –keywords
30	Characters	Symbols2	other-symbol	⨼ –keywords
30	Locale Display Names	Languages (E-J)	H	Hindi ► hi_Latn-variant
30	Characters	Symbols2	other-symbol	∾ –keywords
30	Characters	Symbols2	other-symbol	≧ -name
30	Characters	Symbols2	other-symbol	⋰ -name
30	Characters	Symbols2	other-symbol	⋱ -name
30	Characters	Symbols2	other-symbol	▦ -name
30	Characters	Symbols2	other-symbol	▩ –keywords
30	Characters	Symbols2	other-symbol	⇃ –keywords
30	Characters	Symbols2	other-symbol	◜ -name
30	Characters	Symbols2	other-symbol	◝ -name
30	Characters	Symbols2	other-symbol	◞ -name
30	Characters	Symbols2	other-symbol	↹ -name
30	Characters	Symbols2	other-symbol	⇥ –keywords
30	Characters	Symbols2	other-symbol	▢ -name
30	Characters	Symbols2	other-symbol	▣ –keywords
30	Characters	Symbols2	other-symbol	◈ –keywords
30	Characters	Symbols2	other-symbol	◔ –keywords
30	Characters	Symbols2	other-symbol	◙ -name
30	Characters	Symbols2	other-symbol	◣ -name
30	Characters	Symbols2	other-symbol	◤ –keywords
30	Characters	Symbols2	other-symbol	◥ -name
29	Characters	Smileys & Emotion	face-neutral-skeptical	😶‍🌫 –keywords
29	Characters	Symbols2	other-symbol	⨼ -name
29	Characters	Symbols2	other-symbol	∾ -name
29	Characters	Symbols2	other-symbol	≒ –keywords
29	Characters	Symbols2	other-symbol	⊚ –keywords
29	Characters	Symbols2	other-symbol	⊥ -name
29	Characters	Symbols2	other-symbol	⋁ -name
29	Characters	Symbols2	other-symbol	⋈ -name
29	Characters	Symbols2	other-symbol	⨧ –keywords
29	Characters	Symbols2	other-symbol	⨯ -name
29	Characters	Symbols2	other-symbol	⪚ -name
29	Characters	Symbols2	other-symbol	⇥ -name
29	Characters	Symbols2	other-symbol	⇵ -name
29	Characters	Symbols2	other-symbol	□ –keywords
29	Characters	Symbols2	other-symbol	▣ -name
29	Characters	Symbols2	other-symbol	▾ –keywords
29	Characters	Symbols2	other-symbol	◁ –keywords
29	Characters	Symbols2	other-symbol	◂ –keywords
29	Characters	Symbols2	other-symbol	◔ -name
28	Units	Compound Units	10p-27	short
28	Units	Compound Units	10p-30	short
28	Units	Graphics	dot-per-inch	short-displayName
28	Units	Graphics	dot-per-inch	short-one-nominative
28	Characters	Symbols2	other-symbol	∋ -name
28	Characters	Symbols2	other-symbol	⊁ -name
28	Characters	Symbols2	other-symbol	⊆ -name
28	Characters	Symbols2	other-symbol	⊗ -name
28	Characters	Symbols2	other-symbol	⊙ -name
28	Characters	Symbols2	other-symbol	⊚ -name
28	Characters	Symbols2	other-symbol	⊛ -name
28	Characters	Symbols2	other-symbol	⊞ -name
28	Characters	Symbols2	other-symbol	⊟ -name
28	Characters	Symbols2	other-symbol	⊰ -name
28	Characters	Symbols2	other-symbol	⊱ -name
28	Characters	Symbols2	other-symbol	⊹ -name
28	Characters	Symbols2	other-symbol	⋯ -name
28	Characters	Symbols2	other-symbol	▩ -name
28	Characters	Symbols2	other-symbol	⨧ -name
28	Characters	Smileys & Emotion	face-neutral-skeptical	😮‍💨 –keywords
28	Characters	Symbols2	other-symbol	⇤ –keywords
28	Characters	Symbols2	other-symbol	⇩ –keywords
28	Characters	Symbols2	other-symbol	⇪ -name
28	Characters	Symbols2	other-symbol	⇪ –keywords
28	Characters	Symbols2	other-symbol	∫ -name
28	Characters	Symbols2	other-symbol	▥ –keywords
28	Characters	Symbols2	other-symbol	▴ –keywords
28	Characters	Symbols2	other-symbol	▵ –keywords
28	Characters	Symbols2	other-symbol	▸ –keywords
28	Characters	Symbols2	other-symbol	▽ –keywords
28	Characters	Symbols2	other-symbol	▾ -name
28	Characters	Symbols2	other-symbol	▿ –keywords
28	Characters	Symbols2	other-symbol	◂ -name
28	Characters	Symbols2	other-symbol	◃ –keywords
28	Characters	Symbols2	other-symbol	◇ –keywords
28	Characters	Symbols2	other-symbol	◈ -name
28	Characters	Symbols2	other-symbol	◎ -name
28	Characters	Symbols2	other-symbol	◤ -name
28	Characters	Symbols2	other-symbol	₳ -name
28	Characters	Symbols2	other-symbol	₶ -name
27	Units	Graphics	dot-per-inch	narrow-displayName
27	Units	Compound Units	10p30	short
27	Units	Graphics	dot-per-inch	narrow-other-nominative
27	Characters	Symbols2	other-symbol	≃ -name
27	Characters	Symbols2	other-symbol	≅ -name
27	Characters	Symbols2	other-symbol	≒ -name
27	Characters	Symbols2	other-symbol	≖ -name
27	Characters	Symbols2	other-symbol	≣ -name
27	Characters	Symbols2	other-symbol	≳ -name
27	Characters	Symbols2	other-symbol	⊇ -name
27	Characters	Symbols2	other-symbol	⊮ -name
27	Characters	Symbols2	other-symbol	⊮ –keywords
27	Characters	Symbols2	other-symbol	⊿ -name
27	Characters	Symbols2	other-symbol	⋂ -name
27	Characters	Symbols2	other-symbol	⋃ -name
27	Characters	Symbols2	other-symbol	↸ –keywords
27	Characters	Symbols2	other-symbol	⇤ -name
27	Characters	Symbols2	other-symbol	∃ –keywords
27	Characters	Symbols2	other-symbol	□ -name
27	Characters	Symbols2	other-symbol	▤ –keywords
27	Characters	Symbols2	other-symbol	▥ -name
27	Characters	Symbols2	other-symbol	▭ –keywords
27	Characters	Symbols2	other-symbol	△ –keywords
27	Characters	Symbols2	other-symbol	▴ -name
27	Characters	Symbols2	other-symbol	▵ -name
27	Characters	Symbols2	other-symbol	▷ –keywords
27	Characters	Symbols2	other-symbol	▸ -name
27	Characters	Symbols2	other-symbol	▹ –keywords
27	Characters	Symbols2	other-symbol	▽ -name
27	Characters	Symbols2	other-symbol	▿ -name
27	Characters	Symbols2	other-symbol	◁ -name
27	Characters	Symbols2	other-symbol	◃ -name
27	Characters	Symbols2	other-symbol	◄ –keywords
27	Characters	Symbols2	other-symbol	◅ –keywords
27	Characters	Symbols2	other-symbol	◇ -name
27	Characters	Symbols2	other-symbol	◉ -name
27	Characters	Symbols2	other-symbol	◗ –keywords
27	Characters	Symbols2	other-symbol	₤ -name
27	Characters	Symbols2	other-symbol	₰ -name
26	Characters	Smileys & Emotion	face-unwell	😵‍💫 –keywords
26	Units	Graphics	dot	short-one-nominative
26	Units	Graphics	dot	narrow-other-nominative
26	Units	Graphics	dot-per-centimeter	short-one-nominative
26	Units	Graphics	dot-per-centimeter	narrow-one-nominative
26	Units	Graphics	dot-per-centimeter	narrow-other-nominative
26	Characters	Symbols2	other-symbol	∧ -name
26	Characters	Symbols2	other-symbol	∼ -name
26	Characters	Symbols2	other-symbol	∽ -name
26	Characters	Symbols2	other-symbol	≪ -name
26	Characters	Symbols2	other-symbol	≫ -name
26	Characters	Symbols2	other-symbol	≺ -name
26	Characters	Symbols2	other-symbol	≻ -name
26	Characters	Symbols2	other-symbol	⊃ -name
26	Characters	Symbols2	other-symbol	⊕ -name
26	Characters	Symbols2	other-symbol	⊖ -name
26	Characters	Symbols2	other-symbol	⊘ -name
26	Characters	Symbols2	other-symbol	⊶ -name
26	Characters	Symbols2	other-symbol	⊶ –keywords
26	Characters	Symbols2	other-symbol	⋆ -name
26	Characters	Symbols2	other-symbol	⋒ -name
26	Characters	Symbols2	other-symbol	⋘ -name
26	Characters	Symbols2	other-symbol	⋙ -name
26	Characters	Symbols2	other-symbol	‾ –keywords
26	Characters	Symbols2	other-symbol	↴ –keywords
26	Characters	Symbols2	other-symbol	↵ –keywords
26	Characters	Symbols2	other-symbol	↶ -name
26	Characters	Symbols2	other-symbol	↶ –keywords
26	Characters	Symbols2	other-symbol	↷ –keywords
26	Characters	Symbols2	other-symbol	↸ -name
26	Characters	Symbols2	other-symbol	⇎ –keywords
26	Characters	Symbols2	other-symbol	⇢ -name
26	Characters	Symbols2	other-symbol	⇢ –keywords
26	Characters	Symbols2	other-symbol	⇣ –keywords
26	Characters	Symbols2	other-symbol	⇦ –keywords
26	Characters	Symbols2	other-symbol	⇧ –keywords
26	Characters	Symbols2	other-symbol	⇨ –keywords
26	Characters	Symbols2	other-symbol	⇩ -name
26	Characters	Symbols2	other-symbol	∉ -name
26	Characters	Symbols2	other-symbol	∮ –keywords
26	Characters	Symbols2	other-symbol	▤ -name
26	Characters	Symbols2	other-symbol	▭ -name
26	Characters	Symbols2	other-symbol	△ -name
26	Characters	Symbols2	other-symbol	▷ -name
26	Characters	Symbols2	other-symbol	▹ -name
26	Characters	Symbols2	other-symbol	► –keywords
26	Characters	Symbols2	other-symbol	▻ –keywords
26	Characters	Symbols2	other-symbol	◄ -name
26	Characters	Symbols2	other-symbol	◅ -name
26	Characters	Symbols2	other-symbol	◖ –keywords
26	Characters	Symbols2	other-symbol	◗ -name
26	Characters	Symbols2	other-symbol	₢ -name
26	Characters	Symbols2	other-symbol	₣ -name
26	Characters	Symbols2	other-symbol	₷ -name
26	Characters	Symbols2	other-symbol	₨ -name
26	Characters	Symbols2	other-symbol	﷼ -name
25	Characters	Smileys & Emotion	heart	❤‍🔥 –keywords
25	Units	Graphics	dot	narrow-displayName
25	Units	Graphics	dot-per-centimeter	long-other-nominative
25	Units	Graphics	dot-per-centimeter	short-other-nominative
25	Units	Graphics	dot-per-inch	short-other-nominative
25	Units	Graphics	dot-per-inch	narrow-one-nominative
25	Characters	Symbols2	other-symbol	∏ -name
25	Characters	Symbols2	other-symbol	∑ -name
25	Characters	Symbols2	other-symbol	∙ -name
25	Characters	Symbols2	other-symbol	⋅ -name
25	Characters	Symbols2	other-symbol	↯ –keywords
25	Characters	Symbols2	other-symbol	↴ -name
25	Characters	Symbols2	other-symbol	↵ -name
25	Characters	Symbols2	other-symbol	↚ –keywords
25	Characters	Symbols2	other-symbol	↛ –keywords
25	Characters	Symbols2	other-symbol	↮ –keywords
25	Characters	Symbols2	other-symbol	↷ -name
25	Characters	Symbols2	other-symbol	⇎ -name
25	Characters	Symbols2	other-symbol	⇗ –keywords
25	Characters	Symbols2	other-symbol	⇟ –keywords
25	Characters	Symbols2	other-symbol	⇠ -name
25	Characters	Symbols2	other-symbol	⇠ –keywords
25	Characters	Symbols2	other-symbol	⇦ -name
25	Characters	Symbols2	other-symbol	⇧ -name
25	Characters	Symbols2	other-symbol	⇨ -name
25	Characters	Symbols2	other-symbol	∂ -name
25	Characters	Symbols2	other-symbol	∎ -name
25	Characters	Symbols2	other-symbol	⁄ -name
25	Characters	Symbols2	other-symbol	∝ -name
25	Characters	Symbols2	other-symbol	∬ -name
25	Characters	Symbols2	other-symbol	∴ -name
25	Characters	Symbols2	other-symbol	■ –keywords
25	Characters	Symbols2	other-symbol	► -name
25	Characters	Symbols2	other-symbol	▻ -name
25	Characters	Symbols2	other-symbol	◆ –keywords
25	Characters	Symbols2	other-symbol	◌ –keywords
25	Characters	Symbols2	other-symbol	◍ –keywords
25	Characters	Symbols2	other-symbol	◑ –keywords
25	Characters	Symbols2	other-symbol	◒ –keywords
25	Characters	Symbols2	other-symbol	◖ -name
25	Characters	Symbols2	other-symbol	◡ –keywords
24	Units	Compound Units	10p27	short
24	Characters	Symbols2	other-symbol	≌ -name
24	Characters	Symbols2	other-symbol	≬ -name
24	Characters	Symbols2	other-symbol	≬ –keywords
24	Characters	Symbols2	other-symbol	⋮ -name
24	Characters	Symbols2	other-symbol	⇋ –keywords
24	Characters	Symbols2	other-symbol	⇔ –keywords
24	Characters	Symbols2	other-symbol	⇖ –keywords
24	Characters	Symbols2	other-symbol	⇗ -name
24	Characters	Symbols2	other-symbol	⇘ -name
24	Characters	Symbols2	other-symbol	⇘ –keywords
24	Characters	Symbols2	other-symbol	⇙ –keywords
24	Characters	Symbols2	other-symbol	⇝ –keywords
24	Characters	Symbols2	other-symbol	⇞ –keywords
24	Characters	Symbols2	other-symbol	⇟ -name
24	Characters	Symbols2	other-symbol	⇡ -name
24	Characters	Symbols2	other-symbol	⇡ –keywords
24	Characters	Symbols2	other-symbol	⇣ -name
24	Characters	Symbols2	other-symbol	∕ -name
24	Characters	Symbols2	other-symbol	∟ -name
24	Characters	Symbols2	other-symbol	∮ -name
24	Characters	Symbols2	other-symbol	∶ –keywords
24	Characters	Symbols2	other-symbol	∷ -name
24	Characters	Symbols2	other-symbol	■ -name
24	Characters	Symbols2	other-symbol	▬ –keywords
24	Characters	Symbols2	other-symbol	▰ –keywords
24	Characters	Symbols2	other-symbol	◆ -name
24	Characters	Symbols2	other-symbol	◌ -name
24	Characters	Symbols2	other-symbol	◍ -name
24	Characters	Symbols2	other-symbol	◐ –keywords
24	Characters	Symbols2	other-symbol	◑ -name
24	Characters	Symbols2	other-symbol	◒ -name
24	Characters	Symbols2	other-symbol	◓ –keywords
24	Characters	Symbols2	other-symbol	◠ –keywords
23	Units	Graphics	dot	long-other-nominative
23	Units	Graphics	dot-per-centimeter	long-displayName
23	Units	Graphics	dot-per-centimeter	short-displayName
23	Units	Graphics	dot-per-inch	long-displayName
23	Units	Graphics	dot-per-inch	long-other-nominative
23	Characters	Symbols2	other-symbol	∘ -name
23	Characters	Symbols2	other-symbol	∅ -name
23	Characters	Symbols2	other-symbol	‽ –keywords
23	Characters	Symbols2	other-symbol	↚ -name
23	Characters	Symbols2	other-symbol	↛ -name
23	Characters	Symbols2	other-symbol	↮ -name
23	Characters	Symbols2	other-symbol	↳ –keywords
23	Characters	Symbols2	other-symbol	↺ –keywords
23	Characters	Symbols2	other-symbol	↽ –keywords
23	Characters	Symbols2	other-symbol	⇀ -name
23	Characters	Symbols2	other-symbol	⇂ -name
23	Characters	Symbols2	other-symbol	⇋ -name
23	Characters	Symbols2	other-symbol	⇌ –keywords
23	Characters	Symbols2	other-symbol	⇍ –keywords
23	Characters	Symbols2	other-symbol	⇏ –keywords
23	Characters	Symbols2	other-symbol	⇔ -name
23	Characters	Symbols2	other-symbol	⇖ -name
23	Characters	Symbols2	other-symbol	⇙ -name
23	Characters	Symbols2	other-symbol	⇜ –keywords
23	Characters	Symbols2	other-symbol	⇝ -name
23	Characters	Symbols2	other-symbol	⇞ -name
23	Characters	Symbols2	other-symbol	≮ -name
23	Characters	Symbols2	other-symbol	≯ -name
23	Characters	Symbols2	other-symbol	▮ –keywords
23	Characters	Symbols2	other-symbol	▰ -name
23	Characters	Symbols2	other-symbol	◐ -name
23	Characters	Symbols2	other-symbol	◓ -name
23	Characters	Symbols2	other-symbol	◠ -name
23	Characters	Symbols2	other-symbol	◡ -name
22	Characters	Symbols2	other-symbol	↫ –keywords
22	Characters	Symbols2	other-symbol	↬ –keywords
22	Characters	Symbols2	other-symbol	↱ –keywords
22	Characters	Symbols2	other-symbol	↲ –keywords
22	Characters	Symbols2	other-symbol	↺ -name
22	Characters	Symbols2	other-symbol	↻ –keywords
22	Characters	Symbols2	other-symbol	↾ -name
22	Characters	Symbols2	other-symbol	↿ -name
22	Characters	Symbols2	other-symbol	⇉ –keywords
22	Characters	Symbols2	other-symbol	⇌ -name
22	Characters	Symbols2	other-symbol	⇍ -name
22	Characters	Symbols2	other-symbol	⇏ -name
22	Characters	Symbols2	other-symbol	⇛ –keywords
22	Characters	Symbols2	other-symbol	⇜ -name
22	Characters	Symbols2	other-symbol	∀ -name
22	Characters	Symbols2	other-symbol	∃ -name
22	Characters	Symbols2	other-symbol	∠ -name
22	Characters	Symbols2	other-symbol	∣ -name
22	Characters	Symbols2	other-symbol	∵ -name
22	Characters	Symbols2	other-symbol	∶ -name
22	Characters	Symbols2	other-symbol	▬ -name
22	Characters	Symbols2	other-symbol	▮ -name
21	Units	Graphics	dot	narrow-one-nominative
21	Units	Graphics	dot-per-centimeter	narrow-displayName
21	Characters	Symbols2	other-symbol	↞ –keywords
21	Characters	Symbols2	other-symbol	↢ –keywords
21	Characters	Symbols2	other-symbol	↤ –keywords
21	Characters	Symbols2	other-symbol	↥ –keywords
21	Characters	Symbols2	other-symbol	↦ –keywords
21	Characters	Symbols2	other-symbol	↧ –keywords
21	Characters	Symbols2	other-symbol	↨ –keywords
21	Characters	Symbols2	other-symbol	↫ -name
21	Characters	Symbols2	other-symbol	↬ -name
21	Characters	Symbols2	other-symbol	↭ –keywords
21	Characters	Symbols2	other-symbol	↰ –keywords
21	Characters	Symbols2	other-symbol	↳ -name
21	Characters	Symbols2	other-symbol	↻ -name
21	Characters	Symbols2	other-symbol	↼ -name
21	Characters	Symbols2	other-symbol	↽ -name
21	Characters	Symbols2	other-symbol	⇁ -name
21	Characters	Symbols2	other-symbol	⇃ -name
21	Characters	Symbols2	other-symbol	⇄ –keywords
21	Characters	Symbols2	other-symbol	⇈ –keywords
21	Characters	Symbols2	other-symbol	⇉ -name
21	Characters	Symbols2	other-symbol	⇐ –keywords
21	Characters	Symbols2	other-symbol	⇒ –keywords
21	Characters	Symbols2	other-symbol	⇓ –keywords
21	Characters	Symbols2	other-symbol	⇚ –keywords
21	Characters	Symbols2	other-symbol	⇛ -name
21	Characters	Symbols2	other-symbol	∓ -name
21	Characters	Symbols2	other-symbol	∗ -name
21	Characters	Symbols2	other-symbol	∥ -name
21	Characters	Symbols2	other-symbol	∥ –keywords
20	Characters	Symbols2	other-symbol	↞ -name
20	Characters	Symbols2	other-symbol	↟ –keywords
20	Characters	Symbols2	other-symbol	↠ –keywords
20	Characters	Symbols2	other-symbol	↣ –keywords
20	Characters	Symbols2	other-symbol	↤ -name
20	Characters	Symbols2	other-symbol	↥ -name
20	Characters	Symbols2	other-symbol	↦ -name
20	Characters	Symbols2	other-symbol	↧ -name
20	Characters	Symbols2	other-symbol	↭ -name
20	Characters	Symbols2	other-symbol	↱ -name
20	Characters	Symbols2	other-symbol	↲ -name
20	Characters	Symbols2	other-symbol	⇄ -name
20	Characters	Symbols2	other-symbol	⇈ -name
20	Characters	Symbols2	other-symbol	⇊ –keywords
20	Characters	Symbols2	other-symbol	⇐ -name
20	Characters	Symbols2	other-symbol	⇑ –keywords
