# Count	Section	Page	Subhead	Code

106	Currencies	Central Asia (C)	Central Asia: Kyrgyzstan	KGS-symbol-narrow
3	Characters	Typography	Feature	tnum
3	Characters	Typography	Feature	zero
3	Characters	Smileys & Emotion	face-glasses	🧐 –keywords
3	Characters	Symbols2	alphanum	🅰 –keywords
3	Characters	Symbols2	alphanum	🆎 –keywords
3	Characters	Symbols2	alphanum	🅱 –keywords
3	Core Data	Alphabetic Information	Quotation Marks	embedded-End
3	Core Data	Alphabetic Information	Quotation Marks	embedded-Start
3	Date & Time	Gregorian	Quarters - wide - Standalone	2
3	Date & Time	Gregorian	Quarters - wide - Standalone	4
3	Date & Time	Gregorian	Day Periods - wide - Standalone	night1
3	Date & Time	Gregorian	Day Periods - abbreviated - Standalone	night1
3	Date & Time	Gregorian	Day Periods - narrow - Formatting	morning2
3	Date & Time	Generic	Formats - Intervals - Fallback	Fallback
3	Timezones	North America	Cities and Regions	Adak
3	Timezones	North America	Cities and Regions	Antigua
3	Timezones	North America	Cities and Regions	Dawson_Creek
3	Timezones	North America	Cities and Regions	Detroit
3	Timezones	North America	Cities and Regions	Fort_Nelson
3	Timezones	North America	Cities and Regions	Glace_Bay
3	Timezones	North America	Cities and Regions	Indiana/Knox
3	Timezones	North America	Cities and Regions	Indiana/Marengo
3	Timezones	North America	Cities and Regions	Indiana/Vevay
3	Timezones	North America	Cities and Regions	Indiana/Vincennes
3	Timezones	North America	Cities and Regions	Indiana/Winamac
3	Timezones	North America	Cities and Regions	Kentucky/Monticello
3	Timezones	North America	Cities and Regions	Lower_Princes
3	Timezones	North America	Cities and Regions	Monterrey
3	Timezones	North America	Cities and Regions	Pangnirtung
3	Timezones	North America	Cities and Regions	Port-au-Prince
3	Timezones	North America	Cities and Regions	Rainy_River
3	Timezones	North America	Cities and Regions	Rankin_Inlet
3	Timezones	North America	Cities and Regions	Regina
3	Timezones	North America	Cities and Regions	Sitka
3	Timezones	North America	Cities and Regions	Swift_Current
3	Timezones	North America	Cities and Regions	Thule
3	Timezones	North America	Cities and Regions	Tortola
3	Timezones	South America	Cities and Regions	Argentina/San_Juan
3	Timezones	South America	Cities and Regions	Argentina/San_Luis
3	Timezones	South America	Cities and Regions	Boa_Vista
3	Timezones	South America	Cities and Regions	Cuiaba
3	Timezones	South America	Cities and Regions	Eirunepe
3	Timezones	South America	Cities and Regions	Maceio
3	Timezones	South America	Cities and Regions	Paramaribo
3	Timezones	Africa	Cities and Regions	Asmera
3	Timezones	Africa	Cities and Regions	Bangui
3	Timezones	Africa	Cities and Regions	Bujumbura
3	Timezones	Africa	Cities and Regions	Juba
3	Timezones	Africa	Cities and Regions	Kampala
3	Timezones	Africa	Cities and Regions	Kigali
3	Timezones	Africa	Cities and Regions	Libreville
3	Timezones	Africa	Cities and Regions	Lome
3	Timezones	Africa	Cities and Regions	Lubumbashi
3	Timezones	Africa	Cities and Regions	Mbabane
3	Timezones	Africa	Cities and Regions	Porto-Novo
3	Timezones	Europe	Cities and Regions	Riga
3	Timezones	Russia	Cities and Regions	Barnaul
3	Timezones	Western Asia	Cities and Regions	Aden
3	Timezones	Central Asia	Cities and Regions	Oral
3	Timezones	Southeast Asia	Cities and Regions	Jayapura
3	Timezones	Australasia	Cities and Regions	Broken_Hill
3	Timezones	Antarctica	Cities and Regions	Syowa
3	Timezones	Oceania	Cities and Regions	Apia
3	Timezones	Oceania	Cities and Regions	Gambier
3	Timezones	Oceania	Cities and Regions	Guam
3	Timezones	Oceania	Cities and Regions	Kiritimati
3	Timezones	Oceania	Cities and Regions	Nauru
3	Timezones	Oceania	Cities and Regions	Rarotonga
3	Timezones	Oceania	Cities and Regions	Saipan
3	Timezones	Oceania	Cities and Regions	Tarawa
3	Timezones	Oceania	Cities and Regions	Tongatapu
3	Currencies	North America (C)	Northern America: Bermuda	BMD-name-one
3	Currencies	North America (C)	Central America: Belize	BZD-name-one
3	Currencies	North America (C)	Central America: Costa Rica	CRC-name-one
3	Currencies	North America (C)	Central America: Guatemala	GTQ-name-one
3	Currencies	North America (C)	Central America: Honduras	HNL-name-one
3	Currencies	North America (C)	Central America: Nicaragua	NIO-name-one
3	Currencies	North America (C)	Caribbean: Aruba	AWG-name-one
3	Currencies	North America (C)	Caribbean: Barbados	BBD-name-one
3	Currencies	North America (C)	Caribbean: Bahamas	BSD-name-one
3	Currencies	North America (C)	Caribbean: Cuba	CUC-name-one
3	Currencies	North America (C)	Caribbean: Cuba	CUP-name-one
3	Currencies	North America (C)	Caribbean: Curaçao	ANG-name-one
3	Currencies	North America (C)	Caribbean: Dominican Republic	DOP-name-one
3	Currencies	North America (C)	Caribbean: Haiti	HTG-name-one
3	Currencies	North America (C)	Caribbean: Jamaica	JMD-name-one
3	Currencies	North America (C)	Caribbean: Cayman Islands	KYD-name-one
3	Currencies	North America (C)	Caribbean: St. Lucia	XCD-name-one
3	Currencies	South America (C)	South America: Argentina	ARS-name-one
3	Currencies	South America (C)	South America: Bolivia	BOB-name-one
3	Currencies	South America (C)	South America: Brazil	BRL-name-one
3	Currencies	South America (C)	South America: Chile	CLP-name-one
3	Currencies	South America (C)	South America: Colombia	COP-name-one
3	Currencies	South America (C)	South America: Falkland Islands	FKP-name-one
3	Currencies	South America (C)	South America: Guyana	GYD-name-one
3	Currencies	South America (C)	South America: Peru	PEN-name-one
3	Currencies	South America (C)	South America: Paraguay	PYG-name-one
3	Currencies	South America (C)	South America: Suriname	SRD-name-one
3	Currencies	South America (C)	South America: Uruguay	UYU-name-one
3	Currencies	South America (C)	South America: Venezuela	VES-name-one
3	Currencies	Northern/Western Europe	Northern Europe: United Kingdom	GBP-name-one
3	Currencies	Northern/Western Europe	Northern Europe: Iceland	ISK-name-one
3	Currencies	Northern Africa	Northern Africa: Algeria	DZD-name-one
3	Currencies	Northern Africa	Northern Africa: Egypt	EGP-name-one
3	Currencies	Northern Africa	Northern Africa: Morocco	MAD-name-one
3	Currencies	Northern Africa	Northern Africa: Sudan	SDG-name-one
3	Currencies	Western Africa	Western Africa: Cape Verde	CVE-name-one
3	Currencies	Western Africa	Western Africa: Ghana	GHS-name-one
3	Currencies	Western Africa	Western Africa: Liberia	LRD-name-one
3	Currencies	Western Africa	Western Africa: St. Helena	SHP-name-one
3	Currencies	Middle Africa	Middle Africa: Angola	AOA-name-one
3	Currencies	Middle Africa	Middle Africa: Congo - Kinshasa	CDF-name-one
3	Currencies	Middle Africa	Middle Africa: Cameroon	XAF-name-one
3	Currencies	Eastern Africa	Eastern Africa: Burundi	BIF-name-one
3	Currencies	Eastern Africa	Eastern Africa: Djibouti	DJF-name-one
3	Currencies	Eastern Africa	Eastern Africa: Eritrea	ERN-name-one
3	Currencies	Eastern Africa	Eastern Africa: Ethiopia	ETB-name-one
3	Currencies	Eastern Africa	Eastern Africa: Kenya	KES-name-one
3	Currencies	Eastern Africa	Eastern Africa: Comoros	KMF-name-one
3	Currencies	Eastern Africa	Eastern Africa: Madagascar	MGA-name-one
3	Currencies	Eastern Africa	Eastern Africa: Mauritius	MUR-name-one
3	Currencies	Eastern Africa	Eastern Africa: Malawi	MWK-name-one
3	Currencies	Eastern Africa	Eastern Africa: Mozambique	MZN-name-one
3	Currencies	Eastern Africa	Eastern Africa: Rwanda	RWF-name-one
3	Currencies	Eastern Africa	Eastern Africa: Seychelles	SCR-name-one
3	Currencies	Eastern Africa	Eastern Africa: Somalia	SOS-name-one
3	Currencies	Eastern Africa	Eastern Africa: South Sudan	SSP-name-one
3	Currencies	Eastern Africa	Eastern Africa: Tanzania	TZS-name-one
3	Currencies	Eastern Africa	Eastern Africa: Uganda	UGX-name-one
3	Currencies	Eastern Africa	Eastern Africa: Zambia	ZMW-name-one
3	Currencies	Southern Africa	Southern Africa: Botswana	BWP-name-one
3	Currencies	Southern Africa	Southern Africa: Namibia	NAD-name-one
3	Currencies	Southern Africa	Southern Africa: South Africa	ZAR-name-one
3	Currencies	Western Asia (C)	Western Asia: Azerbaijan	AZN-name-one
3	Currencies	Eastern Asia (C)	Eastern Asia: China: CNH (offshore)	CNH-name-one
3	Currencies	Eastern Asia (C)	Eastern Asia: North Korea	KPW-name-one
3	Currencies	Eastern Asia (C)	Eastern Asia: South Korea	KRW-name-one
3	Currencies	Southern Asia (C)	Southern Asia: India	INR-name-one
3	Currencies	Oceania (C)	Australasia: New Zealand	NZD-name-one
3	Currencies	Oceania (C)	Melanesia: Fiji	FJD-name-one
3	Currencies	Oceania (C)	Melanesia: Papua New Guinea	PGK-name-one
3	Currencies	Oceania (C)	Melanesia: Vanuatu	VUV-name-one
3	Currencies	Oceania (C)	Polynesia: Tonga	TOP-name-one
3	Currencies	Unknown Region (C)	Unknown Region: XXX	XXX-name-one
3	Date & Time	Fields	Relative Tuesday Narrow	0
3	Date & Time	Fields	Relative Tuesday Narrow	1
3	Date & Time	Fields	Relative Wednesday Narrow	0
3	Date & Time	Fields	Relative Wednesday Narrow	1
3	Units	Volume	tablespoon	short-one-nominative
3	Units	Mass and Weight	carat	short-one-nominative
3	Units	Energy and Power	kilojoule	narrow-displayName
3	Units	Weather	celsius	short-other-nominative
3	Units	Other Units	permillion	narrow-displayName
3	Date & Time	Gregorian	Days - narrow - Formatting	sun
3	Date & Time	Gregorian	Days - narrow - Formatting	mon
3	Date & Time	Gregorian	Days - narrow - Formatting	tue
3	Date & Time	Gregorian	Days - narrow - Formatting	thu
3	Date & Time	Gregorian	Months - wide - Standalone	Sep
3	Units	Duration	decade	narrow-other-nominative
3	Characters	Objects	computer	💻 –keywords
3	Characters	Objects	computer	💿 –keywords
3	Characters	Objects	computer	📀 –keywords
3	Characters	Symbols2	transport-sign	🚻 –keywords
3	Characters	Flags	flag	🏳‍🌈 –keywords
3	Date & Time	Fields	Relative Sunday Short	future-few
3	Date & Time	Fields	Relative Sunday Short	past-few
3	Date & Time	Fields	Relative Monday Narrow	future-few
3	Units	Graphics	dot	short-two-nominative
3	Units	Energy and Power	foodcalorie	narrow-two-nominative
3	Units	Energy and Power	foodcalorie	narrow-few-nominative
3	Units	Energy and Power	foodcalorie	narrow-many-nominative
3	Units	Length	mile	short-one-nominative
3	Units	Other Units	newton-meter	short-displayName
3	Units	Other Units	newton-meter	narrow-displayName
3	Units	Other Units	newton-meter	narrow-one-nominative
3	Units	Other Units	newton-meter	narrow-other-nominative
3	Characters	People & Body	person-role	👨‍🎤 -name
3	Characters	People & Body	person-fantasy	🧟‍♂ –keywords
3	Date & Time	Gregorian	Days - short - Standalone	tue
3	Units	Volume	gallon-imperial	long-one-nominative
3	Characters	People & Body	person-activity	💇 –keywords
3	Characters	People & Body	person-symbol	👣 –keywords
3	Characters	People & Body	hand-fingers-partial	👌 –keywords
3	Locale Display Names	Keys	colBackwards	colBackwards
3	Date & Time	Fields	Relative Month Short	past-one
3	Date & Time	Fields	Relative Month Narrow	future-one
3	Date & Time	Fields	Relative Month Narrow	future-other
3	Date & Time	Fields	Relative Month Narrow	past-one
3	Date & Time	Fields	Relative Minute Short	future-one
3	Date & Time	Fields	Relative Minute Narrow	future-one
3	Date & Time	Fields	Relative Minute Narrow	past-one
3	Date & Time	Fields	Relative Second Short	past-one
3	Date & Time	Fields	Relative Second Narrow	future-one
3	Date & Time	Fields	Relative Second Narrow	past-one
3	Date & Time	Fields	Relative Monday Short	future-one
3	Date & Time	Fields	Relative Tuesday Short	future-one
3	Date & Time	Fields	Relative Thursday Short	future-one
3	Date & Time	Fields	Relative Friday Short	past-one
3	Date & Time	Fields	Relative Saturday Short	future-one
3	Date & Time	Islamic	Formats - Flexible - Date Formats	GyMMMd
3	Date & Time	Islamic	Formats - Flexible - Date Formats	GyMMMEd
3	Date & Time	Islamic	Formats - Flexible - Date Formats	M
3	Units	Duration	minute	short-one-nominative
3	Units	Length	earth-radius	short-displayName
3	Units	Volume	fluid-ounce	long-one-nominative
3	Units	Volume	fluid-ounce	narrow-one-nominative
3	Units	Volume	dram	short-one-nominative
3	Units	Mass and Weight	grain	short-one-nominative
3	Characters	People & Body	person-gesture	🧏 –keywords
3	Characters	People & Body	person-role	👨‍⚖ –keywords
3	Characters	People & Body	person-role	👩‍🌾 –keywords
3	Characters	People & Body	person-role	👩‍🚒 –keywords
3	Characters	People & Body	person-role	🕵 –keywords
3	Characters	People & Body	person-role	🫅 –keywords
3	Characters	People & Body	person-fantasy	🤶 –keywords
3	Characters	People & Body	person-sport	🚴‍♂ –keywords
3	Characters	People & Body	person-sport	🚴‍♀ –keywords
3	Characters	Food & Drink	food-vegetable	🫚 -name
3	Characters	Symbols2	punctuation	⁉ –keywords
3	Characters	Symbols2	punctuation	〈 –keywords
3	Characters	Symbols2	punctuation	〉 –keywords
3	Date & Time	Fields	Date Fields	era-short
3	Date & Time	Fields	Date Fields	era-narrow
3	Date & Time	Fields	Relative Week Narrow	future-other
3	Date & Time	Gregorian	Quarters - narrow - Standalone	1
3	Date & Time	Gregorian	Quarters - narrow - Standalone	2
3	Date & Time	Gregorian	Quarters - narrow - Standalone	3
3	Date & Time	Gregorian	Quarters - narrow - Standalone	4
3	Date & Time	Gregorian	Day Periods - wide - Formatting	noon
3	Units	Length	centimeter	narrow-one-nominative
3	Units	Volume	cup	short-one-nominative
3	Units	Speed and Acceleration	g-force	narrow-displayName
3	Units	Energy and Power	therm-us	narrow-one-nominative
3	Units	Weather	atmosphere	narrow-one-nominative
3	Units	Other Units	degree	short-one-nominative
3	Characters	Smileys & Emotion	face-concerned	😮 –keywords
3	Characters	Smileys & Emotion	face-costume	👽 –keywords
3	Characters	Smileys & Emotion	cat-face	😺 -name
3	Characters	Smileys & Emotion	cat-face	😺 –keywords
3	Characters	Smileys & Emotion	cat-face	😻 -name
3	Characters	People & Body	hand-single-finger	👈 –keywords
3	Characters	People & Body	hand-single-finger	👇 –keywords
3	Characters	People & Body	hand-single-finger	☝ –keywords
3	Characters	Animals & Nature	animal-marine	🐚 –keywords
3	Characters	Objects	other-object	🪬 –keywords
3	Date & Time	Fields	Relative Year Narrow	past-other
3	Date & Time	Fields	Relative Week	past-one
3	Date & Time	Fields	Relative Day	past-one
3	Date & Time	Fields	Relative Day Narrow	past-other
3	Date & Time	Fields	Relative Minute	past-one
3	Date & Time	Fields	Relative Sunday Narrow	past-one
3	Date & Time	Fields	Relative Sunday Narrow	past-other
3	Date & Time	Fields	Relative Wednesday Narrow	past-one
3	Date & Time	Fields	Relative Wednesday Narrow	past-other
3	Date & Time	Fields	Relative Thursday Narrow	past-one
3	Date & Time	Fields	Relative Saturday Narrow	past-one
3	Units	Length	kilometer	short-per
3	Units	Length	millimeter	short-one-nominative
3	Units	Length	micrometer	short-other-nominative
3	Units	Length	nanometer	narrow-displayName
3	Units	Length	picometer	narrow-displayName
3	Units	Area	square-yard	narrow-displayName
3	Units	Area	square-inch	narrow-displayName
3	Units	Compound Units	10p-1	short
3	Characters	Smileys & Emotion	face-hand	🤭 -name
3	Characters	Smileys & Emotion	face-hand	🤭 –keywords
3	Characters	People & Body	hand-fingers-open	👋 –keywords
3	Characters	People & Body	hand-fingers-open	🤚 -name
3	Characters	People & Body	hand-fingers-open	🤚 –keywords
3	Characters	Symbols2	math	³ –keywords
3	Characters	Animals & Nature	animal-mammal	🫏 -name
3	Date & Time	Gregorian	Day Periods - narrow - Standalone	evening1
3	Units	Mass and Weight	dalton	narrow-displayName
3	Units	Mass and Weight	solar-mass	narrow-displayName
3	Units	Energy and Power	electronvolt	narrow-displayName
3	Date & Time	Gregorian	Day Periods - wide - Formatting	midnight
3	Date & Time	Gregorian	Day Periods - wide - Standalone	midnight
3	Date & Time	Hebrew	Formats - Standard - Date Formats	full
3	Units	Other Units	mile-per-gallon-imperial	short-one-nominative
3	Characters	People & Body	family	👭 –keywords
3	Characters	Animals & Nature	animal-mammal	🐶 –keywords
3	Characters	Animals & Nature	animal-reptile	🐲 –keywords
3	Special	Suppress	Islamic	Formats - Standard - Date Formats-short
3	Date & Time	Fields	Relative Day Narrow	future-other
3	Units	Area	square-inch	short-per
3	Units	Duration	year	narrow-other-nominative
3	Units	Duration	month	narrow-displayName
3	Units	Duration	second	narrow-one-nominative
3	Units	Duration	second	narrow-other-nominative
3	Units	Graphics	dot-per-centimeter	long-many-nominative
3	Units	Graphics	dot-per-inch	long-many-nominative
3	Units	Graphics	pixel-per-inch	long-few-nominative
3	Units	Length	furlong	long-one-nominative
3	Units	Length	fathom	long-one-nominative
3	Units	Speed and Acceleration	meter-per-square-second	narrow-one-nominative
3	Units	Speed and Acceleration	kilometer-per-hour	narrow-few-nominative
3	Units	Speed and Acceleration	kilometer-per-hour	narrow-many-nominative
3	Units	Speed and Acceleration	beaufort	narrow-few-nominative
3	Date & Time	Gregorian	Months - wide - Standalone	Apr
3	Date & Time	Gregorian	Months - wide - Standalone	Nov
3	Date & Time	Gregorian	Days - abbreviated - Standalone	mon
3	Date & Time	Gregorian	Days - abbreviated - Standalone	wed
3	Date & Time	Gregorian	Days - abbreviated - Standalone	thu
3	Characters	Animals & Nature	animal-mammal	🦥 –keywords
3	Units	Graphics	dot	narrow-many-nominative
3	Units	Mass and Weight	pound	narrow-displayName
3	Characters	People & Body	hand-fingers-partial	🫰 –keywords
3	Characters	People & Body	hands	🫶 –keywords
3	Characters	People & Body	person-gesture	🙋‍♂ –keywords
3	Characters	People & Body	person-gesture	🙋‍♀ –keywords
3	Characters	People & Body	person-activity	👯‍♂ –keywords
3	Characters	People & Body	person-activity	👯‍♀ –keywords
3	Units	Mass and Weight	gram	narrow-other-nominative
3	Date & Time	Islamic	Months - abbreviated - Standalone	May
3	Date & Time	Islamic	Months - abbreviated - Standalone	Jun
3	Units	Compound Units	10p6	narrow
3	Units	Compound Units	10p6	short
3	Characters	People & Body	person	👱‍♀ -name
3	Characters	People & Body	person-role	🕵‍♀ –keywords
3	Characters	People & Body	person-role	👷‍♂ –keywords
3	Characters	People & Body	person-role	👷‍♀ –keywords
3	Units	Other Units	solar-luminosity	long-displayName
3	Characters	Smileys & Emotion	face-neutral-skeptical	😒 –keywords
3	Date & Time	Fields	Relative Week Narrow	Period
3	Date & Time	Fields	Relative Monday Narrow	future-other
3	Date & Time	Fields	Relative Tuesday Narrow	future-other
3	Date & Time	Fields	Relative Thursday Narrow	future-other
3	Date & Time	Fields	Relative Saturday Narrow	future-other
3	Date & Time	Gregorian	Formats - Intervals - Date Formats	Bh/h
3	Date & Time	Generic	Formats - Flexible - 24 Hour Time Formats	H
3	Date & Time	Generic	Formats - Intervals - Date Formats	Bh/h
3	Units	Mass and Weight	gram	short-displayName
3	Units	Mass and Weight	gram	narrow-displayName
3	Units	Energy and Power	kilojoule	long-displayName
3	Units	Energy and Power	british-thermal-unit	short-other-nominative
3	Units	Electrical and Frequency	ampere	short-displayName
3	Units	Electrical and Frequency	volt	narrow-displayName
3	Characters	People & Body	person-role	👨‍🔧 -name
3	Characters	People & Body	person-role	👩‍🔧 –keywords
3	Characters	People & Body	person-role	👩‍🔬 –keywords
3	Characters	People & Body	person-fantasy	🦹 –keywords
3	Characters	People & Body	person-activity	👨‍🦯 -name
3	Characters	People & Body	person-activity	👩‍🦯 -name
3	Characters	People & Body	person-activity	👨‍🦼 -name
3	Characters	Animals & Nature	animal-mammal	🦁 -name
3	Characters	Food & Drink	food-fruit	🍋 -name
3	Characters	Food & Drink	food-fruit	🍋 –keywords
3	Units	Volume	cup	short-other-nominative
3	Characters	Smileys & Emotion	emotion	👁‍🗨 -name
3	Characters	Smileys & Emotion	face-concerned	🥹 -name
3	Characters	Smileys & Emotion	face-concerned	🥹 –keywords
3	Characters	Smileys & Emotion	face-negative	☠ –keywords
3	Characters	Smileys & Emotion	face-costume	💩 –keywords
3	Characters	Smileys & Emotion	face-costume	🤖 –keywords
3	Characters	Smileys & Emotion	monkey-face	🙈 –keywords
3	Characters	Smileys & Emotion	monkey-face	🙉 –keywords
3	Characters	Smileys & Emotion	monkey-face	🙊 –keywords
3	Characters	Smileys & Emotion	heart	🩷 -name
3	Characters	Smileys & Emotion	heart	🩵 -name
3	Characters	Smileys & Emotion	heart	🩶 -name
3	Characters	Smileys & Emotion	emotion	💦 -name
3	Characters	Smileys & Emotion	emotion	💨 –keywords
3	Characters	People & Body	hand-fingers-open	🫷 -name
3	Characters	People & Body	person-fantasy	🧟‍♀ –keywords
3	Characters	Animals & Nature	animal-mammal	🐵 –keywords
3	Characters	Animals & Nature	animal-marine	🐠 –keywords
3	Units	Area	square-mile	short-displayName
3	Units	Volume	fluid-ounce-imperial	short-one-nominative
3	Units	Volume	dessert-spoon-imperial	long-one-nominative
3	Units	Speed and Acceleration	knot	short-other-nominative
3	Units	Volume	drop	long-other-nominative
3	Units	Weather	kelvin	short-displayName
3	Units	Compound Units	10p3	narrow
3	Characters	People & Body	person-gesture	🙅‍♂ –keywords
3	Date & Time	Gregorian	Months - narrow - Formatting	Feb
3	Date & Time	Gregorian	Months - narrow - Formatting	Apr
3	Date & Time	Gregorian	Months - narrow - Formatting	Jun
3	Date & Time	Gregorian	Months - narrow - Formatting	Aug
3	Date & Time	Gregorian	Months - narrow - Formatting	Sep
3	Characters	Animals & Nature	animal-mammal	🐺 -name
3	Characters	Animals & Nature	animal-mammal	🐺 –keywords
3	Characters	Animals & Nature	animal-mammal	🦊 -name
3	Characters	Animals & Nature	animal-mammal	🦊 –keywords
3	Characters	Animals & Nature	animal-mammal	🐻 -name
3	Characters	Animals & Nature	animal-amphibian	🐸 –keywords
3	Characters	Smileys & Emotion	face-unwell	🥴 –keywords
3	Units	Area	dunam	narrow-displayName
3	Units	Volume	cubic-foot	short-displayName
3	Units	Volume	cubic-foot	short-other-nominative
3	Units	Volume	gallon	narrow-per
3	Units	Mass and Weight	grain	long-displayName
3	Units	Energy and Power	watt	short-displayName
3	Units	Electrical and Frequency	volt	short-displayName
3	Units	Other Units	permillion	long-one-nominative
3	Characters	Smileys & Emotion	emotion	💫 –keywords
3	Characters	People & Body	person-sport	🚴 –keywords
3	Miscellaneous	Displaying Lists	Short Unit List	start
3	Miscellaneous	Displaying Lists	Short Unit List	middle
3	Date & Time	Gregorian	Quarters - abbreviated - Standalone	2
3	Date & Time	Gregorian	Quarters - abbreviated - Standalone	4
3	Units	Mass and Weight	earth-mass	narrow-one-nominative
3	Units	Mass and Weight	earth-mass	narrow-other-nominative
3	Units	Mass and Weight	solar-mass	narrow-one-nominative
3	Units	Mass and Weight	solar-mass	narrow-other-nominative
3	Units	Weather	millimeter-ofhg	narrow-one-nominative
3	Units	Weather	pound-force-per-square-inch	narrow-other-nominative
3	Units	Other Units	permillion	narrow-one-nominative
3	Units	Other Units	permillion	narrow-other-nominative
3	Units	Other Units	lux	narrow-one-nominative
3	Units	Other Units	lumen	narrow-one-nominative
3	Date & Time	Buddhist	Formats - Intervals - Date Formats	yM/y
3	Date & Time	Coptic	Formats - Intervals - Date Formats	yM/M
3	Date & Time	Coptic	Formats - Intervals - Date Formats	yM/y
3	Date & Time	Coptic	Formats - Intervals - Date Formats	yMd/d
3	Date & Time	Coptic	Formats - Intervals - Date Formats	yMd/M
3	Date & Time	Coptic	Formats - Intervals - Date Formats	yMd/y
3	Date & Time	Coptic	Formats - Intervals - Date Formats	yMEd/d
3	Date & Time	Coptic	Formats - Intervals - Date Formats	yMEd/M
3	Date & Time	Coptic	Formats - Intervals - Date Formats	yMEd/y
3	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yM/M
3	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yM/y
3	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMd/d
3	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMd/M
3	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMd/y
3	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMEd/d
3	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMEd/M
3	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMEd/y
3	Date & Time	Hebrew	Formats - Flexible - Date Formats	yyyyM
3	Date & Time	Hebrew	Formats - Intervals - Date Formats	yM/y
3	Date & Time	Indian	Formats - Flexible - Date Formats	yyyyM
3	Date & Time	Indian	Formats - Intervals - Date Formats	yM/y
3	Date & Time	Islamic	Formats - Intervals - Date Formats	yM/M
3	Date & Time	Islamic	Formats - Intervals - Date Formats	yM/y
3	Date & Time	Islamic	Formats - Intervals - Date Formats	yMd/d
3	Date & Time	Islamic	Formats - Intervals - Date Formats	yMd/M
3	Date & Time	Islamic	Formats - Intervals - Date Formats	yMd/y
3	Date & Time	Islamic	Formats - Intervals - Date Formats	yMEd/d
3	Date & Time	Islamic	Formats - Intervals - Date Formats	yMEd/M
3	Date & Time	Islamic	Formats - Intervals - Date Formats	yMEd/y
3	Date & Time	Japanese	Formats - Intervals - Date Formats	yM/M
3	Date & Time	Japanese	Formats - Intervals - Date Formats	yM/y
3	Date & Time	Japanese	Formats - Intervals - Date Formats	yMd/d
3	Date & Time	Japanese	Formats - Intervals - Date Formats	yMd/M
3	Date & Time	Japanese	Formats - Intervals - Date Formats	yMd/y
3	Date & Time	Japanese	Formats - Intervals - Date Formats	yMEd/d
3	Date & Time	Japanese	Formats - Intervals - Date Formats	yMEd/M
3	Date & Time	Japanese	Formats - Intervals - Date Formats	yMEd/y
3	Date & Time	Persian	Formats - Intervals - Date Formats	yM/M
3	Date & Time	Persian	Formats - Intervals - Date Formats	yM/y
3	Date & Time	Persian	Formats - Intervals - Date Formats	yMd/d
3	Date & Time	Persian	Formats - Intervals - Date Formats	yMd/M
3	Date & Time	Persian	Formats - Intervals - Date Formats	yMd/y
3	Date & Time	Persian	Formats - Intervals - Date Formats	yMEd/d
3	Date & Time	Persian	Formats - Intervals - Date Formats	yMEd/M
3	Date & Time	Persian	Formats - Intervals - Date Formats	yMEd/y
3	Date & Time	Minguo	Formats - Intervals - Date Formats	yM/y
3	Characters	Smileys & Emotion	face-hand	🤗 –keywords
3	Date & Time	Hebrew	Formats - Intervals - Date Formats	MMMEd/d
3	Date & Time	Indian	Formats - Intervals - Date Formats	MMMEd/d
3	Date & Time	Minguo	Formats - Intervals - Date Formats	MMMEd/d
3	Units	Area	square-mile	narrow-per
3	Units	Mass and Weight	stone	narrow-one-nominative
3	Characters	Animals & Nature	plant-flower	🪻 –keywords
3	Currencies	Oceania (C)	Australasia: New Zealand	NZD-symbol
3	Miscellaneous	Displaying Lists	Unit List	end
3	Units	Length	micrometer	narrow-displayName
3	Units	Length	nautical-mile	narrow-displayName
3	Units	Speed and Acceleration	knot	narrow-one-nominative
3	Units	Mass and Weight	microgram	narrow-one-nominative
3	Units	Energy and Power	british-thermal-unit	narrow-displayName
3	Locale Display Names	Scripts	Limited Use	Bali
3	Units	Volume	jigger	narrow-other-nominative
3	Characters	Smileys & Emotion	face-glasses	😎 –keywords
3	Characters	People & Body	person-gesture	💁‍♂ –keywords
3	Date & Time	Fields	Relative Monday Narrow	future-one
3	Date & Time	Fields	Relative Tuesday Narrow	future-one
3	Units	Volume	dessert-spoon	short-few-nominative
3	Units	Length	millimeter	narrow-other-nominative
3	Units	Length	picometer	narrow-one-nominative
3	Units	Length	picometer	narrow-other-nominative
3	Units	Area	square-meter	narrow-other-nominative
3	Units	Volume	quart	narrow-one-nominative
3	Units	Mass and Weight	kilogram	narrow-other-nominative
3	Units	Mass and Weight	milligram	narrow-other-nominative
3	Units	Mass and Weight	microgram	narrow-other-nominative
3	Units	Mass and Weight	ton	narrow-other-nominative
3	Units	Mass and Weight	pound	narrow-other-nominative
3	Units	Energy and Power	british-thermal-unit	narrow-one-nominative
3	Units	Energy and Power	british-thermal-unit	narrow-other-nominative
3	Units	Energy and Power	watt	narrow-one-nominative
3	Units	Energy and Power	watt	narrow-other-nominative
3	Units	Weather	hectopascal	narrow-one-nominative
