#Dir	Code	English Name	Native Name	Script	CLDR Target	Sublocales	Fields	UC	Missing	Modern	Miss +UC	Moderate	Miss +UC	Basic	Miss +UC	Core	Miss +UC	Core-Missing
common	sr	Serbian	српски	Cyrl	modern	4	7842	0	0	7842	0	3932	0	415	0	9	0	
common	su	Sundanese	Basa Sunda	Latn	basic	1	460	5	5527	460	5532	443	1928	372	2	6	2	ordinals*, casing, collation
common	sv	Swedish	svenska	Latn	modern	3	7230	21	0	7230	21	3401	4	399	0	9	0	
common	sw	Swahili	Kiswahili	Latn	modern	4	7170	0	1	7170	1	3396	0	401	0	9	0	
common	ta	Tamil	தமிழ்	Taml	modern	4	7275	0	0	7275	0	3497	0	477	0	9	0	
common	te	Telugu	తెలుగు	Telu	modern	1	7174	0	0	7174	0	3395	0	389	0	9	0	
common	th	Thai	ไทย	Thai	modern	1	6550	0	0	6550	0	2881	0	392	0	9	0	
common	tk	Turkmen	türkmen dili	Latn	modern	1	7116	0	5	7116	5	3360	3	393	0	9	0	
common	tr	Turkish	Türkçe	Latn	modern	2	7283	0	0	7283	0	3491	0	469	0	9	0	
common	uk	Ukrainian	українська	Cyrl	modern	1	8504	9	0	8504	9	4467	0	416	0	9	0	
common	ur	Urdu	اردو	Arab	modern	2	7278	0	2	7278	2	3475	1	473	1	8	1	orientation
common	uz	Uzbek	o‘zbek	Latn	modern	1	7257	2	5	7257	7	3473	3	475	0	9	0	
common	vi	Vietnamese	Tiếng Việt	Latn	modern	1	6648	0	2	6648	2	2853	2	383	0	9	0	
common	yo	Yoruba	Èdè Yorùbá	Latn	moderate	2	5551	12	882	5551	894	2822	0	379	0	8	0	ordinals*
common	yue	Cantonese	粵語	Hant	modern	1	6516	0	1	6516	1	2871	1	379	1	8	1	collation
common	zh	Chinese	中文	Hans	modern	4	6783	0	0	6783	0	2974	0	488	0	9	0	
common	zh_Hant	Traditional Chinese	繁體中文	Hant	modern	0	6784	0	0	6784	0	2976	0	488	0	9	0	
common	zu	Zulu	isiZulu	Latn	modern	1	7106	0	59	7106	59	3390	0	385	0	9	0	
