# Grammatical Features
#Locale	ID	Feature	Usage	Values
Hungarian	hu	grammaticalCase	general	nominative, accusative, dative, instrumental, ablative, inessive, elative, illative, adessive, allative, essive, translative, causal, delative, sublative, superessive, terminative
Hungarian	hu	grammaticalCase	units	nominative, accusative, instrumental, translative, terminative

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	A kosár tartalma: {0} X. Megveszi?	<div class='cldr_example'>A kosár tartalma: <span class='cldr_substituted'>1</span> X. Megveszi?</div><div class='cldr_example'>❌  A kosár tartalma: <span class='cldr_substituted'>2</span> X. Megveszi?</div>
Plural	other	A kosár tartalma: {0} X. Megveszi őket?	<div class='cldr_example'>A kosár tartalma: <span class='cldr_substituted'>2</span> X. Megveszi őket?</div><div class='cldr_example'>❌  A kosár tartalma: <span class='cldr_substituted'>1</span> X. Megveszi őket?</div>
Case (for measurement units)	nominative	{0} év	<div class='cldr_example'><span class='cldr_substituted'>1 nap</span> év</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 napot</span> év</div>
Case (for measurement units)	accusative	{0} évet	<div class='cldr_example'><span class='cldr_substituted'>1 napot</span> évet</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 nappal</span> évet</div>
Case (for measurement units)	instrumental	{0} évvel	<div class='cldr_example'><span class='cldr_substituted'>1 nappal</span> évvel</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 napot</span> évvel</div>
Case (for measurement units)	translative	{0} évvé	<div class='cldr_example'><span class='cldr_substituted'>1 nappá</span> évvé</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 napot</span> évvé</div>
Case (for measurement units)	terminative	{0} évig	<div class='cldr_example'><span class='cldr_substituted'>1 napig</span> évig</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 napot</span> évig</div>

# Unit Case and Gender Info
#Quantity	Unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for other	Case MP + pattern with 2.0
luminous-intensity	candela	translative	{0} kandelává	1 kandelává évvé	{0} kandelává	2 kandelává évvé
luminous-intensity	candela	terminative	{0} kandeláig	1 kandeláig évig	{0} kandeláig	2 kandeláig évig
mass	micrograms	nominative	{0} mikrogramm	1 mikrogramm év	{0} mikrogramm	2 mikrogramm év
mass	micrograms	accusative	{0} mikrogrammot	1 mikrogrammot évet	{0} mikrogrammot	2 mikrogrammot évet
mass	micrograms	instrumental	{0} mikrogrammal	1 mikrogrammal évvel	{0} mikrogrammal	2 mikrogrammal évvel
mass	micrograms	translative	{0} mikrogrammá	1 mikrogrammá évvé	{0} mikrogrammá	2 mikrogrammá évvé
mass	micrograms	terminative	{0} mikrogrammig	1 mikrogrammig évig	{0} mikrogrammig	2 mikrogrammig évig
mass	milligrams	nominative	{0} milligramm	1 milligramm év	{0} milligramm	2 milligramm év
mass	milligrams	accusative	{0} milligrammot	1 milligrammot évet	{0} milligrammot	2 milligrammot évet
mass	milligrams	instrumental	{0} milligrammal	1 milligrammal évvel	{0} milligrammal	2 milligrammal évvel
mass	milligrams	translative	{0} milligrammá	1 milligrammá évvé	{0} milligrammá	2 milligrammá évvé
mass	milligrams	terminative	{0} milligrammig	1 milligrammig évig	{0} milligrammig	2 milligrammig évig
mass	grain • ( = 64.79891 mg)	nominative	{0} grain	1 grain év	{0} grain	2 grain év
mass	grain • ( = 64.79891 mg)	accusative	{0} grain	1 grain évet	{0} grain	2 grain évet
mass	grain • ( = 64.79891 mg)	instrumental	{0} grain	1 grain évvel	{0} grain	2 grain évvel
mass	grain • ( = 64.79891 mg)	translative	{0} grain	1 grain évvé	{0} grain	2 grain évvé
mass	grain • ( = 64.79891 mg)	terminative	{0} grain	1 grain évig	{0} grain	2 grain évig
mass	carat • ( = 200 mg)	nominative	{0} karát	1 karát év	{0} karát	2 karát év
mass	carat • ( = 200 mg)	accusative	{0} karátot	1 karátot évet	{0} karátot	2 karátot évet
mass	carat • ( = 200 mg)	instrumental	{0} karáttal	1 karáttal évvel	{0} karáttal	2 karáttal évvel
mass	carat • ( = 200 mg)	translative	{0} karáttá	1 karáttá évvé	{0} karáttá	2 karáttá évvé
mass	carat • ( = 200 mg)	terminative	{0} karátig	1 karátig évig	{0} karátig	2 karátig évig
mass	grams	nominative	{0} gramm	1 gramm év	{0} gramm	2 gramm év
mass	grams	accusative	{0} grammot	1 grammot évet	{0} grammot	2 grammot évet
mass	grams	instrumental	{0} grammal	1 grammal évvel	{0} grammal	2 grammal évvel
mass	grams	translative	{0} grammá	1 grammá évvé	{0} grammá	2 grammá évvé
mass	grams	terminative	{0} grammig	1 grammig évig	{0} grammig	2 grammig évig
mass	ounce • ( = 28.349523125 g)	nominative	{0} uncia	1 uncia év	{0} uncia	2 uncia év
mass	ounce • ( = 28.349523125 g)	accusative	{0} uncia	1 uncia évet	{0} uncia	2 uncia évet
mass	ounce • ( = 28.349523125 g)	instrumental	{0} uncia	1 uncia évvel	{0} uncia	2 uncia évvel
mass	ounce • ( = 28.349523125 g)	translative	{0} uncia	1 uncia évvé	{0} uncia	2 uncia évvé
mass	ounce • ( = 28.349523125 g)	terminative	{0} uncia	1 uncia évig	{0} uncia	2 uncia évig
mass	ounce-troy • ( = 31.10348 g)	nominative	{0} troy uncia	1 troy uncia év	{0} troy uncia	2 troy uncia év
mass	ounce-troy • ( = 31.10348 g)	accusative	{0} troy uncia	1 troy uncia évet	{0} troy uncia	2 troy uncia évet
mass	ounce-troy • ( = 31.10348 g)	instrumental	{0} troy uncia	1 troy uncia évvel	{0} troy uncia	2 troy uncia évvel
mass	ounce-troy • ( = 31.10348 g)	translative	{0} troy uncia	1 troy uncia évvé	{0} troy uncia	2 troy uncia évvé
mass	ounce-troy • ( = 31.10348 g)	terminative	{0} troy uncia	1 troy uncia évig	{0} troy uncia	2 troy uncia évig
mass	pound • ( = 453.59237 g)	nominative	{0} font	1 font év	{0} font	2 font év
mass	pound • ( = 453.59237 g)	accusative	{0} font	1 font évet	{0} font	2 font évet
mass	pound • ( = 453.59237 g)	instrumental	{0} font	1 font évvel	{0} font	2 font évvel
mass	pound • ( = 453.59237 g)	translative	{0} font	1 font évvé	{0} font	2 font évvé
mass	pound • ( = 453.59237 g)	terminative	{0} font	1 font évig	{0} font	2 font évig
mass	kilograms	nominative	{0} kilogramm	1 kilogramm év	{0} kilogramm	2 kilogramm év
mass	kilograms	accusative	{0} kilogrammot	1 kilogrammot évet	{0} kilogrammot	2 kilogrammot évet
mass	kilograms	instrumental	{0} kilogrammal	1 kilogrammal évvel	{0} kilogrammal	2 kilogrammal évvel
mass	kilograms	translative	{0} kilogrammá	1 kilogrammá évvé	{0} kilogrammá	2 kilogrammá évvé
mass	kilograms	terminative	{0} kilogrammig	1 kilogrammig évig	{0} kilogrammig	2 kilogrammig évig
mass	stone • ( = 6.35029318 kg)	nominative	{0} stone	1 stone év	{0} stone	2 stone év
mass	stone • ( = 6.35029318 kg)	accusative	{0} stone	1 stone évet	{0} stone	2 stone évet
mass	stone • ( = 6.35029318 kg)	instrumental	{0} stone	1 stone évvel	{0} stone	2 stone évvel
mass	stone • ( = 6.35029318 kg)	translative	{0} stone	1 stone évvé	{0} stone	2 stone évvé
mass	stone • ( = 6.35029318 kg)	terminative	{0} stone	1 stone évig	{0} stone	2 stone évig
mass	ton • ( = 0.90718474 t)	nominative	{0} amerikai tonna	1 amerikai tonna év	{0} amerikai tonna	2 amerikai tonna év
mass	ton • ( = 0.90718474 t)	accusative	{0} amerikai tonna	1 amerikai tonna évet	{0} amerikai tonna	2 amerikai tonna évet
mass	ton • ( = 0.90718474 t)	instrumental	{0} amerikai tonna	1 amerikai tonna évvel	{0} amerikai tonna	2 amerikai tonna évvel
mass	ton • ( = 0.90718474 t)	translative	{0} amerikai tonna	1 amerikai tonna évvé	{0} amerikai tonna	2 amerikai tonna évvé
mass	ton • ( = 0.90718474 t)	terminative	{0} amerikai tonna	1 amerikai tonna évig	{0} amerikai tonna	2 amerikai tonna évig
mass	metric tons	nominative	{0} metrikus tonna	1 metrikus tonna év	{0} metrikus tonna	2 metrikus tonna év
mass	metric tons	accusative	{0} metrikus tonnát	1 metrikus tonnát évet	{0} metrikus tonnát	2 metrikus tonnát évet
mass	metric tons	instrumental	{0} metrikus tonnával	1 metrikus tonnával évvel	{0} metrikus tonnával	2 metrikus tonnával évvel
mass	metric tons	translative	{0} metrikus tonnává	1 metrikus tonnává évvé	{0} metrikus tonnává	2 metrikus tonnává évvé
mass	metric tons	terminative	{0} metrikus tonnáig	1 metrikus tonnáig évig	{0} metrikus tonnáig	2 metrikus tonnáig évig
mass	earth-mass • ( = 5972200000000000000000 t)	nominative	{0} Föld-tömeg	1 Föld-tömeg év	{0} Föld-tömeg	2 Föld-tömeg év
mass	earth-mass • ( = 5972200000000000000000 t)	accusative	{0} Föld-tömeg	1 Föld-tömeg évet	{0} Föld-tömeg	2 Föld-tömeg évet
mass	earth-mass • ( = 5972200000000000000000 t)	instrumental	{0} Föld-tömeg	1 Föld-tömeg évvel	{0} Föld-tömeg	2 Föld-tömeg évvel
mass	earth-mass • ( = 5972200000000000000000 t)	translative	{0} Föld-tömeg	1 Föld-tömeg évvé	{0} Föld-tömeg	2 Föld-tömeg évvé
mass	earth-mass • ( = 5972200000000000000000 t)	terminative	{0} Föld-tömeg	1 Föld-tömeg évig	{0} Föld-tömeg	2 Föld-tömeg évig
mass	solar-mass • ( = 1988470000000000000000000000 t)	nominative	{0} Nap-tömeg	1 Nap-tömeg év	{0} Nap-tömeg	2 Nap-tömeg év
mass	solar-mass • ( = 1988470000000000000000000000 t)	accusative	{0} Nap-tömeg	1 Nap-tömeg évet	{0} Nap-tömeg	2 Nap-tömeg évet
mass	solar-mass • ( = 1988470000000000000000000000 t)	instrumental	{0} Nap-tömeg	1 Nap-tömeg évvel	{0} Nap-tömeg	2 Nap-tömeg évvel
mass	solar-mass • ( = 1988470000000000000000000000 t)	translative	{0} Nap-tömeg	1 Nap-tömeg évvé	{0} Nap-tömeg	2 Nap-tömeg évvé
mass	solar-mass • ( = 1988470000000000000000000000 t)	terminative	{0} Nap-tömeg	1 Nap-tömeg évig	{0} Nap-tömeg	2 Nap-tömeg évig
night-duration	nights	nominative	{0} night	1 night év	{0} night	2 night év
night-duration	nights	accusative	{0} night	1 night évet	{0} night	2 night évet
night-duration	nights	instrumental	{0} night	1 night évvel	{0} night	2 night évvel
night-duration	nights	translative	{0} night	1 night évvé	{0} night	2 night évvé
night-duration	nights	terminative	{0} night	1 night évig	{0} night	2 night évig
portion	parts per billion	nominative	{0} ppb	1 ppb év	{0} ppb	2 ppb év
portion	parts per billion	accusative	{0} ppb	1 ppb évet	{0} ppb	2 ppb évet
portion	parts per billion	instrumental	{0} ppb	1 ppb évvel	{0} ppb	2 ppb évvel
portion	parts per billion	translative	{0} ppb	1 ppb évvé	{0} ppb	2 ppb évvé
portion	parts per billion	terminative	{0} ppb	1 ppb évig	{0} ppb	2 ppb évig
portion	parts per million	nominative	{0} részecske/millió	1 részecske/millió év	{0} részecske/millió	2 részecske/millió év
portion	parts per million	accusative	{0} részecske/milliót	1 részecske/milliót évet	{0} részecske/milliót	2 részecske/milliót évet
portion	parts per million	instrumental	{0} részecske/millióval	1 részecske/millióval évvel	{0} részecske/millióval	2 részecske/millióval évvel
portion	parts per million	translative	{0} részecske/millióvá	1 részecske/millióvá évvé	{0} részecske/millióvá	2 részecske/millióvá évvé
portion	parts per million	terminative	{0} részecske/millióig	1 részecske/millióig évig	{0} részecske/millióig	2 részecske/millióig évig
portion	permyriad	nominative	{0} tízezrelék	1 tízezrelék év	{0} tízezrelék	2 tízezrelék év
portion	permyriad	accusative	{0} tízezreléket	1 tízezreléket évet	{0} tízezreléket	2 tízezreléket évet
portion	permyriad	instrumental	{0} tízezrelékkel	1 tízezrelékkel évvel	{0} tízezrelékkel	2 tízezrelékkel évvel
portion	permyriad	translative	{0} tízezrelékké	1 tízezrelékké évvé	{0} tízezrelékké	2 tízezrelékké évvé
portion	permyriad	terminative	{0} tízezrelékig	1 tízezrelékig évig	{0} tízezrelékig	2 tízezrelékig évig
portion	permille	nominative	{0} ezrelék	1 ezrelék év	{0} ezrelék	2 ezrelék év
portion	permille	accusative	{0} ezreléket	1 ezreléket évet	{0} ezreléket	2 ezreléket évet
portion	permille	instrumental	{0} ezrelékkel	1 ezrelékkel évvel	{0} ezrelékkel	2 ezrelékkel évvel
portion	permille	translative	{0} ezrelékké	1 ezrelékké évvé	{0} ezrelékké	2 ezrelékké évvé
portion	permille	terminative	{0} ezrelékig	1 ezrelékig évig	{0} ezrelékig	2 ezrelékig évig
portion	percent	nominative	{0} százalék	1 százalék év	{0} százalék	2 százalék év
portion	percent	accusative	{0} százalékot	1 százalékot évet	{0} százalékot	2 százalékot évet
portion	percent	instrumental	{0} százalékkal	1 százalékkal évvel	{0} százalékkal	2 százalékkal évvel
portion	percent	translative	{0} százalékká	1 százalékká évvé	{0} százalékká	2 százalékká évvé
portion	percent	terminative	{0} százalékig	1 százalékig évig	{0} százalékig	2 százalékig évig
portion	karat • ( = 4.1˙6%)	nominative	{0} karát	1 karát év	{0} karát	2 karát év
portion	karat • ( = 4.1˙6%)	accusative	{0} karátot	1 karátot évet	{0} karátot	2 karátot évet
portion	karat • ( = 4.1˙6%)	instrumental	{0} karáttal	1 karáttal évvel	{0} karáttal	2 karáttal évvel
portion	karat • ( = 4.1˙6%)	translative	{0} karáttá	1 karáttá évvé	{0} karáttá	2 karáttá évvé
portion	karat • ( = 4.1˙6%)	terminative	{0} karátig	1 karátig évig	{0} karátig	2 karátig évig
power	milliwatts	nominative	{0} milliwatt	1 milliwatt év	{0} milliwatt	2 milliwatt év
power	milliwatts	accusative	{0} milliwattot	1 milliwattot évet	{0} milliwattot	2 milliwattot évet
power	milliwatts	instrumental	{0} milliwattal	1 milliwattal évvel	{0} milliwattal	2 milliwattal évvel
power	milliwatts	translative	{0} milliwattá	1 milliwattá évvé	{0} milliwattá	2 milliwattá évvé
power	milliwatts	terminative	{0} milliwattig	1 milliwattig évig	{0} milliwattig	2 milliwattig évig
power	watts	nominative	{0} watt	1 watt év	{0} watt	2 watt év
power	watts	accusative	{0} wattot	1 wattot évet	{0} wattot	2 wattot évet
power	watts	instrumental	{0} wattal	1 wattal évvel	{0} wattal	2 wattal évvel
power	watts	translative	{0} wattá	1 wattá évvé	{0} wattá	2 wattá évvé
power	watts	terminative	{0} wattig	1 wattig évig	{0} wattig	2 wattig évig
power	horsepower • ( = 0.74569987158227022 kW)	nominative	{0} lóerő	1 lóerő év	{0} lóerő	2 lóerő év
power	horsepower • ( = 0.74569987158227022 kW)	accusative	{0} lóerő	1 lóerő évet	{0} lóerő	2 lóerő évet
power	horsepower • ( = 0.74569987158227022 kW)	instrumental	{0} lóerő	1 lóerő évvel	{0} lóerő	2 lóerő évvel
power	horsepower • ( = 0.74569987158227022 kW)	translative	{0} lóerő	1 lóerő évvé	{0} lóerő	2 lóerő évvé
power	horsepower • ( = 0.74569987158227022 kW)	terminative	{0} lóerő	1 lóerő évig	{0} lóerő	2 lóerő évig
power	kilowatts	nominative	{0} kilowatt	1 kilowatt év	{0} kilowatt	2 kilowatt év
power	kilowatts	accusative	{0} kilowattot	1 kilowattot évet	{0} kilowattot	2 kilowattot évet
power	kilowatts	instrumental	{0} kilowattal	1 kilowattal évvel	{0} kilowattal	2 kilowattal évvel
power	kilowatts	translative	{0} kilowattá	1 kilowattá évvé	{0} kilowattá	2 kilowattá évvé
power	kilowatts	terminative	{0} kilowattig	1 kilowattig évig	{0} kilowattig	2 kilowattig évig
power	megawatts	nominative	{0} megawatt	1 megawatt év	{0} megawatt	2 megawatt év
power	megawatts	accusative	{0} megawattot	1 megawattot évet	{0} megawattot	2 megawattot évet
power	megawatts	instrumental	{0} megawattal	1 megawattal évvel	{0} megawattal	2 megawattal évvel
power	megawatts	translative	{0} megawattá	1 megawattá évvé	{0} megawattá	2 megawattá évvé
power	megawatts	terminative	{0} megawattig	1 megawattig évig	{0} megawattig	2 megawattig évig
power	gigawatts	nominative	{0} gigawatt	1 gigawatt év	{0} gigawatt	2 gigawatt év
power	gigawatts	accusative	{0} gigawattot	1 gigawattot évet	{0} gigawattot	2 gigawattot évet
power	gigawatts	instrumental	{0} gigawattal	1 gigawattal évvel	{0} gigawattal	2 gigawattal évvel
power	gigawatts	translative	{0} gigawattá	1 gigawattá évvé	{0} gigawattá	2 gigawattá évvé
power	gigawatts	terminative	{0} gigawattig	1 gigawattig évig	{0} gigawattig	2 gigawattig évig
power	solar-luminosity • ( = 382800000000000000 GW)	nominative	{0} Nap-fényerő	1 Nap-fényerő év	{0} Nap-fényerő	2 Nap-fényerő év
power	solar-luminosity • ( = 382800000000000000 GW)	accusative	{0} Nap-fényerő	1 Nap-fényerő évet	{0} Nap-fényerő	2 Nap-fényerő évet
power	solar-luminosity • ( = 382800000000000000 GW)	instrumental	{0} Nap-fényerő	1 Nap-fényerő évvel	{0} Nap-fényerő	2 Nap-fényerő évvel
power	solar-luminosity • ( = 382800000000000000 GW)	translative	{0} Nap-fényerő	1 Nap-fényerő évvé	{0} Nap-fényerő	2 Nap-fényerő évvé
power	solar-luminosity • ( = 382800000000000000 GW)	terminative	{0} Nap-fényerő	1 Nap-fényerő évig	{0} Nap-fényerő	2 Nap-fényerő évig
pressure	pascals	nominative	{0} pascal	1 pascal év	{0} pascal	2 pascal év
pressure	pascals	accusative	{0} pascalt	1 pascalt évet	{0} pascalt	2 pascalt évet
pressure	pascals	instrumental	{0} pascallal	1 pascallal évvel	{0} pascallal	2 pascallal évvel
pressure	pascals	translative	{0} pascallá	1 pascallá évvé	{0} pascallá	2 pascallá évvé
pressure	pascals	terminative	{0} pascalig	1 pascalig évig	{0} pascalig	2 pascalig évig
pressure	hectopascal • ( = 1 mbar)	nominative	{0} hektopascal	1 hektopascal év	{0} hektopascal	2 hektopascal év
pressure	hectopascal • ( = 1 mbar)	accusative	{0} hektopascalt	1 hektopascalt évet	{0} hektopascalt	2 hektopascalt évet
pressure	hectopascal • ( = 1 mbar)	instrumental	{0} hektopascallal	1 hektopascallal évvel	{0} hektopascallal	2 hektopascallal évvel
pressure	hectopascal • ( = 1 mbar)	translative	{0} hektopascallá	1 hektopascallá évvé	{0} hektopascallá	2 hektopascallá évvé
pressure	hectopascal • ( = 1 mbar)	terminative	{0} hektopascalig	1 hektopascalig évig	{0} hektopascalig	2 hektopascalig évig
pressure	millibars	nominative	{0} millibar	1 millibar év	{0} millibar	2 millibar év
pressure	millibars	accusative	{0} millibart	1 millibart évet	{0} millibart	2 millibart évet
pressure	millibars	instrumental	{0} millibarral	1 millibarral évvel	{0} millibarral	2 millibarral évvel
pressure	millibars	translative	{0} millibarrá	1 millibarrá évvé	{0} millibarrá	2 millibarrá évvé
pressure	millibars	terminative	{0} millibarig	1 millibarig évig	{0} millibarig	2 millibarig évig
pressure	kilopascals	nominative	{0} kilopascal	1 kilopascal év	{0} kilopascal	2 kilopascal év
pressure	kilopascals	accusative	{0} kilopascalt	1 kilopascalt évet	{0} kilopascalt	2 kilopascalt évet
pressure	kilopascals	instrumental	{0} kilopascallal	1 kilopascallal évvel	{0} kilopascallal	2 kilopascallal évvel
pressure	kilopascals	translative	{0} kilopascallá	1 kilopascallá évvé	{0} kilopascallá	2 kilopascallá évvé
pressure	kilopascals	terminative	{0} kilopascalig	1 kilopascalig évig	{0} kilopascalig	2 kilopascalig évig
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	nominative	{0} higanyhüvelyk	1 higanyhüvelyk év	{0} higanyhüvelyk	2 higanyhüvelyk év
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	accusative	{0} higanyhüvelyk	1 higanyhüvelyk évet	{0} higanyhüvelyk	2 higanyhüvelyk évet
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	instrumental	{0} higanyhüvelyk	1 higanyhüvelyk évvel	{0} higanyhüvelyk	2 higanyhüvelyk évvel
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	translative	{0} higanyhüvelyk	1 higanyhüvelyk évvé	{0} higanyhüvelyk	2 higanyhüvelyk évvé
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	terminative	{0} higanyhüvelyk	1 higanyhüvelyk évig	{0} higanyhüvelyk	2 higanyhüvelyk évig
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	nominative	{0} font per négyzethüvelyk	1 font per négyzethüvelyk év	{0} font per négyzethüvelyk	2 font per négyzethüvelyk év
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	accusative	{0} font per négyzethüvelyk	1 font per négyzethüvelyk évet	{0} font per négyzethüvelyk	2 font per négyzethüvelyk évet
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	instrumental	{0} font per négyzethüvelyk	1 font per négyzethüvelyk évvel	{0} font per négyzethüvelyk	2 font per négyzethüvelyk évvel
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	translative	{0} font per négyzethüvelyk	1 font per négyzethüvelyk évvé	{0} font per négyzethüvelyk	2 font per négyzethüvelyk évvé
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	terminative	{0} font per négyzethüvelyk	1 font per négyzethüvelyk évig	{0} font per négyzethüvelyk	2 font per négyzethüvelyk évig
pressure	bars	nominative	{0} bar	1 bar év	{0} bar	2 bar év
pressure	bars	accusative	{0} bart	1 bart évet	{0} bart	2 bart évet
pressure	bars	instrumental	{0} barral	1 barral évvel	{0} barral	2 barral évvel
pressure	bars	translative	{0} barrá	1 barrá évvé	{0} barrá	2 barrá évvé
pressure	bars	terminative	{0} barig	1 barig évig	{0} barig	2 barig évig
pressure	atmosphere • ( = 1.01325 bar)	nominative	{0} atmoszféra	1 atmoszféra év	{0} atmoszféra	2 atmoszféra év
pressure	atmosphere • ( = 1.01325 bar)	accusative	{0} atmoszférát	1 atmoszférát évet	{0} atmoszférát	2 atmoszférát évet
pressure	atmosphere • ( = 1.01325 bar)	instrumental	{0} atmoszférával	1 atmoszférával évvel	{0} atmoszférával	2 atmoszférával évvel
pressure	atmosphere • ( = 1.01325 bar)	translative	{0} atmoszférává	1 atmoszférává évvé	{0} atmoszférává	2 atmoszférává évvé
pressure	atmosphere • ( = 1.01325 bar)	terminative	{0} atmoszféráig	1 atmoszféráig évig	{0} atmoszféráig	2 atmoszféráig évig
pressure	megapascals	nominative	{0} megapascal	1 megapascal év	{0} megapascal	2 megapascal év
pressure	megapascals	accusative	{0} megapascalt	1 megapascalt évet	{0} megapascalt	2 megapascalt évet
pressure	megapascals	instrumental	{0} megapascallal	1 megapascallal évvel	{0} megapascallal	2 megapascallal évvel
pressure	megapascals	translative	{0} megapascallá	1 megapascallá évvé	{0} megapascallá	2 megapascallá évvé
pressure	megapascals	terminative	{0} megapascalig	1 megapascalig évig	{0} megapascalig	2 megapascalig évig
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	nominative	{0} pont per hüvelyk	1 pont per hüvelyk év	{0} pont per hüvelyk	2 pont per hüvelyk év
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	accusative	{0} pont per hüvelyk	1 pont per hüvelyk évet	{0} pont per hüvelyk	2 pont per hüvelyk évet
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	instrumental	{0} pont per hüvelyk	1 pont per hüvelyk évvel	{0} pont per hüvelyk	2 pont per hüvelyk évvel
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	translative	{0} pont per hüvelyk	1 pont per hüvelyk évvé	{0} pont per hüvelyk	2 pont per hüvelyk évvé
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	terminative	{0} pont per hüvelyk	1 pont per hüvelyk évig	{0} pont per hüvelyk	2 pont per hüvelyk évig
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	nominative	{0} képpont per hüvelyk	1 képpont per hüvelyk év	{0} képpont per hüvelyk	2 képpont per hüvelyk év
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	accusative	{0} képpont per hüvelyk	1 képpont per hüvelyk évet	{0} képpont per hüvelyk	2 képpont per hüvelyk évet
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	instrumental	{0} képpont per hüvelyk	1 képpont per hüvelyk évvel	{0} képpont per hüvelyk	2 képpont per hüvelyk évvel
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	translative	{0} képpont per hüvelyk	1 képpont per hüvelyk évvé	{0} képpont per hüvelyk	2 képpont per hüvelyk évvé
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	terminative	{0} képpont per hüvelyk	1 képpont per hüvelyk évig	{0} képpont per hüvelyk	2 képpont per hüvelyk évig
resolution	pixel-per-centimeter • ( = 1 dpcm)	nominative	{0} képpont per centiméter	1 képpont per centiméter év	{0} képpont per centiméter	2 képpont per centiméter év
resolution	pixel-per-centimeter • ( = 1 dpcm)	accusative	{0} képpont per centimétert	1 képpont per centimétert évet	{0} képpont per centimétert	2 képpont per centimétert évet
resolution	pixel-per-centimeter • ( = 1 dpcm)	instrumental	{0} képpont per centiméterrel	1 képpont per centiméterrel évvel	{0} képpont per centiméterrel	2 képpont per centiméterrel évvel
resolution	pixel-per-centimeter • ( = 1 dpcm)	translative	{0} képpont per centiméterré	1 képpont per centiméterré évvé	{0} képpont per centiméterré	2 képpont per centiméterré évvé
resolution	pixel-per-centimeter • ( = 1 dpcm)	terminative	{0} képpont per centiméterig	1 képpont per centiméterig évig	{0} képpont per centiméterig	2 képpont per centiméterig évig
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	nominative	{0} kilométer per óra	1 kilométer per óra év	{0} kilométer per óra	2 kilométer per óra év
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	accusative	{0} kilométer per órát	1 kilométer per órát évet	{0} kilométer per órát	2 kilométer per órát évet
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	instrumental	{0} kilométer per órával	1 kilométer per órával évvel	{0} kilométer per órával	2 kilométer per órával évvel
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	translative	{0} kilométer per órává	1 kilométer per órává évvé	{0} kilométer per órává	2 kilométer per órává évvé
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	terminative	{0} kilométer per óráig	1 kilométer per óráig évig	{0} kilométer per óráig	2 kilométer per óráig évig
speed	mile-per-hour • ( = 0.44704 m/s)	nominative	{0} mérföld per óra	1 mérföld per óra év	{0} mérföld per óra	2 mérföld per óra év
speed	mile-per-hour • ( = 0.44704 m/s)	accusative	{0} mérföld per óra	1 mérföld per óra évet	{0} mérföld per óra	2 mérföld per óra évet
speed	mile-per-hour • ( = 0.44704 m/s)	instrumental	{0} mérföld per óra	1 mérföld per óra évvel	{0} mérföld per óra	2 mérföld per óra évvel
speed	mile-per-hour • ( = 0.44704 m/s)	translative	{0} mérföld per óra	1 mérföld per óra évvé	{0} mérföld per óra	2 mérföld per óra évvé
speed	mile-per-hour • ( = 0.44704 m/s)	terminative	{0} mérföld per óra	1 mérföld per óra évig	{0} mérföld per óra	2 mérföld per óra évig
speed	meters per second	nominative	{0} méter per másodperc	1 méter per másodperc év	{0} méter per másodperc	2 méter per másodperc év
speed	meters per second	accusative	{0} méter per másodpercet	1 méter per másodpercet évet	{0} méter per másodpercet	2 méter per másodpercet évet
speed	meters per second	instrumental	{0} méter per másodperccel	1 méter per másodperccel évvel	{0} méter per másodperccel	2 méter per másodperccel évvel
