angle	degree ( = 0.002˙7 rev)	masculine	laipsnis metras	dative	{0} laipsniui	21 laipsniui metrui	{0} laipsniams	3 laipsniams metrui	{0} laipsnio	0,2 laipsnio metrui	{0} laipsnių	10 laipsnių metrui
angle	degree ( = 0.002˙7 rev)	masculine	laipsnis metras	locative	{0} laipsnyje	21 laipsnyje metre	{0} laipsniuose	3 laipsniuose metre	{0} laipsnio	0,2 laipsnio metre	{0} laipsnių	10 laipsnių metre
angle	degree ( = 0.002˙7 rev)	masculine	laipsnis metras	instrumental	{0} laipsniu	21 laipsniu metru	{0} laipsniais	3 laipsniais metru	{0} laipsnio	0,2 laipsnio metru	{0} laipsnių	10 laipsnių metru
angle	radian ( = ~0.1591549430918953 rev)	masculine	radianas metras	nominative	{0} radianas	21 radianas metras	{0} radianai	3 radianai metras	{0} radiano	0,2 radiano metras	{0} radianų	10 radianų metras
angle	radian ( = ~0.1591549430918953 rev)	masculine	radianas metras	accusative	{0} radianą	21 radianą metrą	{0} radianus	3 radianus metrą	{0} radiano	0,2 radiano metrą	{0} radianų	10 radianų metrą
angle	radian ( = ~0.1591549430918953 rev)	masculine	radianas metras	genitive	{0} radiano	21 radiano metro	{0} radianų	3 radianų metro	{0} radiano	0,2 radiano metro	{0} radianų	10 radianų metro
angle	radian ( = ~0.1591549430918953 rev)	masculine	radianas metras	dative	{0} radianui	21 radianui metrui	{0} radianams	3 radianams metrui	{0} radiano	0,2 radiano metrui	{0} radianų	10 radianų metrui
angle	radian ( = ~0.1591549430918953 rev)	masculine	radianas metras	locative	{0} radiane	21 radiane metre	{0} radianuose	3 radianuose metre	{0} radiano	0,2 radiano metre	{0} radianų	10 radianų metre
angle	radian ( = ~0.1591549430918953 rev)	masculine	radianas metras	instrumental	{0} radianu	21 radianu metru	{0} radianais	3 radianais metru	{0} radiano	0,2 radiano metru	{0} radianų	10 radianų metru
angle	revolutions	masculine	pilnas apsisukimas metras	nominative	{0} pilnas apsisukimas	21 pilnas apsisukimas metras	{0} pilni apsisukimai	3 pilni apsisukimai metras	{0} pilno apsisukimo	0,2 pilno apsisukimo metras	{0} pilnų apsisukimų	10 pilnų apsisukimų metras
angle	revolutions	masculine	pilnas apsisukimas metras	accusative	{0} pilną apsisukimą	21 pilną apsisukimą metrą	{0} pilnus apsisukimus	3 pilnus apsisukimus metrą	{0} pilno apsisukimo	0,2 pilno apsisukimo metrą	{0} pilnų apsisukimų	10 pilnų apsisukimų metrą
angle	revolutions	masculine	pilnas apsisukimas metras	genitive	{0} pilno apsisukimo	21 pilno apsisukimo metro	{0} pilnų apsisukimų	3 pilnų apsisukimų metro	{0} pilno apsisukimo	0,2 pilno apsisukimo metro	{0} pilnų apsisukimų	10 pilnų apsisukimų metro
angle	revolutions	masculine	pilnas apsisukimas metras	dative	{0} pilnam apsisukimui	21 pilnam apsisukimui metrui	{0} pilniems apsisukimams	3 pilniems apsisukimams metrui	{0} pilno apsisukimo	0,2 pilno apsisukimo metrui	{0} pilnų apsisukimų	10 pilnų apsisukimų metrui
angle	revolutions	masculine	pilnas apsisukimas metras	locative	{0} pilname apsisukime	21 pilname apsisukime metre	{0} pilnuose apsisukimuose	3 pilnuose apsisukimuose metre	{0} pilno apsisukimo	0,2 pilno apsisukimo metre	{0} pilnų apsisukimų	10 pilnų apsisukimų metre
angle	revolutions	masculine	pilnas apsisukimas metras	instrumental	{0} pilnu apsisukimu	21 pilnu apsisukimu metru	{0} pilnais apsisukimais	3 pilnais apsisukimais metru	{0} pilno apsisukimo	0,2 pilno apsisukimo metru	{0} pilnų apsisukimų	10 pilnų apsisukimų metru
area	hectares	masculine	hektaras metras	nominative	{0} hektaras	21 hektaras metras	{0} hektarai	3 hektarai metras	{0} hektaro	0,2 hektaro metras	{0} hektarų	10 hektarų metras
area	hectares	masculine	hektaras metras	accusative	{0} hektarą	21 hektarą metrą	{0} hektarus	3 hektarus metrą	{0} hektaro	0,2 hektaro metrą	{0} hektarų	10 hektarų metrą
area	hectares	masculine	hektaras metras	genitive	{0} hektaro	21 hektaro metro	{0} hektarų	3 hektarų metro	{0} hektaro	0,2 hektaro metro	{0} hektarų	10 hektarų metro
area	hectares	masculine	hektaras metras	dative	{0} hektarui	21 hektarui metrui	{0} hektarams	3 hektarams metrui	{0} hektaro	0,2 hektaro metrui	{0} hektarų	10 hektarų metrui
area	hectares	masculine	hektaras metras	locative	{0} hektare	21 hektare metre	{0} hektaruose	3 hektaruose metre	{0} hektaro	0,2 hektaro metre	{0} hektarų	10 hektarų metre
area	hectares	masculine	hektaras metras	instrumental	{0} hektaru	21 hektaru metru	{0} hektarais	3 hektarais metru	{0} hektaro	0,2 hektaro metru	{0} hektarų	10 hektarų metru
digital	bits	masculine	bitas metras	nominative	{0} bitas	21 bitas metras	{0} bitai	3 bitai metras	{0} bito	0,2 bito metras	{0} bitų	10 bitų metras
digital	bits	masculine	bitas metras	accusative	{0} bitą	21 bitą metrą	{0} bitus	3 bitus metrą	{0} bito	0,2 bito metrą	{0} bitų	10 bitų metrą
digital	bits	masculine	bitas metras	genitive	{0} bito	21 bito metro	{0} bitų	3 bitų metro	{0} bito	0,2 bito metro	{0} bitų	10 bitų metro
digital	bits	masculine	bitas metras	dative	{0} bitui	21 bitui metrui	{0} bitams	3 bitams metrui	{0} bito	0,2 bito metrui	{0} bitų	10 bitų metrui
digital	bits	masculine	bitas metras	locative	{0} bite	21 bite metre	{0} bituose	3 bituose metre	{0} bito	0,2 bito metre	{0} bitų	10 bitų metre
digital	bits	masculine	bitas metras	instrumental	{0} bitu	21 bitu metru	{0} bitais	3 bitais metru	{0} bito	0,2 bito metru	{0} bitų	10 bitų metru
digital	byte ( = 8 bit)	masculine	baitas metras	nominative	{0} baitas	21 baitas metras	{0} baitai	3 baitai metras	{0} baito	0,2 baito metras	{0} baitų	10 baitų metras
digital	byte ( = 8 bit)	masculine	baitas metras	accusative	{0} baitą	21 baitą metrą	{0} baitus	3 baitus metrą	{0} baito	0,2 baito metrą	{0} baitų	10 baitų metrą
digital	byte ( = 8 bit)	masculine	baitas metras	genitive	{0} baito	21 baito metro	{0} baitų	3 baitų metro	{0} baito	0,2 baito metro	{0} baitų	10 baitų metro
digital	byte ( = 8 bit)	masculine	baitas metras	dative	{0} baitui	21 baitui metrui	{0} baitams	3 baitams metrui	{0} baito	0,2 baito metrui	{0} baitų	10 baitų metrui
digital	byte ( = 8 bit)	masculine	baitas metras	locative	{0} baite	21 baite metre	{0} baituose	3 baituose metre	{0} baito	0,2 baito metre	{0} baitų	10 baitų metre
digital	byte ( = 8 bit)	masculine	baitas metras	instrumental	{0} baitu	21 baitu metru	{0} baitais	3 baitais metru	{0} baito	0,2 baito metru	{0} baitų	10 baitų metru
duration	seconds	feminine	sekundė metras	nominative	{0} sekundė	21 sekundė metras	{0} sekundės	3 sekundės metras	{0} sekundės	0,2 sekundės metras	{0} sekundžių	10 sekundžių metras
duration	seconds	feminine	sekundė metras	accusative	{0} sekundę	21 sekundę metrą	{0} sekundes	3 sekundes metrą	{0} sekundės	0,2 sekundės metrą	{0} sekundžių	10 sekundžių metrą
duration	seconds	feminine	sekundė metras	genitive	{0} sekundės	21 sekundės metro	{0} sekundžių	3 sekundžių metro	{0} sekundės	0,2 sekundės metro	{0} sekundžių	10 sekundžių metro
duration	seconds	feminine	sekundė metras	dative	{0} sekundei	21 sekundei metrui	{0} sekundėms	3 sekundėms metrui	{0} sekundės	0,2 sekundės metrui	{0} sekundžių	10 sekundžių metrui
duration	seconds	feminine	sekundė metras	locative	{0} sekundėje	21 sekundėje metre	{0} sekundėse	3 sekundėse metre	{0} sekundės	0,2 sekundės metre	{0} sekundžių	10 sekundžių metre
duration	seconds	feminine	sekundė metras	instrumental	{0} sekunde	21 sekunde metru	{0} sekundėmis	3 sekundėmis metru	{0} sekundės	0,2 sekundės metru	{0} sekundžių	10 sekundžių metru
duration	minute ( = 60 sec)	feminine	minutė metras	nominative	{0} minutė	21 minutė metras	{0} minutės	3 minutės metras	{0} minutės	0,2 minutės metras	{0} minučių	10 minučių metras
duration	minute ( = 60 sec)	feminine	minutė metras	accusative	{0} minutę	21 minutę metrą	{0} minutes	3 minutes metrą	{0} minutės	0,2 minutės metrą	{0} minučių	10 minučių metrą
duration	minute ( = 60 sec)	feminine	minutė metras	genitive	{0} minutės	21 minutės metro	{0} minučių	3 minučių metro	{0} minutės	0,2 minutės metro	{0} minučių	10 minučių metro
duration	minute ( = 60 sec)	feminine	minutė metras	dative	{0} minutei	21 minutei metrui	{0} minutėms	3 minutėms metrui	{0} minutės	0,2 minutės metrui	{0} minučių	10 minučių metrui
duration	minute ( = 60 sec)	feminine	minutė metras	locative	{0} minutėje	21 minutėje metre	{0} minutėse	3 minutėse metre	{0} minutės	0,2 minutės metre	{0} minučių	10 minučių metre
duration	minute ( = 60 sec)	feminine	minutė metras	instrumental	{0} minute	21 minute metru	{0} minutėms	3 minutėms metru	{0} minutės	0,2 minutės metru	{0} minučių	10 minučių metru
duration	hour ( = 3,600 sec)	feminine	valanda metras	nominative	{0} valanda	21 valanda metras	{0} valandos	3 valandos metras	{0} valandos	0,2 valandos metras	{0} valandų	10 valandų metras
duration	hour ( = 3,600 sec)	feminine	valanda metras	accusative	{0} valandą	21 valandą metrą	{0} valandas	3 valandas metrą	{0} valandos	0,2 valandos metrą	{0} valandų	10 valandų metrą
duration	hour ( = 3,600 sec)	feminine	valanda metras	genitive	{0} valandos	21 valandos metro	{0} valandų	3 valandų metro	{0} valandos	0,2 valandos metro	{0} valandų	10 valandų metro
duration	hour ( = 3,600 sec)	feminine	valanda metras	dative	{0} valandai	21 valandai metrui	{0} valandoms	3 valandoms metrui	{0} valandos	0,2 valandos metrui	{0} valandų	10 valandų metrui
duration	hour ( = 3,600 sec)	feminine	valanda metras	locative	{0} valandoje	21 valandoje metre	{0} valandose	3 valandose metre	{0} valandos	0,2 valandos metre	{0} valandų	10 valandų metre
duration	hour ( = 3,600 sec)	feminine	valanda metras	instrumental	{0} valanda	21 valanda metru	{0} valandomis	3 valandomis metru	{0} valandos	0,2 valandos metru	{0} valandų	10 valandų metru
duration	day ( = 86,400 sec)	feminine	diena metras	nominative	{0} diena	21 diena metras	{0} dienos	3 dienos metras	{0} dienos	0,2 dienos metras	{0} dienų	10 dienų metras
duration	day ( = 86,400 sec)	feminine	diena metras	accusative	{0} dieną	21 dieną metrą	{0} dienas	3 dienas metrą	{0} dienos	0,2 dienos metrą	{0} dienų	10 dienų metrą
duration	day ( = 86,400 sec)	feminine	diena metras	genitive	{0} dienos	21 dienos metro	{0} dienų	3 dienų metro	{0} dienos	0,2 dienos metro	{0} dienų	10 dienų metro
duration	day ( = 86,400 sec)	feminine	diena metras	dative	{0} dienai	21 dienai metrui	{0} dienoms	3 dienoms metrui	{0} dienos	0,2 dienos metrui	{0} dienų	10 dienų metrui
duration	day ( = 86,400 sec)	feminine	diena metras	locative	{0} dienoje	21 dienoje metre	{0} dienose	3 dienose metre	{0} dienos	0,2 dienos metre	{0} dienų	10 dienų metre
duration	day ( = 86,400 sec)	feminine	diena metras	instrumental	{0} diena	21 diena metru	{0} dienomis	3 dienomis metru	{0} dienos	0,2 dienos metru	{0} dienų	10 dienų metru
duration	day-person ( = 86,400 sec)	feminine	para metras	nominative	{0} para	21 para metras	{0} paros	3 paros metras	{0} paros	0,2 paros metras	{0} parų	10 parų metras
duration	day-person ( = 86,400 sec)	feminine	para metras	accusative	{0} parą	21 parą metrą	{0} paras	3 paras metrą	{0} paros	0,2 paros metrą	{0} parų	10 parų metrą
duration	day-person ( = 86,400 sec)	feminine	para metras	genitive	{0} paros	21 paros metro	{0} parų	3 parų metro	{0} paros	0,2 paros metro	{0} parų	10 parų metro
duration	day-person ( = 86,400 sec)	feminine	para metras	dative	{0} parai	21 parai metrui	{0} paroms	3 paroms metrui	{0} paros	0,2 paros metrui	{0} parų	10 parų metrui
duration	day-person ( = 86,400 sec)	feminine	para metras	locative	{0} paroje	21 paroje metre	{0} parose	3 parose metre	{0} paros	0,2 paros metre	{0} parų	10 parų metre
duration	day-person ( = 86,400 sec)	feminine	para metras	instrumental	{0} para	21 para metru	{0} paromis	3 paromis metru	{0} paros	0,2 paros metru	{0} parų	10 parų metru
duration	week ( = 604,800 sec)	feminine	savaitė metras	nominative	{0} savaitė	21 savaitė metras	{0} savaitės	3 savaitės metras	{0} savaitės	0,2 savaitės metras	{0} savaičių	10 savaičių metras
duration	week ( = 604,800 sec)	feminine	savaitė metras	accusative	{0} savaitę	21 savaitę metrą	{0} savaites	3 savaites metrą	{0} savaitės	0,2 savaitės metrą	{0} savaičių	10 savaičių metrą
duration	week ( = 604,800 sec)	feminine	savaitė metras	genitive	{0} savaitės	21 savaitės metro	{0} savaičių	3 savaičių metro	{0} savaitės	0,2 savaitės metro	{0} savaičių	10 savaičių metro
duration	week ( = 604,800 sec)	feminine	savaitė metras	dative	{0} savaitei	21 savaitei metrui	{0} savaitėms	3 savaitėms metrui	{0} savaitės	0,2 savaitės metrui	{0} savaičių	10 savaičių metrui
duration	week ( = 604,800 sec)	feminine	savaitė metras	locative	{0} savaitėje	21 savaitėje metre	{0} savaitėse	3 savaitėse metre	{0} savaitės	0,2 savaitės metre	{0} savaičių	10 savaičių metre
duration	week ( = 604,800 sec)	feminine	savaitė metras	instrumental	{0} savaite	21 savaite metru	{0} savaitėmis	3 savaitėmis metru	{0} savaitės	0,2 savaitės metru	{0} savaičių	10 savaičių metru
electric-current	amperes	masculine	amperas metras	nominative	{0} amperas	21 amperas metras	{0} amperai	3 amperai metras	{0} ampero	0,2 ampero metras	{0} amperų	10 amperų metras
electric-current	amperes	masculine	amperas metras	accusative	{0} amperą	21 amperą metrą	{0} amperus	3 amperus metrą	{0} ampero	0,2 ampero metrą	{0} amperų	10 amperų metrą
electric-current	amperes	masculine	amperas metras	genitive	{0} amperą	21 amperą metro	{0} amperų	3 amperų metro	{0} ampero	0,2 ampero metro	{0} amperų	10 amperų metro
electric-current	amperes	masculine	amperas metras	dative	{0} amperui	21 amperui metrui	{0} amperams	3 amperams metrui	{0} ampero	0,2 ampero metrui	{0} amperų	10 amperų metrui
electric-current	amperes	masculine	amperas metras	locative	{0} ampere	21 ampere metre	{0} amperuose	3 amperuose metre	{0} ampero	0,2 ampero metre	{0} amperų	10 amperų metre
electric-current	amperes	masculine	amperas metras	instrumental	{0} amperu	21 amperu metru	{0} amperais	3 amperais metru	{0} ampero	0,2 ampero metru	{0} amperų	10 amperų metru
electric-resistance	ohms	masculine	omas metras	nominative	{0} omas	21 omas metras	{0} omai	3 omai metras	{0} omo	0,2 omo metras	{0} omų	10 omų metras
electric-resistance	ohms	masculine	omas metras	accusative	{0} omą	21 omą metrą	{0} omus	3 omus metrą	{0} omo	0,2 omo metrą	{0} omų	10 omų metrą
electric-resistance	ohms	masculine	omas metras	genitive	{0} omo	21 omo metro	{0} omų	3 omų metro	{0} omo	0,2 omo metro	{0} omų	10 omų metro
electric-resistance	ohms	masculine	omas metras	dative	{0} omui	21 omui metrui	{0} omams	3 omams metrui	{0} omo	0,2 omo metrui	{0} omų	10 omų metrui
electric-resistance	ohms	masculine	omas metras	locative	{0} ome	21 ome metre	{0} omuose	3 omuose metre	{0} omo	0,2 omo metre	{0} omų	10 omų metre
electric-resistance	ohms	masculine	omas metras	instrumental	{0} omu	21 omu metru	{0} omais	3 omais metru	{0} omo	0,2 omo metru	{0} omų	10 omų metru
energy	joules	masculine	džaulis metras	nominative	{0} džaulis	21 džaulis metras	{0} džauliai	3 džauliai metras	{0} džaulio	0,2 džaulio metras	{0} džaulių	10 džaulių metras
energy	joules	masculine	džaulis metras	accusative	{0} džaulį	21 džaulį metrą	{0} džaulius	3 džaulius metrą	{0} džaulio	0,2 džaulio metrą	{0} džaulių	10 džaulių metrą
energy	joules	masculine	džaulis metras	genitive	{0} džaulio	21 džaulio metro	{0} džaulių	3 džaulių metro	{0} džaulio	0,2 džaulio metro	{0} džaulių	10 džaulių metro
energy	joules	masculine	džaulis metras	dative	{0} džauliui	21 džauliui metrui	{0} džauliams	3 džauliams metrui	{0} džaulio	0,2 džaulio metrui	{0} džaulių	10 džaulių metrui
energy	joules	masculine	džaulis metras	locative	{0} džaulyje	21 džaulyje metre	{0} džauliuose	3 džauliuose metre	{0} džaulio	0,2 džaulio metre	{0} džaulių	10 džaulių metre
energy	joules	masculine	džaulis metras	instrumental	{0} džauliu	21 džauliu metru	{0} džauliais	3 džauliais metru	{0} džaulio	0,2 džaulio metru	{0} džaulių	10 džaulių metru
energy	calorie ( = 4.184 J)	feminine	kalorija metras	nominative	{0} kalorija	21 kalorija metras	{0} kalorijos	3 kalorijos metras	{0} kalorijos	0,2 kalorijos metras	{0} kalorijų	10 kalorijų metras
energy	calorie ( = 4.184 J)	feminine	kalorija metras	accusative	{0} kaloriją	21 kaloriją metrą	{0} kalorijas	3 kalorijas metrą	{0} kalorijos	0,2 kalorijos metrą	{0} kalorijų	10 kalorijų metrą
energy	calorie ( = 4.184 J)	feminine	kalorija metras	genitive	{0} kalorijos	21 kalorijos metro	{0} kalorijų	3 kalorijų metro	{0} kalorijos	0,2 kalorijos metro	{0} kalorijų	10 kalorijų metro
energy	calorie ( = 4.184 J)	feminine	kalorija metras	dative	{0} kalorijai	21 kalorijai metrui	{0} kalorijoms	3 kalorijoms metrui	{0} kalorijos	0,2 kalorijos metrui	{0} kalorijų	10 kalorijų metrui
energy	calorie ( = 4.184 J)	feminine	kalorija metras	locative	{0} kalorijoje	21 kalorijoje metre	{0} kalorijose	3 kalorijose metre	{0} kalorijos	0,2 kalorijos metre	{0} kalorijų	10 kalorijų metre
energy	calorie ( = 4.184 J)	feminine	kalorija metras	instrumental	{0} kalorija	21 kalorija metru	{0} kalorijomis	3 kalorijomis metru	{0} kalorijos	0,2 kalorijos metru	{0} kalorijų	10 kalorijų metru
force	newtons	masculine	niutonas metras	nominative	{0} niutonas	21 niutonas metras	{0} niutonai	3 niutonai metras	{0} niutono	0,2 niutono metras	{0} niutonų	10 niutonų metras
force	newtons	masculine	niutonas metras	accusative	{0} niutoną	21 niutoną metrą	{0} niutonus	3 niutonus metrą	{0} niutono	0,2 niutono metrą	{0} niutonų	10 niutonų metrą
force	newtons	masculine	niutonas metras	genitive	{0} niutono	21 niutono metro	{0} niutonų	3 niutonų metro	{0} niutono	0,2 niutono metro	{0} niutonų	10 niutonų metro
force	newtons	masculine	niutonas metras	dative	{0} niutonui	21 niutonui metrui	{0} niutonams	3 niutonams metrui	{0} niutono	0,2 niutono metrui	{0} niutonų	10 niutonų metrui
force	newtons	masculine	niutonas metras	locative	{0} niutone	21 niutone metre	{0} niutonuose	3 niutonuose metre	{0} niutono	0,2 niutono metre	{0} niutonų	10 niutonų metre
force	newtons	masculine	niutonas metras	instrumental	{0} niutonu	21 niutonu metru	{0} niutonais	3 niutonais metru	{0} niutono	0,2 niutono metru	{0} niutonų	10 niutonų metru
frequency	hertz	masculine	hercas metras	nominative	{0} hercas	21 hercas metras	{0} hercai	3 hercai metras	{0} herco	0,2 herco metras	{0} hercų	10 hercų metras
frequency	hertz	masculine	hercas metras	accusative	{0} hercą	21 hercą metrą	{0} hercus	3 hercus metrą	{0} herco	0,2 herco metrą	{0} hercų	10 hercų metrą
frequency	hertz	masculine	hercas metras	genitive	{0} herco	21 herco metro	{0} hercų	3 hercų metro	{0} herco	0,2 herco metro	{0} hercų	10 hercų metro
frequency	hertz	masculine	hercas metras	dative	{0} hercui	21 hercui metrui	{0} hercams	3 hercams metrui	{0} herco	0,2 herco metrui	{0} hercų	10 hercų metrui
frequency	hertz	masculine	hercas metras	locative	{0} herce	21 herce metre	{0} hercuose	3 hercuose metre	{0} herco	0,2 herco metre	{0} hercų	10 hercų metre
frequency	hertz	masculine	hercas metras	instrumental	{0} hercu	21 hercu metru	{0} hercais	3 hercais metru	{0} herco	0,2 herco metru	{0} hercų	10 hercų metru
