#Dir	Code	English Name	Native Name	Script	CLDR Target	Sublocales	Fields	UC	Missing	Modern	Miss +UC	Moderate	Miss +UC	Basic	Miss +UC	Core	Miss +UC	Core-Missing
common	hr	Croatian	hrvatski	Latn	modern	2	7839	0	0	7839	0	3941	0	410	0	9	0	
common	hu	Hungarian	magyar	Latn	modern	1	7177	0	0	7177	0	3412	0	391	0	9	0	
common	hy	Armenian	հայերեն	Armn	modern	1	7126	20	4	7126	24	3382	11	394	0	9	0	
common	id	Indonesian	Indonesia	Latn	modern	1	6595	0	0	6595	0	2928	0	459	0	9	0	
common	ig	Igbo	Igbo	Latn	moderate	1	5799	0	641	5799	641	2818	2	375	0	8	0	ordinals*
common	is	Icelandic	íslenska	Latn	modern	1	7166	0	0	7166	0	3392	0	391	0	9	0	
common	it	Italian	italiano	Latn	modern	4	7248	0	0	7248	0	3399	0	394	0	9	0	
common	ja	Japanese	日本語	Jpan	modern	1	7186	0	0	7186	0	3359	0	864	0	9	0	
common	jv	Javanese	Jawa	Latn	modern	1	6429	0	5	6429	5	2807	4	372	2	6	2	ordinals*, casing, collation
common	ka	Georgian	ქართული	Geor	modern	1	7148	0	3	7148	3	3390	3	393	0	9	0	
common	kk	Kazakh	қазақ тілі	Cyrl	modern	1	7145	0	4	7145	4	3387	3	399	0	9	0	
common	km	Khmer	ខ្មែរ	Khmr	modern	1	6471	0	3	6471	3	2849	2	380	0	8	0	romanization*
common	kn	Kannada	ಕನ್ನಡ	Knda	modern	1	7170	4	0	7170	4	3396	0	390	0	9	0	
common	ko	Korean	한국어	Kore	modern	2	6836	0	0	6836	0	2951	0	472	0	9	0	
common	kok	Konkani	कोंकणी	Deva	basic	1	6431	0	9	6431	9	2819	3	375	1	7	1	plurals, ordinals*
common	ky	Kyrgyz	кыргызча	Cyrl	modern	1	7141	4	4	7141	8	3386	3	391	0	9	0	
common	lo	Lao	ລາວ	Laoo	modern	1	6473	2	0	6473	2	2851	1	380	0	8	0	romanization*
common	lt	Lithuanian	lietuvių	Latn	modern	1	8517	0	0	8517	0	4484	0	415	0	9	0	
common	lv	Latvian	latviešu	Latn	modern	1	7838	0	0	7838	0	3939	0	399	0	9	0	
common	mai	Maithili	मैथिली	Deva	basic	1	425	0	5983	425	5983	411	2379	374	2	6	2	plurals, ordinals*, collation
common	mk	Macedonian	македонски	Cyrl	modern	1	7162	0	0	7162	0	3402	0	392	0	9	0	
common	ml	Malayalam	മലയാളം	Mlym	modern	1	7197	4	0	7197	4	3423	0	390	0	9	0	
common	mn	Mongolian	монгол	Cyrl	modern	1	7132	12	4	7132	16	3379	9	392	0	9	0	
common	mni	Manipuri	মৈতৈলোন্	Beng	basic	1	427	0	5973	427	5973	413	2369	366	2	6	2	plurals, ordinals*, collation
common	mr	Marathi	मराठी	Deva	modern	1	7192	0	0	7192	0	3416	0	398	0	9	0	
common	ms	Malay	Melayu	Latn	modern	4	6561	0	0	6561	0	2924	0	467	0	9	0	
common	my	Burmese	မြန်မာ	Mymr	modern	1	6490	0	3	6490	3	2862	2	392	0	9	0	
common	nb	Norwegian Bokmål	norsk bokmål	Latn	modern	2	7252	0	0	7252	0	3390	0	394	0	9	0	
common	ne	Nepali	नेपाली	Deva	modern	2	7167	0	3	7167	3	3403	3	401	0	9	0	
common	nl	Dutch	Nederlands	Latn	modern	7	7238	0	0	7238	0	3394	0	408	0	9	0	
common	nn	Norwegian Nynorsk	norsk nynorsk	Latn	moderate	1	7061	48	0	7061	48	3352	0	391	0	8	0	ordinals*
common	or	Odia	ଓଡ଼ିଆ	Orya	modern	1	7094	0	34	7094	34	3357	9	389	0	9	0	
common	pa	Punjabi	ਪੰਜਾਬੀ	Guru	modern	1	7169	0	4	7169	4	3404	3	399	0	9	0	
common	pcm	Nigerian Pidgin	Naijíriá Píjin	Latn	basic	1	7098	0	6	7098	6	3344	5	382	2	6	2	ordinals*, casing, collation
common	pl	Polish	polski	Latn	modern	1	10515	0	0	10515	0	4486	0	418	0	9	0	
common	ps	Pashto	پښتو	Arab	modern	2	7296	0	7	7296	7	3514	4	550	1	8	1	orientation
common	pt	Portuguese	português	Latn	modern	12	7330	0	0	7330	0	3483	0	532	0	9	0	
common	ro	Romanian	română	Latn	modern	2	7841	0	0	7841	0	3942	0	410	0	9	0	
common	ru	Russian	русский	Cyrl	modern	6	10846	0	0	10846	0	4467	0	499	0	9	0	
common	sa	Sanskrit	संस्कृत भाषा	Deva	basic	1	494	8	5907	494	5915	478	2311	374	1	7	1	plurals, ordinals*
common	sat	Santali	ᱥᱟᱱᱛᱟᱲᱤ	Olck	basic	1	443	0	7279	443	7279	434	3430	393	1	6	1	ordinals*, romanization*, collation
common	sd	Sindhi	سنڌي	Arab	modern	1	7100	3	6	7100	9	3346	8	386	2	7	2	orientation, collation
common	sd_Deva	Sindhi (Devanagari)	सिन्धी (देवनागिरी)	Deva	basic	1	432	0	6634	432	6634	424	2906	387	1	8	1	collation
common	si	Sinhala	සිංහල	Sinh	modern	1	7156	0	4	7156	4	3398	3	391	0	8	0	romanization*
common	sk	Slovak	slovenčina	Latn	modern	1	8523	0	0	8523	0	4489	0	411	0	9	0	
common	sl	Slovenian	slovenščina	Latn	modern	1	8516	0	0	8516	0	4482	0	408	0	9	0	
common	so	Somali	Soomaali	Latn	modern	4	7139	0	87	7139	87	3431	4	462	1	7	1	ordinals*, collation
common	sq	Albanian	shqip	Latn	modern	3	7078	75	4	7078	79	3351	48	393	0	9	0	
common	sr	Serbian	српски	Cyrl	modern	4	7841	0	0	7841	0	3932	0	415	0	9	0	
common	su	Sundanese	Basa Sunda	Latn	basic	1	460	5	5542	460	5547	443	1944	372	2	6	2	ordinals*, casing, collation
common	sv	Swedish	svenska	Latn	modern	3	7229	21	0	7229	21	3401	4	399	0	9	0	
common	sw	Swahili	Kiswahili	Latn	modern	4	7169	0	1	7169	1	3396	0	401	0	9	0	
common	ta	Tamil	தமிழ்	Taml	modern	4	7274	0	0	7274	0	3497	0	477	0	9	0	
common	te	Telugu	తెలుగు	Telu	modern	1	7173	0	0	7173	0	3395	0	389	0	9	0	
common	th	Thai	ไทย	Thai	modern	1	6549	0	0	6549	0	2881	0	392	0	9	0	
common	tk	Turkmen	türkmen dili	Latn	modern	1	7116	0	4	7116	4	3360	3	393	0	9	0	
common	tr	Turkish	Türkçe	Latn	modern	2	7282	0	0	7282	0	3491	0	469	0	9	0	
common	uk	Ukrainian	українська	Cyrl	modern	1	8503	9	0	8503	9	4467	0	416	0	9	0	
common	ur	Urdu	اردو	Arab	modern	2	7277	0	2	7277	2	3475	1	473	1	8	1	orientation
common	uz	Uzbek	o‘zbek	Latn	modern	1	7257	2	4	7257	6	3473	3	475	0	9	0	
common	vi	Vietnamese	Tiếng Việt	Latn	modern	1	6647	0	2	6647	2	2853	2	383	0	9	0	
common	yo	Yoruba	Èdè Yorùbá	Latn	moderate	2	5551	12	882	5551	894	2823	0	379	0	8	0	ordinals*
common	yue	Cantonese	粵語	Hant	modern	1	6515	0	1	6515	1	2871	1	379	1	8	1	collation
common	zh	Chinese	中文	Hans	modern	4	6782	0	0	6782	0	2974	0	488	0	9	0	
common	zh_Hant	Traditional Chinese	繁體中文	Hant	modern	0	6783	0	0	6783	0	2976	0	488	0	9	0	
common	zu	Zulu	isiZulu	Latn	modern	1	7105	0	59	7105	59	3390	0	385	0	9	0	
