# Section	Page	Header	Code	Locale	Old	New	Level
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	bg	▷missing◁	Уелс	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	bg	Уелс	▷removed◁	modern
Locale Display Names	Languages (O-S)	R	Root ► root	bn	মূল	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	bn	▷missing◁	ইংল্যান্ড	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	bn	ইংল্যান্ড	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	bn	▷missing◁	স্কটল্যান্ড	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	bn	স্কটল্যান্ড	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	bn	▷missing◁	ওয়েল্স	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	bn	ওয়েল্স	▷removed◁	modern
Locale Display Names	Languages (O-S)	R	Root ► root	br	gwrizienn	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	br	▷missing◁	Bro-Saoz	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	br	▷missing◁	Skos	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	br	▷missing◁	Kembre	modern
Locale Display Names	Languages (O-S)	R	Root ► root	brx	रुट	▷removed◁	comprehensive
Locale Display Names	Languages (E-J)	E	English ► en_GB-short	bs	en_GB	engleski (UK)	basic
Locale Display Names	Languages (E-J)	E	English ► en_US-short	bs	en_US	engleski (SAD)	basic
Locale Display Names	Languages (O-S)	R	Root ► root	bs	korijenski	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	bs	▷missing◁	Engleska	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	bs	Engleska	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	bs	▷missing◁	Škotska	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	bs	Škotska	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	bs	▷missing◁	Vels	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	bs	Vels	▷removed◁	modern
Locale Display Names	Languages (A-D)	C	Chinese ► zh_Hant	bs_Cyrl	zh_Hant	кинески (традиционални)	basic
Locale Display Names	Languages (E-J)	E	English ► en_GB-short	bs_Cyrl	en_GB	енглески (УК)	basic
Locale Display Names	Languages (E-J)	E	English ► en_US-short	bs_Cyrl	en_US	енглески (САД)	basic
Locale Display Names	Languages (O-S)	R	Root ► root	bs_Cyrl	рут	▷removed◁	comprehensive
Locale Display Names	Languages (E-J)	E	English ► en_US-short	ca	anglès americà	anglès (EUA)	basic
Locale Display Names	Languages (E-J)	E	English ► en_US-short	ca_ES_VALENCIA	anglès americà	anglés (EUA)	basic
Locale Display Names	Languages (O-S)	R	Root ► root	ca	arrel	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	ca	▷missing◁	Anglaterra	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	ca	Anglaterra	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	ca	▷missing◁	Escòcia	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	ca	Escòcia	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	ca	▷missing◁	Gal·les	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	ca	Gal·les	▷removed◁	modern
Locale Display Names	Languages (O-S)	R	Root ► root	ccp	𑄥𑄨𑄠𑄮𑄢𑄴	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	ccp	▷missing◁	𑄃𑄨𑄁𑄣𑄳𑄠𑄚𑄳𑄓𑄴	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	ccp	𑄃𑄨𑄁𑄣𑄳𑄠𑄚𑄳𑄓𑄴	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	ccp	▷missing◁	𑄌𑄳𑄇𑄧𑄖𑄴𑄣𑄳𑄠𑄚𑄳𑄓𑄴	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	ccp	𑄌𑄳𑄇𑄧𑄖𑄴𑄣𑄳𑄠𑄚𑄳𑄓𑄴	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	ccp	▷missing◁	𑄃𑄮𑄠𑄬𑄣𑄴	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	ccp	𑄃𑄮𑄠𑄬𑄣𑄴	▷removed◁	modern
Locale Display Names	Languages (E-J)	E	English ► en_US-short	ce	американ ингалсан	ингалсан (АЦШ)	basic
Locale Display Names	Languages (O-S)	R	Root ► root	ce	ораман мотт	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	ceb	▷missing◁	Inglatera	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	ceb	Inglatera	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	ceb	▷missing◁	Scotland	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	ceb	Scotland	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	ceb	▷missing◁	Wales (apil sa nasod)	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	ceb	Wales (apil sa nasod)	▷removed◁	modern
Locale Display Names	Languages (O-S)	R	Root ► root	chr	ᎤᎾᏍᎦᎸ	▷removed◁	comprehensive
Locale Display Names	Languages (O-S)	R	Root ► root	ckb	‫ڕووت‬	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	ckb	▷missing◁	‫ئینگلاند‬	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	ckb	▷missing◁	‫سکۆتلەندا‬	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	ckb	▷missing◁	‫وەیڵز‬	modern
Locale Display Names	Languages (A-D)	C	Chinese ► zh_Hant	cs	zh_Hant	čínština (tradiční)	basic
Locale Display Names	Languages (E-J)	E	English ► en_AU	cs	en_AU	angličtina (Austrálie)	basic
Locale Display Names	Languages (E-J)	E	English ► en_CA	cs	en_CA	angličtina (Kanada)	basic
Locale Display Names	Languages (E-J)	F	French ► fr_CA	cs	fr_CA	francouzština (Kanada)	basic
Locale Display Names	Languages (E-J)	F	French ► fr_CH	cs	fr_CH	francouzština (Švýcarsko)	basic
Locale Display Names	Languages (E-J)	G	German ► de_AT	cs	de_AT	němčina (Rakousko)	basic
Locale Display Names	Languages (O-S)	P	Portuguese ► pt_BR	cs	pt_BR	portugalština (Brazílie)	basic
Locale Display Names	Languages (O-S)	R	Root ► root	cs	kořen	▷removed◁	comprehensive
Locale Display Names	Languages (O-S)	S	Spanish ► es_419	cs	es_419	španělština (Latinská Amerika)	basic
Locale Display Names	Languages (O-S)	S	Spanish ► es_MX	cs	es_MX	španělština (Mexiko)	basic
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	cs	▷missing◁	Anglie	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	cs	Anglie	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	cs	▷missing◁	Skotsko	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	cs	Skotsko	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	cs	▷missing◁	Wales	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	cs	Wales	▷removed◁	modern
Locale Display Names	Languages (E-J)	E	English ► en_GB-short	cy	Saesneg Prydain	Saesneg (DU)	basic
Locale Display Names	Languages (E-J)	E	English ► en_US-short	cy	Saesneg America	Saesneg (UDA)	basic
Locale Display Names	Languages (O-S)	R	Root ► root	cy	Y Gwraidd	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	cy	▷missing◁	Lloegr	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	cy	Lloegr	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	cy	▷missing◁	Yr Alban	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	cy	Yr Alban	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	cy	▷missing◁	Cymru	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	cy	Cymru	▷removed◁	modern
Locale Display Names	Languages (O-S)	R	Root ► root	da	rod	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	da	▷missing◁	England	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	da	England	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	da	▷missing◁	Skotland	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	da	Skotland	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	da	▷missing◁	Wales	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	da	Wales	▷removed◁	modern
Locale Display Names	Languages (E-J)	E	English ► en_US-short	de	en_US	Englisch (USA)	basic
Locale Display Names	Languages (O-S)	R	Root ► root	de	Root	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	de	▷missing◁	England	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	de	England	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	de	▷missing◁	Schottland	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	de	Schottland	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	de	▷missing◁	Wales	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	de	Wales	▷removed◁	modern
Units	Volume	gallon-imperial	long-one-accusative	de_CH	{0} Imp. Gallone	{0} gal Imp.	modern
Units	Volume	gallon-imperial	long-one-dative	de_CH	{0} Imp. Gallone	{0} gal Imp.	modern
Units	Volume	gallon-imperial	long-one-genitive	de_CH	{0} Imp. Gallone	{0} gal Imp.	modern
Units	Volume	gallon-imperial	long-other-accusative	de_CH	{0} Imp. Gallonen	{0} gal Imp.	modern
Units	Volume	gallon-imperial	long-other-dative	de_CH	{0} Imp. Gallonen	{0} gal Imp.	modern
Units	Volume	gallon-imperial	long-other-genitive	de_CH	{0} Imp. Gallonen	{0} gal Imp.	modern
Units	Mass and Weight	grain	short-one-nominative	de_CH	{0} gr	{0} Msp.	moderate
Locale Display Names	Languages (O-S)	R	Root ► root	el	Ρίζα	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	el	▷missing◁	Αγγλία	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	el	Αγγλία	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	el	▷missing◁	Σκοτία	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	el	Σκοτία	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	el	▷missing◁	Ουαλία	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	el	Ουαλία	▷removed◁	modern
Locale Display Names	Languages (O-S)	R	Root ► root	en	Root	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	en	▷missing◁	England	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	en	▷missing◁	Scotland	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	en	▷missing◁	Wales	modern
Locale Display Names	Languages (E-J)	E	English ► en_GB-short	es	inglés británico	inglés (RU)	basic
Locale Display Names	Languages (E-J)	E	English ► en_GB-short	es_419	inglés británico	inglés (RU)	basic
Locale Display Names	Languages (E-J)	E	English ► en_GB-short	es_US	inglés británico	inglés (RU)	basic
Locale Display Names	Languages (E-J)	E	English ► en_US-short	es	inglés estadounidense	inglés (EE. UU.)	basic
Locale Display Names	Languages (E-J)	E	English ► en_US-short	es_419	inglés estadounidense	inglés (EE. UU.)	basic
Locale Display Names	Languages (O-S)	R	Root ► root	es	raíz	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	es	▷missing◁	Inglaterra	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	es	Inglaterra	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	es	▷missing◁	Escocia	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	es	Escocia	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	es	▷missing◁	Gales	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	es	Gales	▷removed◁	modern
Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	full	es_419	{1} 'a' 'las' {0}	{1}, {0}	basic
Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	full	es_MX	{1} 'a' 'las' {0}	{1}, {0}	basic
Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	full	es_US	{1} 'a' 'las' {0}	{1}, {0}	basic
Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	long	es_419	{1} 'a' 'las' {0}	{1}, {0}	basic
Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	long	es_MX	{1} 'a' 'las' {0}	{1}, {0}	basic
Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	long	es_US	{1} 'a' 'las' {0}	{1}, {0}	basic
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	et	▷missing◁	Inglismaa	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	et	Inglismaa	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	et	▷missing◁	Šotimaa	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	et	Šotimaa	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	et	▷missing◁	Wales	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	et	Wales	▷removed◁	modern
Locale Display Names	Languages (O-S)	R	Root ► root	eu	erroa	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	eu	▷missing◁	Ingalaterra	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	eu	Ingalaterra	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	eu	▷missing◁	Eskozia	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	eu	Eskozia	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	eu	▷missing◁	Gales	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	eu	Gales	▷removed◁	modern
Locale Display Names	Languages (O-S)	R	Root ► root	fa	‫ریشه‬	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	fa	▷missing◁	‫انگلستان‬	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	fa	‫انگلستان‬	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	fa	▷missing◁	‫اسکاتلند‬	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	fa	‫اسکاتلند‬	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	fa	▷missing◁	‫ویلز‬	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	fa	‫ویلز‬	▷removed◁	modern
Locale Display Names	Languages (E-J)	E	English ► en_GB-short	fi	britannianenglanti	englanti (Britannia)	basic
Locale Display Names	Languages (E-J)	E	English ► en_US-short	fi	amerikanenglanti	englanti (USA)	basic
Locale Display Names	Languages (O-S)	R	Root ► root	fi	juuri	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	fi	▷missing◁	Englanti	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	fi	Englanti	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	fi	▷missing◁	Skotlanti	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	fi	Skotlanti	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	fi	▷missing◁	Wales	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	fi	Wales	▷removed◁	modern
Locale Display Names	Languages (O-S)	R	Root ► root	fil	Root	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	fil	▷missing◁	England	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	fil	▷missing◁	Scotland	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	fil	▷missing◁	Wales	modern
Locale Display Names	Languages (E-J)	E	English ► en_AU	fo	en_AU	enskt (Avstralia)	basic
Locale Display Names	Languages (E-J)	E	English ► en_CA	fo	en_CA	enskt (Kanada)	basic
Locale Display Names	Languages (E-J)	E	English ► en_GB	fo	en_GB	enskt (Stórabretland)	basic
Locale Display Names	Languages (E-J)	E	English ► en_GB-short	fo	en_GB	enskt (UK)	basic
Locale Display Names	Languages (E-J)	E	English ► en_US	fo	en_US	enskt (Sambandsríki Amerika)	basic
Locale Display Names	Languages (E-J)	E	English ► en_US-short	fo	en_US	enskt (USA)	basic
Locale Display Names	Languages (E-J)	F	French ► fr_CA	fo	fr_CA	franskt (Kanada)	basic
Locale Display Names	Languages (E-J)	F	French ► fr_CH	fo	fr_CH	franskt (Sveis)	basic
Locale Display Names	Languages (E-J)	G	German ► de_AT	fo	de_AT	týskt (Eysturríki)	basic
Locale Display Names	Languages (O-S)	S	Spanish ► es_419	fo	es_419	spanskt (Latínamerika)	basic
Locale Display Names	Languages (O-S)	S	Spanish ► es_ES	fo	es_ES	spanskt (Spania)	basic
Locale Display Names	Languages (O-S)	S	Spanish ► es_MX	fo	es_MX	spanskt (Meksiko)	basic
Locale Display Names	Languages (E-J)	E	English ► en_GB-short	fr	anglais britannique	anglais (R.-U.)	basic
Locale Display Names	Languages (E-J)	E	English ► en_GB-short	fr_CA	anglais britannique	anglais (R.-U.)	basic
Locale Display Names	Languages (E-J)	E	English ► en_US-short	fr	anglais américain	anglais (É.-U.)	basic
Locale Display Names	Languages (E-J)	E	English ► en_US-short	fr_CA	anglais américain	anglais (É.-U.)	basic
Locale Display Names	Languages (O-S)	R	Root ► root	fr	racine	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	fr	▷missing◁	Angleterre	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	fr	Angleterre	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	fr	▷missing◁	Écosse	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	fr	Écosse	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	fr	▷missing◁	Pays de Galles	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	fr	Pays de Galles	▷removed◁	modern
Units	Graphics	dot	long-other-nominative	fr_CA	{0} pts	{0} p	moderate
Locale Display Names	Languages (O-S)	R	Root ► root	fy	Root	▷removed◁	comprehensive
Locale Display Names	Languages (O-S)	R	Root ► root	ga	Root	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	ga	▷missing◁	Sasana	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	ga	Sasana	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	ga	▷missing◁	Albain	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	ga	Albain	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	ga	▷missing◁	an Bhreatain Bheag	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	ga	an Bhreatain Bheag	▷removed◁	modern
Locale Display Names	Languages (O-S)	R	Root ► root	gd	Root	▷removed◁	comprehensive
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	gd	▷missing◁	Sasainn	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	gd	▷missing◁	Alba	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	gd	▷missing◁	A’ Chuimrigh	modern
Locale Display Names	Languages (E-J)	E	English ► en_GB-short	gl	inglés británico	inglés (RU)	basic
Locale Display Names	Languages (E-J)	E	English ► en_US-short	gl	inglés estadounidense	inglés (EUA)	basic
Locale Display Names	Languages (O-S)	R	Root ► root	gl	raíz	▷removed◁	comprehensive
